Dist_1_2,Dist_1_3,Dist_2_3,InertialTensor,Interference,Ixx,Iyy,Izz,Mass,PV_Panels,bomCost,Angle,BattX,BattZ,CompX,CompZ,GyroX,GyroZ
None,None,None,None,None,None,None,None,None,4,249066.0,178.205156598,432.902455192,236.678990057,-674.014479221,-384.276161875,-787.028568751,2.22599211686
None,None,None,None,None,None,None,None,None,4,249066.0,178.973082584,-217.321270568,295.500460845,-302.918024608,-157.935072715,817.587267012,-16.4477775561
None,None,None,None,None,None,None,None,None,4,249066.0,179.999962631,692.032473803,213.047018293,701.947452098,-333.862083878,867.250645327,-23.8749132657
None,None,None,None,None,None,None,None,None,4,249066.0,178.943912823,45.2645214683,176.220004827,23.8647881192,-328.356748682,-3.46345688799,1.91671018419
None,None,None,None,None,None,None,None,None,4,249066.0,179.162908982,-811.348155966,201.955991692,-136.023117045,-235.977584966,536.569562659,39.7446047106
None,None,None,None,None,None,None,None,None,4,249066.0,179.540033763,318.749016936,256.277538394,-68.6412634041,-271.203264759,638.734641458,-31.14274116
None,None,None,None,None,None,None,None,None,4,249066.0,179.78095364,86.8678530046,260.499348223,-537.819431059,-153.714633852,762.093696644,-15.4168200872
None,None,None,None,None,None,None,None,None,4,249066.0,179.804226199,-501.109820022,164.101043969,-652.017207942,-197.097346007,-248.75838466,40.3866955928
None,None,None,None,None,None,None,None,None,4,249066.0,178.730000407,-814.997744948,179.21046485,763.379299596,-180.578352002,251.178076515,-29.2642560648
None,None,None,None,None,None,None,None,None,4,249066.0,178.475593897,82.0431573108,234.164203255,944.912801209,-266.409094974,248.546757865,-11.9548766369
None,None,None,None,None,None,None,None,None,4,249066.0,178.197906617,-345.115184237,153.060466265,-145.8284,-239.974416681,327.192554208,-19.1708954994
None,None,None,None,None,None,None,None,None,4,249066.0,179.349233734,-820.421540542,210.996000744,525.283714159,-393.01571797,-530.277517196,-23.8250988911
None,None,None,None,None,None,None,None,None,4,249066.0,178.963847904,-170.431635555,278.953138848,950.617103456,-341.721418975,-208.977112397,-22.9334392251
None,None,None,None,None,None,None,None,None,4,249066.0,179.627852525,-671.337579695,278.335392043,-687.510183701,-382.701784229,920.043344078,25.2497502783
None,None,None,None,None,None,None,None,None,4,249066.0,178.927239793,767.908267673,228.499720069,415.704074973,-263.10703946,-462.74407409,42.9332506873
None,None,None,None,None,None,None,None,None,4,249066.0,179.129104885,-246.813207994,257.783326348,-187.139884368,-235.147058028,-769.455737008,-11.4086154803
None,None,None,None,None,None,None,None,None,4,249066.0,178.82044335,-767.601355639,233.286982764,-328.843224985,-346.235332319,90.7606307846,-27.6404464259
None,None,None,None,None,None,None,None,None,4,249066.0,178.659834724,-622.669754437,178.759048951,-515.997134446,-357.698533524,283.784883855,-45.3035301621
None,None,None,None,None,None,None,None,None,4,249066.0,178.308283838,-748.898518712,190.074106885,316.963461845,-162.604485968,654.026950681,-29.121382872
None,None,None,None,None,None,None,None,None,4,249066.0,178.712258778,-42.8532946541,178.344596544,839.574217858,-355.897388086,-575.638928869,46.3964988822
None,None,None,None,None,None,None,None,None,4,249066.0,178.355210019,-845.642771338,255.842487256,252.514101317,-293.448675883,-429.381719879,-5.43105847395
None,None,None,None,None,None,None,None,None,4,249066.0,179.554570443,454.915495341,165.909168388,661.293088863,-239.001588122,-64.2782286704,34.7783247245
None,None,None,None,None,None,None,None,None,4,249066.0,179.115939402,-318.721764117,163.462878668,-771.763066726,-236.261392688,3.94708355549,23.3246554768
None,None,None,None,None,None,None,None,None,4,249066.0,179.870909654,345.974671921,262.370825366,296.931176384,-172.284351655,379.572737044,14.8880541729
None,None,None,None,None,None,None,None,None,4,249066.0,179.783831183,-200.593396597,296.379396657,-793.137339323,-170.670454162,435.43035786,27.9517063726
None,None,None,None,None,None,None,None,None,4,249066.0,179.988805208,492.11955635,252.23273566,-167.060382452,-337.478473845,-305.334544749,0.529000096165
