AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,PV_Panels,bomCost,BattCap,GyroSize
0.085115295,1.756795304,38.02796949,8.401423367,None,100,4.538121975,4,249066,307.1012866,797.9185229
0.085115225,1.756798736,38.02796732,2.557855623,None,100,4.396611908,4,249066,117.0100692,242.8324077
0.085115255,1.756799781,38.02796715,3.541878809,None,100,4.434158761,4,249066,184.3981079,336.5235346
0.085115322,1.756797347,38.02796712,3.967512576,None,100,4.477480525,4,249066,239.4999936,376.7615374
0.085115292,1.756796498,38.0279689,5.230555985,None,100,4.551339433,4,249066,320.8233715,496.7677082
0.085115262,1.756803789,38.02796966,9.343305007,None,100,4.639443882,4,249066,412.2860116,887.3592937
0.085115268,1.756798705,38.02796746,10.19747394,None,100,4.465493589,4,249066,225.5814034,968.4886564
0.085115287,1.756803334,38.02797019,1.948333603,None,100,4.666008889,4,249066,438.3569539,185.0287085
0.085115317,1.756795972,38.0279671,4.142694617,None,100,4.435579792,4,249066,186.42711,393.449533
0.085115179,1.756797842,38.02796703,1.526429336,None,100,4.424236022,4,249066,169.6249913,144.7980654
0.085115214,1.756796463,38.02796923,2.373487121,None,100,4.463454058,4,249066,222.6515335,225.4179338
0.085115188,1.756796668,38.02796733,8.311103443,None,100,4.399800942,4,249066,125.0893414,789.3033397
0.085115242,1.75679564,38.02797041,3.168629748,None,100,4.722008028,4,249066,495.2119239,300.927685
0.08511523,1.756796339,38.02796699,0.949500145,None,100,4.414468998,4,249066,153.7372663,90.1777477
0.085115239,1.756796065,38.02796711,4.709613958,None,100,4.413654886,4,249066,152.5047265,447.2907815
0.085115165,1.756799283,38.02797016,1.702123129,None,100,4.593888906,4,249066,364.7584524,161.5064318
0.085115157,1.756800479,38.02797083,3.54546983,None,100,4.60358762,4,249066,374.9309961,336.7401508
0.085115253,1.756798977,38.02796712,6.324985697,None,100,4.390821523,4,249066,99.50930597,600.0366482
0.085115222,1.756795879,38.02796737,3.934549801,None,100,4.412049125,4,249066,149.5674347,373.6809548
0.085115277,1.756797186,38.0279693,9.421048622,None,100,4.53537021,4,249066,304.2455335,894.7079105
0.085115263,1.756797492,38.02796876,3.760299941,None,100,4.505865763,4,249066,271.7636444,357.0106392
0.085115293,1.756795544,38.02796719,3.322520887,None,100,4.397392439,4,249066,118.9672551,315.5283137
0.085115281,1.756796289,38.02796942,2.342574716,None,100,4.384704085,4,249066,59.39356943,222.4760152
0.085115265,1.756797366,38.02796724,9.018463014,None,100,4.414532091,4,249066,154.1770747,856.4915765
0.085115284,1.756796377,38.0279673,7.341549409,None,100,4.43377116,4,249066,184.0295013,697.2535692
0.085115207,1.756800603,38.02797054,4.930513832,None,100,4.567163217,4,249066,337.4075998,468.2990207
0.085115225,1.756796749,38.02796955,5.603116753,None,100,4.70731985,4,249066,480.774502,532.2627237
0.085115268,1.756796335,38.02796921,4.818834526,None,100,4.612981158,4,249066,384.6923912,457.6638301
0.085115157,1.756801968,38.02796885,4.725017646,None,100,4.511693699,4,249066,278.2339407,448.7490711
0.085115227,1.756795456,38.02797037,1.886329119,None,100,4.720574716,4,249066,493.5357465,179.1528321
0.085115161,1.756798397,38.02796875,9.972481457,None,100,4.517661641,4,249066,285.1478532,947.1452358
0.085115216,1.75679834,38.02797008,8.818442022,None,100,4.459403324,4,249066,218.1146274,837.660466
