AverageAngleError,BattCap,D_CtrlGain,GyroSize,Inertia,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxGyroTemp,MaxTemperature,MinBatteryCharge,MinBusVoltage,P_CtrlGain
0.0266674806015,383.730774317,0.967067601466,1030.24561618,5255.89037259,0.766102292067,17.7441796463,0.0345845589023,102.727271538,99.3768829908,100,16.2643982761,5.85673894024
0.0020143705841,100.422200656,2.70360124971,2550.19816936,6746.90339475,0.144466913475,17.5873417692,0.0872912781167,133.977472414,125.415818734,100,14.9672648478,1.24643507456
0.00765304698502,246.059700538,2.99636500513,2063.11157552,6861.39511711,0.304966358408,17.6892141221,0.0974696302248,138.478248768,128.916312224,100,15.9142176436,2.31069649915
0.0163471252739,296.73409666,0.718846119345,2995.0170445,4517.15030476,0.470969122196,17.7130751385,0.0255265975228,94.4996739824,92.0430753492,100,16.0628594344,3.97216996364
0.000877598497118,63.3211543258,2.2847017897,667.230786086,6385.35482119,0.0891544546633,17.5615506721,0.073257915813,127.190212916,120.008440105,100,14.3460398061,1.03678164894
0.00225851422182,217.741305615,0.329229971966,2063.97644627,5478.76911707,0.068061449794,17.6734622616,0.0114451871429,76.3205408788,75.300633364,100,15.7938487025,1.39677073767
0.0116275327653,266.052217957,2.29678545031,1875.71407786,4886.01924812,0.364146904226,17.699242889,0.0753671201716,128.220714107,120.846566977,100,15.9763714419,3.10210302529
0.0214266504807,84.7166972163,0.631669001609,2515.10798242,6579.15551894,0.617311918192,17.575201817,0.0233980277439,92.3396233939,90.0894142105,100,14.7140514882,4.89571287246
0.0248209400286,272.066880878,2.61057437962,1241.32834149,4205.46044702,0.717139027338,17.702096429,0.0871170124253,133.836119037,125.307450614,100,15.9961902997,5.55191212609
0.0267768422216,222.146789526,2.00053037852,503.735260523,6968.24613337,0.770741281706,17.676040765,0.0672940414765,124.032714999,117.452362167,100,15.8134017835,5.89647149503
0.00771105580795,223.469903182,0.208976123932,2516.28444046,5627.95504209,0.225395278423,17.6768056341,0.00841082079929,71.0204959621,70.273391576,100,15.8136819575,2.38829734606
0.00961312268933,334.685440925,1.18110828752,423.783309833,5318.05551351,0.276000656853,17.7279497234,0.0390223956273,106.181231889,102.387561004,100,16.1618748048,2.75445976666
0.0148843973287,325.752462976,0.865670466323,802.277461891,6011.81604956,0.428197836871,17.7246490316,0.0298846378536,98.6425183515,95.7545152961,100,16.138593395,3.70855436097
0.000510308643633,121.283618079,0.483562253201,1016.27423996,6540.5599702,0.035211935034,17.6043854608,0.0160684169114,83.1965471719,81.6704912172,100,15.1718693222,1.04725161213
0.0183556017717,119.047781189,1.12611271209,2655.03152863,5771.39784498,0.526549658024,17.6025591466,0.0387292270012,105.960188121,102.208121367,100,15.1437043862,4.34581495253
0.0234587311997,147.513928054,2.85237796095,543.937334403,4804.59115637,0.690978587085,17.6253653485,0.0942842040104,137.078670408,127.831150058,100,15.3991750995,5.28934971274
0.00402938125151,244.987962183,1.86997863185,2070.27140746,4862.2720748,0.119923610812,17.6886519254,0.0597049407713,119.85853244,114.017783832,100,15.9210268097,0.284683715009
0.0229669919564,64.2131956414,2.01396686453,1622.69958295,5319.03924182,0.661693568353,17.5620243919,0.0677277861181,124.237767504,117.626431165,100,14.3509183257,5.20278432063
0.0167013237809,394.766160989,2.01678771878,2906.46951757,5680.50758825,0.482278873168,17.7474449306,0.0670872584104,123.901774179,117.352166144,100,16.2843338762,4.06157346124
0.00459887014329,20.1887598547,0.52646213421,1979.29789026,4591.69595066,0.141774679634,17.5524999654,0.0168149622825,84.3341460296,82.7281480044,100,12.216948808,0.166093655319
0.0257592717299,279.844090165,0.128900779139,2676.06226538,6355.75812594,0.744351586487,17.705680552,0.00887541944445,71.8543714938,71.0743953196,100,16.0154102917,5.67524143126
0.0023397515192,280.218542,2.72198830661,1739.03957964,4656.33647051,0.154179304921,17.7058501851,0.0878571249351,134.237710939,125.619784476,100,16.0325296533,1.31050583407
0.00222068110981,89.423781852,0.260733311619,1859.93475949,5978.90684974,0.0672876893362,17.5787891859,0.0092734808502,72.6175757385,71.7935361955,100,14.7874934074,1.38830395926
0.00377459621665,99.3316921109,2.18592246928,2167.14748776,5690.43010865,0.114047299822,17.5865279844,0.0699211448223,125.481160218,118.632505443,100,14.9593361322,0.33836952744
0.0219120353917,176.894005942,1.46036793788,2860.53085803,4083.33367885,0.629301142098,17.6471315034,0.0499201699778,113.799518217,108.945049334,100,15.585257362,5.00001404163
0.0265040250143,42.7912448467,2.50490115915,2637.93011245,5727.61633546,0.764919221073,17.5540730909,0.0840724851875,132.413421428,124.191233882,100,13.7510264387,5.85645436576
0.0217639098239,313.773111345,0.620742314958,2374.29863927,6046.1130346,0.627055040771,17.7200334249,0.0231788478411,92.066220312,89.8401442126,100,16.1085446283,4.95693373132
0.0264333022755,156.787421122,0.955606885871,617.731571481,4054.68767499,0.7594354552,17.6324698351,0.0341947054777,102.319343241,99.0152041899,100,15.458760344,5.81386369653
0.0249964716008,136.387207133,1.20072955206,1017.73266109,4144.93308294,0.716899920744,17.6166109185,0.0418143405773,108.26997564,104.20954133,100,15.3049933588,5.55685179698
0.00359255074176,143.546437448,1.88528319694,2449.44751045,4417.67163095,0.107427164967,17.622277975,0.0602521105272,120.177488761,114.282771181,100,15.3867373765,0.364728785809
0.00414096431021,101.61819749,1.34054381169,1202.78088584,4645.54595705,0.122747971137,17.5883593527,0.0437017544906,109.619325884,105.368334714,100,14.9582749465,1.75630348388
0.0105173058305,106.114060237,0.496736218425,2805.65072269,6746.41298488,0.304674727781,17.5919928538,0.0178062401415,85.6335047706,83.9378927075,100,15.0006179785,2.90602484655
0.00211339093332,44.7590857587,2.86125616722,598.039422498,4045.47771059,0.155488841142,17.5544950828,0.0918630047724,136.045412941,127.023542889,100,13.8296351541,1.25155997988
0.0153207768565,129.421470593,1.52117289875,842.762638476,4864.14783759,0.440789225851,17.6110063757,0.0508311523238,114.388292766,109.437953603,100,15.2433546723,3.80060757924
0.00352087634708,179.938102235,1.19910086809,2114.33410241,6113.16495426,0.101610921988,17.6492517186,0.0391744502862,106.321380114,102.515280835,100,15.607359469,1.6451301595
0.0240417357538,139.911816853,0.946959449253,2448.54341349,5126.83596496,0.690790851359,17.6194129691,0.0337333410442,102.009434373,98.7464718778,100,15.3317026405,5.3780855348
0.0213030674904,161.11166156,1.4484306513,2843.15605283,4882.85740956,0.611815307206,17.6357061616,0.0495681366529,113.569888328,108.749553813,100,15.4870096993,4.88886414454
0.00380144232335,22.9508981809,1.39244086264,355.997040853,5191.58938589,0.117248705082,17.5525082185,0.0449030193337,110.452910129,106.073176221,100,12.517789469,1.68924070617
0.0178786270863,234.9158999,2.96715060969,2039.26598551,6283.50865287,0.558383753029,17.6832394841,0.0978213436734,138.602933594,129.01573045,100,15.8665213601,4.2339152571
0.0104308633732,117.869328645,0.308559165861,1467.46129784,6864.97888078,0.303102539652,17.6015948621,0.0118669276241,76.9601326842,75.8981437469,100,15.1273130415,2.88627483974
0.0189512905477,330.022697814,2.88946086283,1410.77078954,6649.90318146,0.580691326391,17.7262413042,0.0953735428977,137.540287455,128.194388529,100,16.1534955536,4.44032476473
0.0038053374716,369.523052585,1.86253983523,383.302340931,4121.22845666,0.113443138877,17.7397755873,0.058973473643,119.407350224,113.631754209,100,16.2526198989,0.325394520801
0.0223006696164,256.427039674,0.809310959821,2831.24613557,5910.45135364,0.641496505478,17.6945210196,0.0291639196316,98.0202347258,95.2060513717,100,15.9386911611,5.05831817934
0.0196411196646,382.24232208,0.139848569273,345.168677313,4393.27430075,0.568571846468,17.7437291567,0.00812725271457,69.7693253491,69.0750575726,100,16.2580919233,4.56105434946
0.00106336036057,220.100119766,1.23106844726,2378.19041047,4336.62326819,0.0316547889398,17.6748491335,0.0396324426868,106.691213265,102.836737099,100,15.8125682649,0.811260917118
0.0153258330059,89.0351035437,1.71588755055,868.351249407,4365.69417305,0.441701511312,17.5784261481,0.0570406652439,118.22037225,112.65736964,100,14.7872043471,3.80526195748
0.00232973867194,290.912488287,1.63198182049,1192.97559975,6136.67449184,0.0699318752466,17.7105837654,0.0522247186365,115.326190923,110.226257409,100,16.0641292197,0.589351488166
0.00892464001976,285.022154681,1.51755012039,514.948372815,6035.15434049,0.257611664033,17.7080020471,0.0497013721342,113.669329279,108.822444451,100,16.0332201059,2.63550656881
0.0234606903711,276.312250591,0.951560812481,656.837913277,6928.01528779,0.674078291175,17.7040674104,0.0336282897513,101.890129576,98.6360502578,100,16.0042227734,5.27233725892
0.00419541331203,367.292152394,1.42791841566,84.7913792855,4199.89372986,0.129100816898,17.7390775689,0.0458645946141,110.021268315,105.665151914,100,16.235556916,1.76098402137
0.00387768063617,250.883359819,0.360561821995,908.816695495,4742.13406313,0.114487913844,17.6917126439,0.0125972281714,77.9275484392,76.8063375517,100,15.9231936917,1.69282535091
0.0125336303659,68.1178377303,2.68255213775,1305.6776811,4742.90487279,0.408805462819,17.5641561555,0.0878304320636,134.189989211,125.5831185,100,14.4398793724,3.2478795718
0.0157878992092,250.796442054,1.79572909538,1411.9326571,6401.06635574,0.455248704398,17.6916680791,0.0597410272551,119.810648579,113.982270182,100,15.9212284449,3.89095734418
0.0200163284872,335.054186353,1.31050524778,1593.86802636,4067.43280457,0.574423712318,17.7280835059,0.044751041061,110.331977469,105.985249999,100,16.161436147,4.65184474
0.00163512272422,218.703872996,0.320203074382,42.6568845121,4291.92723796,0.0794042412558,17.6740299268,0.0102417886297,73.6138850845,72.7300410398,100,15.8027438086,0.73778723382
0.0196633559841,52.1499991647,2.2458787106,2953.44403616,5798.54732533,0.568005115267,17.5566467356,0.0748610051099,127.938948256,120.62426883,100,14.045136234,4.60548818315
0.0149558421684,151.411442048,0.762764457681,1150.02843825,4054.44193342,0.430782074652,17.6283723366,0.0266549553904,95.624912896,93.0548715041,100,15.415457333,3.71959503958
0.0156031631934,55.9693833436,0.146724831073,2424.35682336,4131.83612564,0.452531302195,17.5581097364,0.00774798769081,69.6008764377,68.9201928391,100,14.1140313994,3.82550834713
0.027071812526,306.655660138,2.18605853303,475.021232213,6201.9282467,0.779919427237,17.7171853534,0.0732343192446,127.145137166,119.976446253,100,16.095468723,5.95375578256
0.00383414031453,194.252537671,1.01423684637,2410.32742481,4249.56535026,0.110196101421,17.6588660503,0.032375338505,100.900322715,97.7582275681,100,15.6959773189,0.301900661798
0.00375533972084,247.300076644,2.6947550328,860.611308001,6851.36852979,0.12674790942,17.6898615557,0.0861195158927,133.449403614,124.994873906,100,15.9333029682,0.390902298502
0.015434629089,221.220280493,2.84860552495,1712.28369502,4772.69812167,0.490651897999,17.6755025441,0.0936629830152,136.799789627,127.62028679,100,15.8108089589,3.7823177207
0.00477623819964,342.481521377,1.37978928841,2069.03183484,6383.19800819,0.139088201134,17.7307397593,0.0439060180185,109.81929358,105.538439732,100,16.1962122627,0.137671080851
0.00480236779929,304.903682512,2.80436128677,2775.25291534,6889.89373094,0.144714075954,17.7164716258,0.0897626324221,135.1295427,126.31706567,100,16.1131673295,0.176027838791
0.0132464386742,246.29209708,1.51009935668,2905.32681625,5312.07722828,0.381343802202,17.6893356879,0.050393551971,114.101008132,109.19842824,100,15.9047320778,3.42256482108
0.00374087941709,122.331244791,0.172688191215,1231.32740351,6882.83948326,0.111427613885,17.6052410896,0.00670439881878,67.3228607718,66.7286898117,100,15.1763274418,1.66365385937
0.0269724266179,197.499143274,2.51917543109,1484.86588038,5450.86133092,0.778388722495,17.6609701732,0.0844690166486,132.600339183,124.336861476,100,15.703561463,5.94204453725
0.0104090161028,298.233791695,1.09215624981,879.703444742,6489.93476957,0.29848659022,17.7137071262,0.0365149636598,104.234993055,100.694983242,100,16.0693585164,2.89772487941
0.0245477326749,35.7063333285,1.26139290163,1837.85834867,5190.88809054,0.703998520606,17.5530235224,0.0437921678084,109.672398352,105.420204524,100,13.4077529176,5.47627975094
0.0218917530286,344.000996062,1.45410160978,1728.24803298,6556.23708367,0.628695557177,17.5194735403,0.0496242551704,113.603431055,108.777059745,100,16.0137133606,4.99619907959
0.0145048422857,232.002957631,2.25027923177,1518.19681702,5716.82362682,0.433243363721,17.4307091986,0.074231938188,127.640896339,120.381594578,100,15.7131486001,3.64552752778
0.0097016858121,191.275900796,1.04122190752,2534.18428612,5008.75754452,0.278434503723,17.386441787,0.0349170136506,102.954606152,99.574279157,100,15.5399211677,2.76791201365
0.00495471992379,312.853450117,1.64421895154,2464.71638624,4931.96444235,0.16041035825,17.4987362641,0.0535976012926,116.158254843,110.931441136,100,15.9521695155,1.88994344555
0.0240411792772,242.954920218,2.61281248637,481.668321984,5690.97723307,0.694817748224,17.4413454437,0.0865432704522,133.597505744,125.112370964,100,15.7521929679,5.40992033414
0.0245237865527,395.284851037,2.379908055,1485.35715385,5158.21020084,0.707718843345,17.5486792879,0.0796585575401,130.317912088,122.526845485,100,16.1053534665,5.49336449316
0.0262300966376,163.112612396,2.42444880282,1838.8784646,4296.17783714,0.756757154547,17.3509011424,0.0813926337471,131.148706457,123.1881423,100,15.3908181363,5.80501631501
0.0268005780371,26.5783158762,1.5859046238,1523.33436801,6365.43567491,0.76978720003,17.1812544541,0.0544329491508,116.638652424,111.339426717,100,12.801110482,5.89284842395
0.0125978636638,126.82471959,0.404476482391,600.877281377,4393.6014324,0.364909147761,17.298977597,0.0151272717978,81.7151588084,80.2903404671,100,15.1166545939,3.28322339876
0.0203699289912,329.631793239,0.972971882455,2552.03877998,6440.94529292,0.585196245118,17.510224057,0.0341003756096,102.294837918,98.9972460074,100,15.9835700652,4.70977986957
0.0231327508282,329.462490627,1.14022359474,500.409327956,5780.08875624,0.663683573293,17.5101119185,0.0395301596128,106.537105906,102.70317823,100,15.983642491,5.21622099349
0.0194313447917,200.944951398,1.42550506956,1803.88206419,4984.79695833,0.558125078801,17.3976700347,0.0483887388738,112.794822809,108.09036745,100,15.5841750206,4.54749757267
0.0242212330488,145.824334126,1.02644875167,492.521343332,5701.53799546,0.695534888088,17.3269726229,0.0360945045895,103.835646978,100.344622796,100,15.2705007379,5.41230210766
0.0173061115276,239.068459996,2.91847886722,524.292307077,5121.61252456,0.541321234866,17.4376284626,0.0955646979029,137.652352903,128.271953843,100,15.7386859868,4.12944500915
0.0215623180421,111.375043441,0.123440904935,1137.8335014,6467.4615688,0.623836652627,17.2751573099,0.00800776122173,70.0245448554,69.3294763186,100,14.9689388611,4.91067875488
0.00884165953076,23.1432686712,0.348791758526,1179.0436166,6664.93249654,0.257231435532,17.1810444925,0.012881996427,78.4793808745,77.3251578598,100,12.44922594,2.59746136689
0.00547905235683,319.996970665,2.91738761153,1012.91742742,5854.66508072,0.245879715734,17.5037212702,0.094403638805,137.158836253,127.892376703,100,15.9717971588,1.90466660145
0.00881878042023,392.808747718,1.3609808248,1477.27964878,4752.69167224,0.253962774498,17.5473922085,0.0449787314602,110.500847455,106.126724985,100,16.1019507124,2.61322518002
0.00236222316951,158.837038969,0.415767314829,1767.98897087,5911.83926372,0.0923137207461,17.3451352918,0.0136414161636,79.6089593293,78.3824963815,100,15.3696932172,0.593334410114
0.0032312278512,163.332103244,1.22803796377,954.322699261,6310.9548305,0.0936252543941,17.3511928646,0.0400581581628,106.97436629,103.079011612,100,15.3924813887,1.59253292345
0.0257498814675,370.08875609,1.40929942802,1061.82492986,6718.08821858,0.739002595868,17.535024657,0.0485864283663,112.932090531,108.206677855,100,16.0634741248,5.69808151231
0.0140679805669,75.6330258107,2.51989887867,624.037971056,6497.15646153,0.437769629229,17.2205916637,0.0824768065112,131.698774757,123.614525409,100,14.4975728064,3.5464064515
0.0189586866537,285.753480371,0.751575419645,2687.86182553,5821.05209668,0.545808034946,17.4784446762,0.026851828525,95.8328145326,93.2433801195,100,15.8785232426,4.44848265334
0.0194710166345,185.894765148,1.52445389388,2145.96150903,4035.17940605,0.559651200001,17.3799691301,0.0516152121432,114.881872927,109.859108732,100,15.512172823,4.55662109267
0.00459461434284,286.019696044,1.44948287659,2260.07033242,4859.088984,0.140292571648,17.478655131,0.0473050133809,112.101948248,107.496161432,100,15.8854695498,1.83462791438
0.00653201688976,70.488814343,0.785165348222,1073.79069199,5777.57912912,0.18872065021,17.2135587625,0.0263121676129,95.2677206354,92.7295397966,100,14.3929783594,2.1856594371
0.0142288426654,255.417989144,0.195887936599,763.062879625,5288.46806458,0.412798365065,17.4528548152,0.00893093538324,71.7521047658,70.9760198978,100,15.7899055619,3.57608588328
0.00122273043218,47.9750289389,1.63185453572,1963.49159989,4376.37807204,0.0463009861853,17.1895623417,0.0524256402337,115.450403469,110.333455469,100,13.8507879508,0.811614744457
0.000556078005768,47.8865098969,1.07807294948,2547.38818059,6507.71426996,0.0183331296361,17.1894966922,0.0349523264861,103.021084014,99.630314954,100,13.8315117459,1.09951407997
0.00210574999323,159.336259325,1.84247602286,2556.54825831,4912.91193217,0.0642930596457,17.3458136206,0.059101888009,119.496178081,113.719244116,100,15.3811360841,0.645071118851
0.0251145263381,232.936940874,1.97444782296,1996.32241138,4333.29677406,0.723035960334,17.431635994,0.0667444219941,123.703196203,117.191107973,100,15.7171851019,5.59319144538
0.0026525697159,299.083846997,2.88556196777,738.05056577,5356.88359091,0.171256318101,17.4887030728,0.0928494280149,136.48206722,127.365839157,100,15.9264746958,1.35831440299
0.00374184845489,355.513789037,0.356870833976,583.416272628,5946.28211097,0.11060012145,17.5265263759,0.0124348411218,77.5453874225,76.4445851279,100,16.0398056465,1.66797800023
0.00920439793745,71.9877773986,1.83299222187,2381.39720328,5963.67956617,0.277189967904,17.2155651356,0.0602034594727,120.084825139,114.209582074,100,14.4290750193,2.67627897701
0.00439522762814,56.4753112862,0.218287136408,2440.29193324,6205.61424044,0.154317539852,17.197002709,0.00713808831644,68.3694071001,67.729511842,100,14.0885059095,0.223881703171
0.00396472518055,345.472788107,2.67438652843,2666.52439559,6736.12639817,0.126594110441,17.5203923106,0.0857146509978,133.272000625,124.860058014,100,16.0357227431,0.342679875011
0.0238484165473,226.248404277,1.29292627259,2917.90766248,4585.32617488,0.684093716815,17.4249157851,0.0447831638813,110.351892917,106.005008435,100,15.6905049285,5.34950723331
0.0238207889667,358.863410539,1.95616299125,1561.14472661,6825.72484715,0.6859155715,17.5285205802,0.0659475145995,123.274000799,116.839180087,100,16.0430580928,5.35719152859
0.00500318907682,348.398209315,0.91188875058,1546.21639044,6616.76528898,0.14415502043,17.5222048965,0.0302062345071,98.9287888123,96.0086007917,100,16.0259065813,1.90961992582
0.0204429466696,310.479296766,2.16972757425,1463.37545289,6780.30124967,0.590028809745,17.4970477858,0.07239225679,126.688943913,119.614315515,100,15.9422052245,4.74602622734
0.0116192144411,26.3757206454,0.95695032066,1126.69127324,4423.49987415,0.333944650185,17.1812344024,0.0324062565384,100.855181921,97.720098132,100,12.7427356476,3.11556541124
0.0220105110792,45.7694782602,1.97626355693,326.680864645,6882.98047728,0.634153624039,17.1879668746,0.0658237605302,123.139843645,116.714836794,100,13.7613317113,5.02783578965
0.0188187646358,97.8203978371,1.96866914035,763.143184067,6780.76104945,0.542724075589,17.2539798435,0.065516735894,123.052767322,116.653027267,100,14.8209620722,4.4463313737
0.00314893317155,196.041007383,0.867926017246,2320.42675846,6240.98831939,0.0906953239466,17.3920361813,0.0277797944916,96.7494017365,94.060127406,100,15.5764854655,0.423902709002
0.0204847725133,243.740326469,0.233455898864,1447.79694125,6406.92399791,0.592318932685,17.4420891164,0.0110074097284,75.6378855187,74.6579841668,100,15.7511242136,4.71651783661
0.0104650956719,239.750098064,1.81009142493,147.704950302,4555.06811975,0.307317948176,17.4382849082,0.0589496771316,118.802331699,113.109861191,100,15.7398136912,2.91452289562
0.0264685474232,123.342017098,2.10938417598,2489.96483631,4318.18957596,0.762342465149,17.2936752107,0.0713008248367,126.110183342,119.150391174,100,15.0963516482,5.842408423
0.00195119344788,292.156733693,1.60070802377,2390.98911391,6473.9594608,0.0829612585679,17.4834428302,0.0518176284258,115.052543902,109.999113683,100,15.9046614889,1.32808104273
0.0160277521705,110.238206483,2.66289412602,1657.31165207,4661.01211294,0.494823354889,17.2733809237,0.0877269420975,134.131455482,125.538372942,100,14.9672407367,3.90549414446
0.00808191221257,234.370500065,0.565876690626,1792.35800464,5937.94920066,0.23435790098,17.4330512738,0.0196453264601,87.9679047669,86.0895453892,100,15.72119989,2.46368436784
0.0119253782004,28.427801326,0.213458003824,1176.93445672,5702.10764922,0.346511729923,17.1814462104,0.00914863052862,72.2762147952,71.4742356358,100,12.8792834294,3.15662388723
0.0219936473714,135.798166469,2.43587114984,1240.84684951,5382.47347793,0.6354860205,17.3124172726,0.081117770163,131.022491565,123.084232853,100,15.1989558195,5.03358264985
0.00291311416225,268.185119902,2.0302652945,554.943719944,6086.72779413,0.0885138778021,17.4640247327,0.0646456408908,122.625187676,116.293428382,100,15.8476935038,0.492207113738
0.0186605838951,45.6408787455,1.8650284539,658.213980346,5679.32020361,0.537785211493,17.1878808562,0.0621005806101,121.15395677,115.091157054,100,13.7548698966,4.41553174446
0.0218309157179,213.677586917,2.78369443343,1672.93958516,6163.57978775,0.646455362834,17.4117530858,0.0923845949702,136.217740829,127.169858494,100,15.6427737993,4.98792816377
0.00430022538491,172.344904921,0.240250592471,77.0680077215,5768.04489424,0.150691875558,17.3630180156,0.00766694183133,68.3649861036,67.7215991042,100,15.4534082827,0.240339183585
0.0215273606967,178.214086349,2.76665883666,2193.50903848,6724.94592544,0.637910814444,17.3704712986,0.0918559967262,135.982051786,126.986954872,100,15.4757629898,4.93198607425
0.00206367514928,305.615631441,2.27520808468,1592.43893612,6798.25583815,0.123064041205,17.4935377982,0.0734144973851,127.266740282,120.077025298,100,15.9407134876,1.29688532027
0.0268200514943,228.81625469,2.33484860951,1101.22051632,4257.36021754,0.77329725906,17.4275187568,0.078402919754,129.706683247,122.037607701,100,15.703539161,5.91075498374
0.00163318116101,206.852268806,0.178900019258,444.723570671,5873.56325468,0.0604065021926,17.4042983215,0.00656688092432,66.6219570907,66.0550900178,100,15.6169006902,1.2544613752
0.00224535904014,182.410569214,2.03733617075,2575.74403712,5059.52563639,0.0772942451857,17.3756934268,0.0653375092959,123.015856602,116.62278779,100,15.5141000999,0.638794092496
