AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,PV_Panels,bomCost,BattCap,GyroSize,ixx
0.0851039196691,1.75629092385,16.0316229765,0.501582168231,None,100,4.48124814709,2,209066.0,412.380313828,246.954286168,0.953885714966
0.0851038620514,1.7562901381,16.0316231603,0.736604520151,None,100,4.39156488365,2,209066.0,336.296621229,328.905882333,1.40082382716
0.0851039795327,1.75629021902,16.0316228893,0.848976304219,None,100,4.48089954593,2,209066.0,413.091432654,329.473021255,1.61454224757
0.0851037609625,1.75628885075,16.0316241693,0.906126906574,None,100,4.3115159361,2,209066.0,275.993014227,379.456431318,1.72332382166
0.0851039868148,1.75629501076,16.0316233839,0.485048014916,None,100,4.29580920502,2,209066.0,263.886798852,54.9086945462,0.922419363067
0.0851037758776,1.7562947612,16.0316252707,1.03515622368,None,100,4.12213528428,2,209066.0,157.586817147,654.988296567,1.96860344831
0.0851036625229,1.7562886556,16.0316235342,0.908239036221,None,100,4.36685486148,2,209066.0,317.498118787,611.681484155,1.72725661005
0.0851036934819,1.75629123912,16.0316234797,0.838416504177,None,100,4.26536077172,2,209066.0,244.00735083,703.354382973,1.59443777129
0.0851036328124,1.75628133511,16.0316310986,0.966468491816,None,100,3.92133824968,2,209066.0,64.8088683489,936.735741505,1.02755281908
0.0851036628489,1.75629032991,16.0316238918,0.82833244132,None,100,4.27894266845,2,209066.0,253.086915224,456.339286462,1.57528216094
0.0851036130662,1.75628955236,16.0316262916,0.652093434609,None,100,4.16827897442,2,209066.0,183.338832726,728.6155079,1.24011664345
0.085103674535,1.75628924157,16.0316250863,0.606115065682,None,100,4.17542720905,2,209066.0,187.42829798,380.642327647,1.15267867943
0.0851038607878,1.75628830176,16.0316234073,0.510846789975,None,100,4.27611957672,2,209066.0,250.684399312,253.138945245,0.971502101562
0.0851036713871,1.75628835511,16.0316239338,0.784309416329,None,100,4.23997643853,2,209066.0,227.154963654,433.84794453,1.49155489985
0.0851038437247,1.75629259211,16.0316252481,1.00490487967,None,100,4.16923516411,2,209066.0,183.820025903,363.954103094,1.91107415529
0.0851036890991,1.75627687184,16.0316275443,0.660861415225,None,100,4.00727363972,2,209066.0,101.002463483,755.895674925,1.25681503189
0.0851036381814,1.75629560685,16.0316233029,0.722951983634,None,100,4.37209812544,2,209066.0,321.298128541,563.104743115,1.37486524791
0.08510411076,1.75630066621,16.0316229886,1.00120276869,None,100,4.16403584793,2,209066.0,180.669573178,72.7611385242,1.9039925306
0.0851040245328,1.75629894342,16.031622943,1.0329459118,None,100,4.56731956043,2,209066.0,496.494542556,141.963796577,1.96435934188
0.0851035231267,1.75627092422,16.0316226392,0.55094725981,None,100,4.38441973123,2,209066.0,331.070668487,768.473435342,1.04779259447
0.0851035890654,1.75629011202,16.0316227609,0.57330449269,None,100,4.29892349241,2,209066.0,267.029651864,967.405363038,1.09028006257
0.0851037495522,1.75628961496,16.0316247821,1.03354932606,None,100,3.91390278463,2,209066.0,61.8870273369,439.960044885,1.96555464951
0.0851037580774,1.75629097005,16.0316242128,0.920524226122,None,100,4.10977919924,2,209066.0,150.926654256,590.799403784,1.75058078327
0.0851037742208,1.75628996637,16.0316226981,0.560501150213,None,100,4.48083244341,2,209066.0,413.164435087,580.71112271,1.06593029421
0.0851036485124,1.75628955763,16.0316233279,0.504001781009,None,100,4.25891142238,2,209066.0,239.470295778,907.108571554,0.958482855629
0.0851036921925,1.75628992803,16.0316262366,0.606180260097,None,100,4.56475657027,2,209066.0,496.37313561,915.608106629,1.15280048949
0.0851039389794,1.75629077669,16.0316241717,0.971482083077,None,100,3.89706022263,2,209066.0,55.061185503,246.711434184,1.84750827841
0.0851036559613,1.7562896649,16.0316247624,0.56276288565,None,100,4.06912866788,2,209066.0,130.079211887,875.596270437,1.07023268966
0.0851037507403,1.75629428407,16.0316280575,1.02377394138,None,100,4.06361340706,2,209066.0,127.474836444,869.544938785,1.94685872949
0.0851037598933,1.75629125601,16.0316246884,0.771672105976,None,100,4.08503646581,2,209066.0,138.093875172,391.868970247,1.4675202904
0.0851038937564,1.75630201537,16.0316241914,0.971984537054,None,100,4.50280558422,2,209066.0,432.597264903,128.487902849,1.8484251769
0.0851040534864,1.75629338493,16.0316233508,1.01507550131,None,100,4.31942784706,2,209066.0,281.24169536,193.088545034,1.93040901194
0.0851038844252,1.75629244902,16.0316309755,0.5449580791,None,100,4.38902223294,2,209066.0,333.593938314,141.251548158,1.03636876411
0.0851039479936,1.75630313054,16.0316227595,0.902657578301,None,100,4.49769021866,2,209066.0,427.764892816,123.559151452,1.71659104112
0.0851035650851,1.7562900094,16.0316234941,0.670081734209,None,100,4.27146507713,2,209066.0,248.010801152,566.976913159,1.27433226665
0.0851037055568,1.75628806682,16.0316225133,0.706599037289,None,100,4.43352520474,2,209066.0,372.44511551,973.423097282,1.34377572145
0.0851037146099,1.75628661034,16.03162544,0.996398652674,None,100,4.24506105544,2,209066.0,230.578423552,566.001341934,1.89489368522
0.085104036349,1.75629496187,16.0316232126,0.970336176326,None,100,4.54604550728,2,209066.0,474.781399455,165.040742343,1.84531006399
0.0851038191787,1.75628540083,16.0316233684,0.938131303998,None,100,4.37898459842,2,209066.0,326.984448011,537.201023621,1.78410588716
0.0851036960036,1.75628524861,16.0316232769,0.8874680002,None,100,4.40409793425,2,209066.0,347.604667841,726.383853576,1.68773433674
0.0851036796619,1.7562898553,16.0316225631,0.638916665875,None,100,4.43044436208,2,209066.0,369.520905979,932.545382418,1.2150557153
0.0851037205683,1.75628956138,16.0316241577,0.461313314413,None,100,4.52883898411,2,209066.0,458.89929822,829.384945745,0.877299706189
0.0851040512496,1.75629447416,16.0316233606,0.538447989598,None,100,4.27704688699,2,209066.0,251.0480804,57.6257240172,1.02397976701
0.0851036389119,1.75629007635,16.0316295863,0.463691910133,None,100,4.11359875109,2,209066.0,152.810739491,814.461120263,0.881824133794
0.0851036914086,1.75628999004,16.0316263022,0.922882585223,None,100,4.10272644928,2,209066.0,147.23543922,771.138962088,1.75525920283
0.0851040192081,1.75629913946,16.03162288,0.552651028805,None,100,4.20525264366,2,209066.0,204.930429476,51.7446612202,1.04958028622
0.0851035668947,1.75624202048,16.0316253062,0.737321010386,None,100,3.8929181552,2,209066.0,53.394065692,694.335453266,1.40229743081
0.0851036569886,1.75629015197,16.031625223,0.87322924941,None,100,3.94770883579,2,209066.0,75.5206510624,653.92399341,1.6594318611
0.0851038552419,1.75629163051,16.0316235118,0.998769623775,None,100,4.33100493149,2,209066.0,289.777835348,267.709793153,1.89773731764
0.0851039425775,1.75630160662,16.0316236469,0.66158507871,None,100,4.32226568443,2,209066.0,282.925194644,144.2157736,1.25815193901
0.0851036673225,1.75629066044,16.0316236599,0.757857595063,None,100,4.22511729815,2,209066.0,217.612086746,427.630243239,1.44125803148
0.0851040080738,1.75629753521,16.0316236403,0.469334791633,None,100,4.51279842038,2,209066.0,440.962132218,50.1784161789,0.892535977238
0.0851037664594,1.75628675004,16.0316229867,0.854267538186,None,100,4.5279062067,2,209066.0,459.200747122,673.842019376,1.62458656461
