AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,PV_Panels,bomCost,BattCap,CtrlDGain,CtrlPGain,GyroSize,ixx
0.00779733289165,0.193854381681,38.0279674548,0.188435825796,0,100,4.79136444376,4,249066.0,269.73654945,0.183004338984,0.187600926077,492.656507235,1.84110890107
0.00629300071232,0.156515966722,38.0279678593,0.109858032667,0,100,4.70974754179,4,249066.0,154.079315229,0.3466820918,0.342677364833,189.653579395,1.34128015612
0.00660960397622,0.156766079935,38.0279689558,0.082548421136,0,100,4.95485304851,4,249066.0,496.365742662,0.70018060899,0.263078632917,791.921574062,1.95450660857
0.00354794599494,0.101945776818,38.0279668262,0.146221026896,0,100,4.93242351313,4,249066.0,468.665562085,0.295977611121,0.737003070039,721.219684233,1.74466681434
0.00305711255733,0.0820789691908,38.0279686477,0.0563271633702,0,100,4.77830236039,4,249066.0,257.364648262,0.459438113326,0.752039054688,61.2463577605,0.869656115393
0.00575190342913,0.13922794351,38.027968484,0.115419490158,0,100,4.70783821731,4,249066.0,151.01984119,0.195234969054,0.464816192178,50.3763004163,1.17663640112
0.0029210873383,0.0706332407689,38.0279668733,0.0728450772583,0,100,4.86210595142,4,249066.0,375.375922481,0.586848605344,0.729575216838,177.083954886,1.44765329612
0.00289923403779,0.0700615943804,38.027967908,0.0661434670236,0,100,4.65358642038,4,249066.0,72.1395391903,0.588456672406,0.7321439354,455.045762962,1.31600695213
0.00415240701647,0.0967377522338,38.0279699016,0.0272538500127,0,100,4.68111947868,4,249066.0,115.303679361,0.837363081895,0.540292629409,896.273392782,1.13538688987
0.00480897599677,0.119638254364,38.0279695712,0.14663857734,0,100,4.79774561028,4,249066.0,282.604929173,0.258493959114,0.574745602299,914.592430184,1.6329982011
0.00493796656758,0.119172176772,38.0279648508,0.0783375901904,0,100,4.94179027717,4,249066.0,478.664477407,0.291117016947,0.546354962254,371.383641359,0.907643356017
0.00186711972158,0.0451429366442,38.0279697807,0.04440510596,0,100,4.70534114849,4,249066.0,153.81230049,0.735939018077,0.827172112955,251.515358284,1.37675956323
0.007798198437,0.165297656302,38.02797414,0.0476840446291,0,100,4.67829332041,4,249066.0,105.668837264,0.935387855786,0.167248508785,116.671151612,1.00075026973
0.0046657393192,0.116680336329,38.0279688913,0.141213296114,0,100,4.66900299313,4,249066.0,93.1875919274,0.273626471448,0.589654307449,557.977349204,1.60723205602
0.0029726518382,0.0717178900069,38.0279716208,1.42478607539,0,100,4.94655558846,4,249066.0,491.097577507,0.572089121048,0.727285076819,979.993776383,1.28829074042
0.00194362553121,0.0474348962606,38.0279715626,0.651223229186,0,100,4.76901837861,4,249066.0,247.750305569,0.747674835513,0.812814596012,675.982863457,1.09680472345
0.00694573825891,0.170889547127,38.0279668609,0.120927825543,0,100,4.80840028485,4,249066.0,294.366775947,0.16731124111,0.308753712495,685.311306147,1.17447691803
0.00445621086432,0.107829143829,38.027971712,0.140275712868,0,100,4.6790859509,4,249066.0,109.958724304,0.374631258733,0.585978225491,961.271540919,1.83715111233
0.00401447284246,0.108770634646,38.0279744171,0.124167041646,0,100,4.68047537246,4,249066.0,111.6813465,0.278906289127,0.678009313978,978.471966464,1.43664343533
0.00554613447341,0.134005078825,38.0279668968,0.072046770493,0,100,4.92737014391,4,249066.0,460.85030256,0.688785589762,0.38213462514,552.984992999,1.70359055496
0.00533958785415,0.129637329474,38.027968933,1.58658215837,0,100,4.85560972471,4,249066.0,363.432807819,0.661604258487,0.410616164952,611.902370285,0.837771351032
0.00436848181137,0.0973328785636,38.0279684057,0.0463867563682,0,100,4.81637252722,4,249066.0,310.732880002,0.894288383,0.524644662587,56.0190924671,1.78521561622
0.00671505254216,0.163933132017,38.0279708573,0.181265227982,0,100,4.73522129118,4,249066.0,190.40235351,0.130440306515,0.352565646972,174.123944625,1.69915059567
0.00537470916967,0.135398454876,38.0279701252,0.104537581673,0,100,4.85278953998,4,249066.0,357.190240323,0.151913281495,0.530976907235,618.742232978,1.02019688574
0.00466796294722,0.113492208231,38.0279948408,0.0774305803519,0,100,4.88334366846,4,249066.0,402.830902114,0.694113007653,0.486159067337,414.938533731,1.90903506665
0.00492883925125,0.119822899958,38.0279676988,0.0867118262844,0,100,4.78936299164,4,249066.0,270.668376883,0.336301713451,0.53299837792,259.268066115,1.06777485223
0.00695604496179,0.159627955434,38.0279700819,0.0506504969643,0,100,4.87908332655,4,249066.0,393.223230306,0.76332291813,0.234426458577,428.086863003,1.24823863439
