AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,PV_Panels,bomCost,BattCap,GyroSize,PID_D,PID_I,PID_P,ixx
0.0851153206098,1.75679391778,16.031623728,52.6683764353,None,100,4.26257187494,2,209066.0,258.634385054,430.414967143,-5.91879218377,-394.321904748,294.724381684,1.71223067237
0.0851152278079,1.75679686613,16.0316237604,52.6459596445,None,100,4.43651071083,2,209066.0,406.834516281,984.908835704,31.8701172554,713.672936692,257.747008122,1.39818890772
0.0851153564114,1.75680284448,16.0316226797,52.64653408,None,100,4.21865166185,2,209066.0,227.268972611,290.679180296,12.2803354819,701.091636079,248.689432475,1.85972847715
0.0851151231917,1.75679955312,16.0316227834,52.646025162,None,100,4.35627362938,2,209066.0,333.30294919,980.432865071,32.8684032532,848.218828179,163.728743308,1.6794930899
0.0851151583259,1.75679719569,16.0316228717,52.6473606914,None,100,4.28903083977,2,209066.0,278.622088042,363.419548704,46.8145436995,241.988255565,267.60862108,1.88992803294
0.0851153125464,1.75679549212,16.0316227323,52.6407556575,None,100,4.07056261305,2,209066.0,137.501848865,691.816793264,33.2272738125,240.858286687,176.196193957,1.30772629643
0.0851152613992,1.75679441785,16.0316229322,52.6417186827,None,100,3.55410316155,2,209066.0,99.8757512063,709.321550971,-14.9288637403,433.575172315,298.576257391,1.3435025677
0.0851152507605,1.75679439999,16.0316240284,52.6376723901,None,100,4.47849829114,2,209066.0,449.494284689,236.613731765,37.2421393361,360.951026902,208.966326762,1.08190702917
0.0851152139332,1.75680054606,16.0316227534,52.6463993804,None,100,4.27622436751,2,209066.0,268.858335576,265.965389524,-29.3564275449,-653.94559098,281.367107508,1.68310865543
0.0851152892395,1.7568034531,16.0316247699,52.6438014888,None,100,4.367381856,2,209066.0,342.840713828,91.0018804558,-44.9731343522,551.695052886,289.188112274,1.85890475137
0.0851153900173,1.75679951761,16.0316234545,52.6960944963,None,100,4.18371104155,2,209066.0,203.951680774,772.737970333,-19.8539491541,-599.493510562,194.350509588,1.49985586184
0.0851152399848,1.75679520713,16.0316243471,52.6455822046,None,100,4.49957507833,2,209066.0,472.237709137,706.167843238,-15.5855894857,-911.805818871,282.608596571,0.89197980936
0.0851152259444,1.7567970663,16.0316234708,52.6238982625,None,100,4.3187151543,2,209066.0,302.042950025,368.759254424,4.88409514133,910.642965263,164.578005119,1.26820606458
0.0851153274657,1.75679549762,16.0316232662,52.6459605276,None,100,4.43801995476,2,209066.0,408.336228166,529.910161691,12.0853778485,-174.096519648,257.42719162,1.10910689109
0.0851153431995,1.7567975495,16.0316227929,52.6244208846,None,100,4.15295720489,2,209066.0,184.554712116,173.847827374,46.0524264071,112.851491576,220.886618514,1.26291947884
0.0851151955136,1.75679575333,16.0316230745,52.6459980348,None,100,4.17038912136,2,209066.0,195.41204179,288.560389837,-13.5760059382,985.994998593,201.567375935,1.6396938902
0.0851152382511,1.75680172249,16.0316237293,52.6462086336,None,100,4.51272837794,2,209066.0,486.905420694,764.265789861,1.2371376385,745.247888809,297.118596253,1.15994976417
0.0851152659903,1.75680072712,16.0316228215,52.6528030368,None,100,4.44447276011,2,209066.0,414.687597985,462.172704055,-46.1172502566,-344.519766502,292.478898427,1.89863828325
0.0851152753863,1.75679504293,16.0316237699,52.6460374591,None,100,4.4891471331,2,209066.0,460.906175976,382.703684963,-19.8210579503,334.077039075,279.06413617,0.951569408277
0.0851153055293,1.75679704038,16.0316239504,52.6463637935,None,100,4.45017250854,2,209066.0,420.379071609,578.282145481,-24.1472570871,-549.925544576,231.780435744,1.47844486149
0.0851152219136,1.7567984666,16.0316228973,52.6457570005,None,100,4.33289568883,2,209066.0,313.582130902,716.208890024,39.8743923515,387.492202565,168.421954473,1.84116635063
0.0851153503211,1.75679468874,16.0316226896,52.6442104481,None,100,4.10596584285,2,209066.0,156.825282514,264.90370592,6.64013777872,398.412221082,217.107416202,1.58217696262
0.0851152727858,1.75679322023,16.0316226483,52.6458387401,None,100,3.10616968185,2,209066.0,93.3324208971,816.890284792,-7.40833240219,913.435966479,174.082086455,1.05634953336
0.0851152989925,1.75679533723,16.0316233747,52.6597104451,None,100,4.27550469347,2,209066.0,268.315192446,961.896026198,-6.8593196863,-805.324714317,181.184311129,1.95867908325
0.0851153128659,1.75680119233,16.0316226773,52.6465994466,None,100,4.07961047855,2,209066.0,142.319994157,931.641267899,-34.794466561,-939.658325137,169.662535165,0.999957347144
0.0851152163434,1.75679702901,16.03162588,52.6443532975,None,100,4.35860211445,2,209066.0,335.223206504,983.232488677,26.0330538419,903.362521721,206.98009692,1.78355704303
0.085115260729,1.75679711991,16.0316227187,52.6458838448,None,100,4.09806160127,2,209066.0,152.401902362,903.885170774,16.4413303867,-510.471202498,278.108418765,1.11523821028
0.0851152913293,1.75679633202,16.0316235338,52.645587612,None,100,4.43804327642,2,209066.0,408.28722377,104.871158164,-48.2829845052,-572.647043597,265.877373982,1.16808749033
0.0851154207799,1.75679657264,16.0316227769,52.6463743287,None,100,4.10376421015,2,209066.0,155.580751527,886.855466988,-44.56496136,871.733687666,175.350562418,1.59041728201
0.0851152020831,1.75679539606,16.0316240616,52.6466693823,None,100,4.37205733292,2,209066.0,346.936405117,867.038936278,2.08948890216,-346.065402145,192.859477805,1.16046383648
0.0851152585406,1.75679522156,16.0316228669,52.6459893465,None,100,4.27004542956,2,209066.0,264.185674038,486.002731494,-47.7693285331,592.274502982,154.427983156,0.909117944526
0.0851152114664,1.75680029782,16.0316241047,52.7167051915,None,100,4.37339920247,2,209066.0,348.081241662,259.216694788,-17.1799643982,-327.9344262,188.830307711,1.05553875273
0.0851153578459,1.75680188473,16.0316227702,52.6458695356,None,100,4.18201811299,2,209066.0,202.866224359,426.827337005,14.8962015561,635.689985098,185.515132555,1.46885296921
0.0851153888389,1.7567988323,16.0316227774,52.6454864878,None,100,4.07728000589,2,209066.0,141.051834405,440.770586965,1.47380197818,-877.401019227,217.040723005,1.59737405837
0.0851154044276,1.75680252181,16.0316236494,52.6504938617,None,100,4.25565016482,2,209066.0,253.561224529,309.840196665,-41.7395665955,-583.859799599,234.886054806,1.37267355604
0.0851152304959,1.75679843795,16.0316238706,52.6509999105,None,100,4.42424834684,2,209066.0,394.882620124,730.282256693,37.8191610176,-751.727441407,221.811968543,1.90446057977
0.0851153370816,1.7567965641,16.0316228976,52.6336563259,None,100,4.17498395184,2,209066.0,198.342258555,136.795068266,-8.85676658481,-395.620135857,185.672553893,1.89048808806
0.0851153110219,1.75679642147,16.0316226522,52.6460296775,None,100,2.33040977591,2,209066.0,57.3895691165,172.97391936,-20.3680012279,921.21334287,251.206911976,1.11120248068
0.0851152427717,1.75679592671,16.0316234735,52.6455616385,None,100,4.46229840431,2,209066.0,432.706058504,543.135846362,44.8054248435,-335.75183723,163.410380174,1.76633689933
0.0851152461951,1.75679782872,16.0316238315,52.6467516169,None,100,4.50496465039,2,209066.0,478.142122951,404.532493162,-23.7740347153,735.454641416,238.143346503,1.60405283664
0.08511525939,1.75679622242,16.0316227543,52.6459536922,None,100,0.0656087398849,2,209066.0,69.1822708867,509.301475222,-46.9354444947,-304.379552931,259.856959834,0.959874965048
0.0851152822486,1.75679581298,16.0316227368,52.6460803767,None,100,1.97864572745,2,209066.0,58.8647417651,851.761997598,-25.7006813263,477.319760146,175.625523358,0.930948198381
0.0851152150211,1.75679697209,16.0316230188,52.6523770277,None,100,4.2711215786,2,209066.0,264.975331717,658.554033815,-39.2063611827,512.211101136,152.593064192,1.22081238705
0.0851153066671,1.75680133014,16.0316229091,52.6460603816,None,100,4.36385104939,2,209066.0,339.796020047,663.342594373,-16.4956437979,929.950962808,205.645228999,1.12914435817
0.0851153724947,1.75679550459,16.031622696,52.6451488147,None,100,4.15856288034,2,209066.0,187.992389405,251.726805634,-11.4981464846,421.618063069,233.533596276,1.49636069035
0.0851152941342,1.7567970639,16.0316236527,52.6245774945,None,100,4.46668991596,2,209066.0,437.222972193,497.380269919,-49.840908947,34.833418636,240.279260873,1.9950905467
0.0851152796744,1.75680012926,16.0316234317,52.6505874825,None,100,4.24758812223,2,209066.0,247.766876934,603.516449042,-12.4501352628,857.310665971,230.57103171,1.38697220864
0.085115281079,1.75679734639,16.0316228922,52.679942218,None,100,4.4643989602,2,209066.0,434.825873016,459.042484427,-0.579805837064,284.344607005,222.520380043,1.39426101611
0.0851153227652,1.75679707219,16.0316233518,52.6576999937,None,100,4.45150731419,2,209066.0,421.762867999,709.926743092,-9.75385038716,-184.783833894,164.716815083,1.48217251843
0.0851154141551,1.75679627344,16.0316237187,52.6460007299,None,100,4.39104101768,2,209066.0,363.88896847,487.057040127,14.3529207034,714.892076505,256.998194215,1.7741437233
0.0851151685085,1.75679533321,16.0316232973,52.6457042475,None,100,4.52263503004,2,209066.0,498.033255587,449.799423977,-24.9872771555,284.439342805,178.950785287,1.50680885734
0.0851152886189,1.7568007548,16.0316238927,52.6463597413,None,100,4.26256778482,2,209066.0,258.655272946,592.188819373,-22.000007371,-817.066498867,234.298145787,1.29269741069
0.0851152726141,1.75679544882,16.0316235256,52.6460166785,None,100,4.23830935938,2,209066.0,241.030078714,63.4865222948,45.2498545174,508.529950681,212.928526714,1.16531733741
0.0851153034863,1.75679589518,16.0316250891,52.6460800638,None,100,4.33473988782,2,209066.0,315.095259221,116.604659331,36.3468445783,-155.561373281,172.472608752,1.96421940932
0.085115343761,1.75679656522,16.0316227804,52.6519519779,None,100,4.13534686767,2,209066.0,173.869417437,233.902268919,-31.7613750916,51.3640572257,239.528222554,1.12532017577
0.0851152513125,1.75679753952,16.0316241852,52.6462878029,None,100,4.47502687121,2,209066.0,445.829621233,548.418958759,-35.843342854,925.17211456,219.544712692,1.19758134544
0.0851152499238,1.75679790446,16.0316227107,52.6461839891,None,100,4.04358327041,2,209066.0,123.573513919,669.073483536,10.9160059117,-448.24812895,211.985020517,1.08214748358
0.0851152850126,1.75679788526,16.0316232551,52.6388404045,None,100,4.21927468423,2,209066.0,227.747278967,180.882844963,32.1414765616,-605.472909954,158.488131301,0.897413434591
0.0851152752098,1.75679808097,16.031622725,52.8288527184,None,100,4.34351931167,2,209066.0,322.428221543,207.701611721,18.3823006152,-426.089801021,173.940633958,1.81888107773
0.085115314737,1.75679773212,16.0316233446,52.6462925692,None,100,4.482172028,2,209066.0,453.397584014,105.976284233,4.52270587096,-105.704561718,168.147127212,0.971251884611
0.0851153608446,1.75679716087,16.0316229911,52.6468440791,None,100,4.05074866725,2,209066.0,127.229941293,696.131674034,35.4675618851,-640.117904705,273.17882559,1.97781284834
0.085115275485,1.7567938409,16.0316226843,52.645144962,None,100,0.411955761961,2,209066.0,71.2672469898,950.446964451,40.6192317304,7.95480221163,165.832180102,1.8693328816
0.0851153271983,1.75679795937,16.0316228295,52.6461027507,None,100,3.76303840986,2,209066.0,104.129073024,152.508649442,3.79648752938,-412.30133884,194.634355856,1.75732756307
0.0851152861387,1.75679548109,16.0316236807,52.6245533213,None,100,4.33587193249,2,209066.0,316.058821209,781.487947573,33.3932875978,150.833606759,153.540837534,1.28158570105
0.0851153544715,1.75680059496,16.0316235845,52.6422797576,None,100,4.26575578717,2,209066.0,260.996433893,148.630123614,49.6483455171,660.510846897,236.58685816,1.36089943526
0.0851152376378,1.75679771071,16.0316230808,52.6489703038,None,100,4.22336327396,2,209066.0,230.53737114,214.00882954,-38.7930325907,136.7989139,296.775011802,1.49655174977
0.0851152913703,1.75679634665,16.0316236226,52.6496751656,None,100,4.30458234439,2,209066.0,290.699647803,436.055862704,39.1529908699,-625.792326099,264.348054667,1.2909354913
0.0851152469049,1.75679885878,16.0316227871,52.647475132,None,100,4.12622374596,2,209066.0,168.480982166,688.581531544,-34.833117676,521.122278111,279.259066217,1.18341313247
0.0851152362656,1.75679511654,16.0316232495,52.6458819802,None,100,0.349544380451,2,209066.0,66.6562679622,267.143083644,10.0784083561,153.503976389,181.811681152,0.819127890202
0.0851151947854,1.7567952733,16.0316229336,52.6459812599,None,100,4.3738881496,2,209066.0,348.544142101,380.912846771,20.5766789833,793.337473037,264.653415733,0.979905350158
0.0851152095402,1.75679758595,16.0316232795,52.6455104628,None,100,4.44913217747,2,209066.0,419.5153091,882.546798665,-41.9961529923,106.884900637,277.802382417,1.10012076794
0.0851153000431,1.75679863746,16.0316227126,52.6460443977,None,100,3.44893303451,2,209066.0,98.073519946,717.07626443,10.6828468468,429.647010809,268.07275483,1.63651925635
0.0851153099941,1.75679677422,16.0316227252,52.6460232807,None,100,4.13025739439,2,209066.0,170.821247595,263.157854215,-6.48391533829,713.404080973,168.285835002,0.855895237917
0.0851152720131,1.75679821193,16.0316233664,52.6460565474,None,100,4.36586266395,2,209066.0,341.551135987,677.578762334,14.666330361,101.222782605,244.711091424,1.09747123571
0.0851151925275,1.75679587232,27.0297952617,52.6458358041,None,100,4.41470690229,3,235066.0,276.421906006,135.027209939,5.80323773182,81.100292374,295.607962557,1.44365762774
0.0851151992438,1.75680154951,27.0297951173,52.6466391439,None,100,4.22895955294,3,235066.0,98.2646708639,78.0446425847,49.8086433956,-982.536921224,295.451642825,1.26991779482
0.0851152754241,1.75679801134,27.0297952041,52.6404887736,None,100,4.24290324027,3,235066.0,114.809446725,559.226345345,-37.1886319666,-353.381773094,205.141975889,1.58263430394
0.0851152176585,1.75680088527,27.0297964548,52.6461690749,None,100,4.47600615606,3,235066.0,332.975273289,971.780264378,-45.751160907,876.357890287,234.933233211,1.29778309619
0.0851152943317,1.75679658569,27.029795162,52.6460920548,None,100,4.20972355272,3,235066.0,68.8693969231,826.576850766,-5.65211269145,-872.471826352,161.6793666,1.65050610746
0.0851152843839,1.75679544991,27.0297964537,52.6458321128,None,100,4.55710856509,3,235066.0,411.141918672,387.383907253,-45.5786125846,878.121838464,288.064052549,1.74368805471
0.0851152878828,1.75679696223,27.0297952039,52.6438517468,None,100,4.25268492088,3,235066.0,125.496712712,386.350894619,11.6118923578,358.689156848,152.393097368,1.74671818005
0.0851152406382,1.75679652768,27.0297951056,52.6460577841,None,100,4.33346170086,3,235066.0,202.790097952,738.821763754,3.76733492169,719.635706917,227.459550442,1.65447656897
0.0851151827603,1.75680186696,27.029796938,52.6464165422,None,100,4.56040246818,3,235066.0,414.408563211,878.161248568,32.2115358973,-574.496060767,212.690518233,1.02672474656
