PV_Panels,bomCost,Dist_1_2,Dist_1_3,Dist_2_3,InertialTensor,Interference,Ixx,Iyy,Izz,Mass,Angle,BattCap,BattX,BattZ,CompX,CompZ,CtrlGain_D,CtrlGain_P,GyroSize,GyroX,GyroZ
3,235066,1083.583581,1972.19895,1310.508059,3.71713E+11,1,63870898577,1.30881E+11,1.76961E+11,6277.425473,155.8096451,237.9649962,997.6423034,273.9113508,327.9301096,217.8849785,0.683673959,1.427819656,0.679236662,318.1613754,310.4769327
3,235066,1104.624555,1975.902313,1251.895908,3.80637E+11,1,65863929420,1.33812E+11,1.80962E+11,6277.425473,171.8274116,69.55128229,933.8620875,276.9276008,259.8506637,485.2638872,1.1513017,1.497524604,3.114316865,389.2462863,404.3520584
3,235066,907.9763455,2133.084036,1249.307438,3.80022E+11,1,66788865811,1.32948E+11,1.80286E+11,6277.425473,176.9689382,26.04597509,561.6622762,297.5830156,717.7773542,19.10657771,1.352171209,2.798617796,2.309561289,36.13471282,471.3352946
3,235066,876.1588833,1987.201831,1195.072215,3.84232E+11,2,65947324134,1.35029E+11,1.83255E+11,6277.425473,177.1742862,40.59464433,935.2135304,14.87311709,889.7718345,222.4530803,1.175360139,2.840123352,3.386925863,645.8133361,314.9483206
3,235066,966.2681503,1981.468402,1149.043628,3.85694E+11,1,65782304690,1.35733E+11,1.84179E+11,6277.425473,177.4178301,63.84830064,515.0634748,268.9446981,972.0342429,317.4406304,1.009155372,2.722417436,1.082170802,770.8970265,247.720849
3,235066,868.1156239,2073.88741,1238.656071,3.82584E+11,0,64805086254,1.35014E+11,1.82766E+11,6277.425473,169.6316734,89.01894754,201.846315,175.4643673,89.7083737,311.6620858,2.522176927,1.390676108,4.793658887,729.773163,209.554026
3,235066,937.8493407,2012.363496,1149.017175,3.85981E+11,1,65593748317,1.37287E+11,1.83101E+11,6277.425473,163.8396091,99.29767617,774.5898836,250.6237207,439.9533065,462.9436375,2.369116019,2.495751805,4.34525555,849.3535255,496.0842412
3,235066,851.3192597,2024.309371,1217.719439,3.76197E+11,2,62920275597,1.33424E+11,1.79853E+11,6277.425473,152.2089845,161.9048392,440.2916889,204.440606,438.8725235,157.0859037,0.827811309,1.17151149,3.002478595,891.1079242,45.67866453
3,235066,939.6311319,1984.868722,1141.661964,3.83392E+11,0,65975923115,1.35072E+11,1.82344E+11,6277.425473,172.9354037,292.7198272,730.5712574,225.9318627,362.9262231,384.8148156,1.60351474,2.330842641,1.803103976,604.3346096,407.7459113
3,235066,895.5949051,2053.403459,1169.92911,3.69819E+11,1,62983072370,1.30144E+11,1.76692E+11,6277.425473,153.3239897,274.5046123,786.1708081,95.33906945,943.7180543,329.3670577,1.46534922,2.374769619,3.471438287,458.0651644,13.60284988
3,235066,890.179519,1998.317852,1186.017911,3.8038E+11,0,66098261866,1.33524E+11,1.80758E+11,6277.425473,173.326845,109.8159321,25.17123607,275.9344371,239.577593,121.1782089,2.74399801,2.063425652,4.666132007,386.8480324,422.3187975
3,235066,1107.187017,2012.31704,1462.422269,3.75977E+11,1,64939024833,1.32099E+11,1.78938E+11,6277.425473,165.7510045,169.9546936,916.5728995,114.9596385,216.0628059,2.493200059,2.185207423,0.611900065,2.638717513,7.677469748,356.1815097
3,235066,1153.381811,2009.999956,1241.911486,3.80706E+11,1,65267150168,1.33899E+11,1.81539E+11,6277.425473,171.3173245,43.9594225,98.60949793,9.579123095,875.1515462,78.65914158,0.694732648,0.345916891,4.755865955,546.5683255,305.0059816
3,235066,872.3084448,1972.238495,1152.629357,3.82255E+11,2,64320640801,1.35078E+11,1.82857E+11,6277.425473,167.3768709,271.8291382,990.1951962,176.4681368,795.4816642,153.9145715,2.088995202,2.638601265,2.936787365,734.680444,82.30526459
3,235066,879.7566261,1972.448969,1136.820222,3.80126E+11,0,65868589030,1.32908E+11,1.81349E+11,6277.425473,177.7818807,104.5491899,258.5205614,163.5757879,378.1658237,356.3366044,1.219670979,1.133762403,1.516029032,422.5712243,268.6833387
3,235066,925.0553395,2000.78661,1196.894805,3.86396E+11,0,66314275215,1.36329E+11,1.83753E+11,6277.425473,175.2055794,286.2007736,708.0896226,12.14953474,437.6782981,257.3129428,2.153825736,2.65209781,2.322700065,739.9528977,433.0318292
3,235066,901.6871191,2150.516899,1335.250398,3.85177E+11,0,65013565782,1.35824E+11,1.84339E+11,6277.425473,174.2403962,54.36917035,100.1461333,87.44926338,22.84950418,378.2496965,1.299192758,2.071067816,3.228516828,826.8064238,66.03790085
3,235066,949.9933508,2046.419147,1138.526177,3.7821E+11,1,64983033188,1.32998E+11,1.80229E+11,6277.425473,167.9461261,280.834385,537.737892,160.1424277,952.1302571,251.0618117,1.723593331,2.560435094,4.017378105,401.5651444,312.7819981
3,235066,1026.845103,1993.171649,1174.38335,3.74589E+11,1,64115667312,1.32409E+11,1.78064E+11,6277.425473,154.7569617,284.9573941,920.9111465,290.8954593,355.8026133,178.8097307,1.844442416,2.925231744,4.387155823,579.8541799,382.8541331
3,235066,903.2489376,1978.760798,1128.173841,3.76167E+11,0,64334087503,1.32054E+11,1.79779E+11,6277.425473,167.1722451,135.3905037,471.535364,183.5884426,173.094459,118.0776076,0.636125471,1.341891432,2.54991591,358.8307642,108.2632285
3,235066,1062.931897,1978.94795,1218.143526,3.81557E+11,1,65786067529,1.33518E+11,1.82252E+11,6277.425473,178.719974,185.0158515,958.2930484,62.65153942,399.8163412,371.5657436,0.813500779,1.158913149,2.445131578,504.2125096,215.244184
3,235066,1032.771663,2015.491068,1307.568317,3.86006E+11,1,65115513368,1.36242E+11,1.84648E+11,6277.425473,174.2074661,40.87026959,180.8368282,71.18445427,600.3532498,481.2128438,1.419781996,2.690797321,2.398851074,852.3097347,137.9604923
3,235066,964.9667637,2063.753134,1221.70983,3.79237E+11,0,65069340084,1.34157E+11,1.80011E+11,6277.425473,161.2624309,256.5747027,387.1668355,27.69339702,19.89974286,299.3102923,1.903179417,1.754346924,4.70302949,613.4730475,460.0825805
3,235066,933.4255759,1982.912238,1212.8413,3.74707E+11,0,64894709383,1.31715E+11,1.78098E+11,6277.425473,163.1561612,249.1712809,447.0144985,120.9823064,64.51498653,170.756085,1.348128034,1.609514094,4.610447818,71.98943364,396.5548371
3,235066,1155.429379,2064.466829,1137.036931,3.82174E+11,0,64736613931,1.34819E+11,1.82619E+11,6277.425473,169.532062,114.1606287,769.658733,12.69054031,151.2988248,492.4280463,2.268829266,2.593557992,2.177337589,690.7296684,192.1987145
3,235066,990.5674974,1998.161441,1149.724598,3.84522E+11,2,64356733400,1.36724E+11,1.83441E+11,6277.425473,162.0764979,186.6992421,867.2088856,42.79171583,641.6894431,498.7138011,2.932813171,2.773194428,3.019019262,909.7801477,299.0227435
3,235066,962.2914835,1984.566605,1210.103213,3.71206E+11,1,62856554216,1.31093E+11,1.77257E+11,6277.425473,150.1615461,69.7673884,270.0765719,196.783479,689.8270419,362.0542932,2.941118571,2.32955881,4.17433574,722.5067007,124.2799282
3,235066,927.236656,1977.032582,1142.831318,3.83318E+11,1,65178748146,1.34699E+11,1.8344E+11,6277.425473,176.0305257,88.65634699,900.519891,109.3386474,530.0535848,104.5918366,2.897687373,2.786112518,3.007467909,683.8731326,40.5810827
3,235066,1157.856266,2013.611086,1327.727975,3.72778E+11,1,64188053615,1.31857E+11,1.76733E+11,6277.425473,150.4304308,214.7265696,59.28275023,72.93562533,845.064576,98.97511685,0.560080365,2.005577032,3.899809229,652.4854949,468.6275249
3,235066,928.255922,2003.033574,1207.369477,3.79596E+11,0,66326511915,1.326E+11,1.80669E+11,6277.425473,178.1664398,177.7202781,509.2615457,10.34272739,136.7103095,29.43809824,1.360426982,0.965615829,2.801124464,244.4420107,375.3244654
3,235066,855.0702575,1974.621414,1123.375287,3.73293E+11,0,63633353088,1.31446E+11,1.78214E+11,6277.425473,158.3928927,263.5237054,389.4476866,153.7958514,354.2817019,239.868488,2.576607094,0.255169214,1.959051945,473.4691338,176.4328284
3,235066,1030.475486,2053.300193,1145.587623,3.82038E+11,1,66204723324,1.34578E+11,1.81255E+11,6277.425473,171.1992723,260.7615983,357.7265731,284.3131707,891.6904537,51.37047091,0.785870187,2.580161108,2.609087009,500.5424856,478.1549001
3,235066,1002.706617,2037.937345,1472.102932,3.68788E+11,1,63284248741,1.29487E+11,1.76017E+11,6277.425473,155.0141587,59.51907334,957.9451564,274.3902165,446.1133663,419.1271439,1.929108758,0.85625292,1.860715876,14.12721577,126.421511
3,235066,913.6083679,2010.627773,1122.057912,3.86577E+11,2,64592017910,1.37015E+11,1.8497E+11,6277.425473,169.5830021,108.8599744,875.3036717,167.6848238,677.106864,437.6816298,1.724199234,2.543592853,2.271283692,906.3420276,107.2647986
3,235066,860.6357567,1993.496219,1132.924949,3.69751E+11,0,63008156086,1.30095E+11,1.76648E+11,6277.425473,153.505921,21.41133587,315.8187781,66.50444744,181.8746027,82.40613431,2.727595666,0.882520413,2.774325665,486.4260444,63.02591891
3,235066,913.530279,1991.704833,1281.908615,3.77765E+11,0,65083214712,1.3261E+11,1.80072E+11,6277.425473,169.5718096,66.05621403,834.0228898,30.45413144,518.7512434,142.8879322,2.902847354,1.389526335,1.764742568,273.2371176,303.2342916
3,235066,860.6083752,1984.881717,1141.542505,3.77424E+11,0,63534579174,1.33602E+11,1.80288E+11,6277.425473,157.3658422,34.69582137,542.946397,142.9916711,542.744593,277.7014879,1.554029771,2.873546423,3.915382657,761.6143098,173.0521797
3,235066,874.0882391,2087.361036,1306.316366,3.75006E+11,1,64200317884,1.316E+11,1.79206E+11,6277.425473,165.895869,137.3702127,834.5957458,286.5275042,751.8550417,472.7645191,0.288565739,2.900966411,4.465280743,204.043507,53.14729419
3,235066,1116.457954,2129.27312,1131.87279,3.8048E+11,0,64448061045,1.35177E+11,1.80855E+11,6277.425473,156.8214159,127.8143295,736.564192,274.015826,18.23265068,363.3363763,0.281524071,2.983683421,2.444438369,824.8105487,411.669719
3,235066,1020.822509,2034.803166,1132.553745,3.73355E+11,0,63641075996,1.31643E+11,1.7807E+11,6277.425473,156.492497,192.3526915,549.9312979,75.87954813,26.23577056,288.7682258,0.492956091,0.456931657,1.41113504,533.6329284,243.24845
3,235066,862.6319283,1984.736668,1134.102491,3.72045E+11,0,63516678210,1.30811E+11,1.77718E+11,6277.425473,158.514979,168.1931244,423.0379086,259.401862,567.223992,230.3464479,1.95521488,1.19356658,0.838815231,371.7821367,88.63504191
3,235066,1061.195621,2184.363009,1169.907966,3.78398E+11,1,65963349066,1.32129E+11,1.80306E+11,6277.425473,177.0293601,224.3703573,365.2377856,109.7569537,992.9358819,11.61803936,2.156397635,2.303499065,1.03401114,101.4849513,321.2258429
3,235066,944.4116664,2072.639808,1144.104795,3.85368E+11,0,65104411380,1.35848E+11,1.84416E+11,6277.425473,174.8994615,56.05660546,635.3923407,204.8774957,293.0123866,433.3274084,0.93649397,2.517217692,3.585485783,812.9239686,53.02789264
3,235066,926.0513819,2039.754576,1138.855066,3.69513E+11,1,63761597694,1.30199E+11,1.75553E+11,6277.425473,150.7567541,90.92448814,628.115415,280.4672533,972.8368779,407.8967431,2.612425323,2.95939337,2.984685564,444.9601207,375.57246
3,235066,976.3633323,1970.662216,1231.240116,3.64711E+11,0,62751860889,1.27847E+11,1.74112E+11,6277.425473,150.1317455,32.08618803,653.8657139,2.189252173,175.2180774,43.19896699,2.595253046,2.841097284,2.053393445,149.5908684,87.38962175
3,235066,886.8643189,1979.55979,1161.152922,3.80142E+11,0,66432113841,1.33363E+11,1.80347E+11,6277.425473,173.7136743,39.37337887,138.9446152,201.556554,89.27064141,449.6710768,2.177440013,1.79009305,2.143086348,282.2519602,472.3685049
3,235066,866.5769471,1971.23187,1131.882542,3.79851E+11,3,64285296615,1.35222E+11,1.80344E+11,6277.425473,152.5670787,254.620849,876.4227397,282.7858807,828.5934886,444.5510438,1.877086802,1.5986175,2.256921557,898.2710628,444.8992351
3,235066,1158.240456,2129.95908,1126.121147,3.67014E+11,1,63602526440,1.2885E+11,1.74562E+11,6277.425473,152.0007607,223.3096348,24.12985611,210.5271407,810.7900925,224.1882499,2.098341053,1.073415085,2.37105611,7.45999778,326.5915736
3,235066,948.9658379,2110.292746,1171.132861,3.72844E+11,1,64539249353,1.31225E+11,1.7708E+11,6277.425473,158.3525133,59.88177255,503.4021168,267.3904459,921.7080374,212.1064667,2.111546446,2.326005432,2.348387124,190.2766171,405.6098315
3,235066,1080.733364,1979.998419,1362.399837,3.86638E+11,3,64876541904,1.36927E+11,1.84834E+11,6277.425473,170.7261511,266.064122,131.4696326,136.7395426,791.5926467,38.13827665,0.578484128,1.338023897,3.604116056,904.4589337,201.70765
3,235066,882.9258904,2030.165962,1201.91466,3.68407E+11,0,63176099894,1.2929E+11,1.7594E+11,6277.425473,155.0796793,124.4363306,541.378982,244.1724918,411.1304893,444.4060008,2.269350615,2.142493401,2.201030045,168.4681409,18.03900252
3,235066,874.1765449,2078.408558,1349.105421,3.80343E+11,2,65863445747,1.34114E+11,1.80366E+11,6277.425473,167.4558267,293.2593166,972.2970676,16.76947235,993.5020507,219.8334531,2.714051002,2.461150035,2.915295205,389.7207508,492.4692437
3,235066,876.9598911,1976.07856,1121.839336,3.76199E+11,1,63624440116,1.32754E+11,1.7982E+11,6277.425473,159.9984892,193.4084119,555.3171186,100.6651535,766.0613973,54.34561529,2.515024744,2.900635812,3.187460173,619.4335023,104.2127792
3,235066,1255.666736,2032.004517,1316.422456,3.80884E+11,1,65463700223,1.34707E+11,1.80713E+11,6277.425473,164.1638269,190.7063152,10.61902872,133.4390753,934.2565521,100.3834223,1.565451014,2.866725545,2.323343657,610.121765,478.6412643
3,235066,946.9290843,2116.586036,1229.492114,3.78193E+11,1,65716261188,1.33195E+11,1.79282E+11,6277.425473,165.8808912,247.9586861,487.1862948,29.28443731,904.5279438,30.0836075,1.086464417,2.512539097,1.767363065,285.4873771,494.6535426
3,235066,854.0949268,2096.092842,1376.057705,3.86429E+11,2,64959832456,1.37638E+11,1.83832E+11,6277.425473,162.4994113,71.03044276,198.9698766,169.5219047,277.002948,199.3377338,1.303695854,0.974048995,4.312712997,958.7756539,418.1782682
3,235066,948.0661008,1984.664611,1136.139528,3.76114E+11,0,64802095408,1.31938E+11,1.79374E+11,6277.425473,168.0645715,183.4718123,45.8096317,211.3049148,415.377405,410.6764083,0.718718871,0.529329205,3.63704577,231.5302639,255.1326905
3,235066,884.4556086,1986.770113,1120.794169,3.77455E+11,0,65412502543,1.32097E+11,1.79945E+11,6277.425473,172.9899563,191.2919877,208.2349056,267.505684,170.0945518,26.03718307,1.371238222,1.311519968,4.448407029,169.253758,283.631388
3,235066,891.8431207,2024.567698,1327.736734,3.77558E+11,0,65251699411,1.31917E+11,1.80389E+11,6277.425473,175.1351437,149.4877872,835.3689489,200.5692128,586.81579,95.18667527,0.989527389,2.537257094,1.005785754,123.7587452,154.7898232
3,235066,875.6689309,2131.363018,1272.953302,3.81607E+11,2,63667512779,1.35397E+11,1.82543E+11,6277.425473,160.6683457,71.57538453,344.8219384,271.327742,143.3268899,332.121014,2.151208827,0.926190353,4.633947711,889.4105786,7.825708197
3,235066,949.6658925,1987.730648,1135.80376,3.78805E+11,0,65312944976,1.33218E+11,1.80274E+11,6277.425473,168.7143654,41.66969215,241.2386194,276.3459357,664.5313535,290.0779666,1.842999343,1.238491637,3.073656612,409.5530451,361.9054773
3,235066,1286.887092,2012.6357,1403.070414,3.87716E+11,3,65455767366,1.36645E+11,1.85615E+11,6277.425473,178.3007638,101.1802621,62.42329379,82.25758103,951.6838856,460.1384992,2.363054501,0.518958994,1.247360759,906.9340027,50.50462941
3,235066,922.7398492,1988.222671,1140.315224,3.83832E+11,1,65102284496,1.35451E+11,1.83278E+11,6277.425473,171.4245666,252.5802725,552.4604705,145.5247431,893.3052717,32.50416655,1.523201917,1.998113089,0.956018206,738.4574281,251.9387504
3,235066,881.5455412,1986.161516,1130.593891,3.72138E+11,0,63512009583,1.31065E+11,1.77561E+11,6277.425473,156.1478989,44.20997104,491.7046996,60.61365189,259.3043348,85.36464298,0.515880841,1.039759845,4.701083473,476.8176464,214.3046501
3,235066,857.0106175,1979.13543,1124.783434,3.78625E+11,0,65660542049,1.3228E+11,1.80684E+11,6277.425473,176.686099,284.8877465,365.1853178,298.6217688,354.691583,407.5119889,2.013804809,1.843671769,1.766253558,287.7542752,229.7580891
3,235066,883.5015727,1974.587315,1179.185024,3.78014E+11,0,65907162737,1.32811E+11,1.79296E+11,6277.425473,168.8224969,88.03714771,429.3268112,292.6044168,203.1356097,375.7462794,1.162022745,2.477432583,1.400772085,104.2179597,466.907472
3,235066,873.0463243,1992.837734,1124.607306,3.82622E+11,1,65651622384,1.34308E+11,1.82663E+11,6277.425473,176.4269023,90.08153898,672.0696699,178.658203,817.4273221,42.34592447,0.342058164,1.657488061,3.646089051,602.373465,252.712447
3,235066,897.7368686,2083.634288,1232.57503,3.80752E+11,2,63317082538,1.35437E+11,1.81998E+11,6277.425473,155.3890352,297.6676419,459.6435401,163.6631001,361.1287869,435.1890263,1.406520805,2.240724777,2.917837076,973.8689733,143.3306547
3,235066,973.5542117,2081.382235,1138.205357,3.89923E+11,2,65526543330,1.38281E+11,1.86115E+11,6277.425473,173.4600534,132.8088166,762.9748568,297.7126578,310.902392,442.4133477,1.273512125,2.109407482,1.205612672,965.6613769,292.271145
3,235066,928.3487257,1986.298885,1283.661893,3.89674E+11,3,65306939358,1.37815E+11,1.86553E+11,6277.425473,176.5968709,104.5468553,383.4279059,241.5277955,744.0196944,145.0657897,2.314953306,2.709883329,1.40706387,989.196361,78.94725184
3,235066,955.7101074,2019.725314,1129.64984,3.82477E+11,0,65069748516,1.34458E+11,1.8295E+11,6277.425473,174.3959735,105.5052392,530.0898647,53.74430172,446.8071631,482.6333329,2.700364773,0.834084271,2.401559713,670.7468252,97.61207037
3,235066,940.1003486,2007.534562,1132.871875,3.73371E+11,1,63891395724,1.31793E+11,1.77687E+11,6277.425473,154.8370262,59.85043419,549.0758946,170.0285159,932.1144981,290.735159,1.939326356,0.635858851,2.240280616,548.9219661,340.3184463
3,235066,890.7396812,1992.739259,1120.837088,3.79949E+11,0,63978469499,1.34481E+11,1.81489E+11,6277.425473,161.6069074,268.9558447,708.3486376,200.8743759,489.8779096,48.59922818,0.74586926,0.287203444,1.620454215,751.3829217,195.9928544
3,235066,965.5992369,2007.9297,1123.827164,3.80291E+11,1,64618832952,1.33731E+11,1.8194E+11,6277.425473,170.9396702,183.9513545,503.6056455,3.93284025,832.4169164,322.9391636,0.592027303,2.706030006,4.657763111,595.6064479,15.03904589
3,235066,964.7342034,1989.852776,1139.161438,3.74293E+11,0,63399593448,1.31954E+11,1.78939E+11,6277.425473,158.2952217,145.5728152,766.3082681,31.98605877,350.460751,219.8235569,0.803948969,2.700260836,1.663652877,558.2491132,31.57354505
3,235066,857.6146919,2025.283777,1258.120339,3.77594E+11,0,65711092045,1.31426E+11,1.80457E+11,6277.425473,179.693075,136.0828261,638.225713,157.8083275,531.1544214,197.0345714,1.126270494,2.317885795,0.643049452,65.67914791,132.1720473
3,235066,1266.64603,1999.237259,1438.87125,3.78291E+11,3,63809444078,1.34437E+11,1.80045E+11,6277.425473,152.6294921,196.6809039,23.0235366,130.571417,956.8330488,31.11307935,1.200553085,2.708434167,3.172143867,895.0692213,366.1277753
3,235066,925.8757147,1977.438279,1219.447641,3.75911E+11,0,65085272685,1.32463E+11,1.78363E+11,6277.425473,161.5984712,297.1622036,101.925651,39.13796374,183.3956791,397.0604046,0.902100499,0.322399014,1.307170722,344.2178125,456.2075715
3,235066,894.8692289,2010.370642,1157.536025,3.79235E+11,0,65318302793,1.3279E+11,1.81127E+11,6277.425473,174.8259692,195.6252876,678.0349831,189.4285819,673.2463112,469.1927781,2.777991298,0.818236579,3.837876638,385.6493129,189.9472132
3,235066,888.0138784,1970.456477,1155.49347,3.84192E+11,0,66494077579,1.35074E+11,1.82624E+11,6277.425473,176.5978768,84.19862008,425.8177169,215.9876734,571.1120093,428.0212012,2.001192735,1.265203494,1.632657943,613.5013618,429.3887238
3,235066,895.205798,2140.621015,1265.233088,3.77462E+11,1,65199416309,1.31736E+11,1.80526E+11,6277.425473,176.3462706,60.80731454,743.1157644,55.78227439,966.1178712,226.5554604,1.533640582,2.896169564,4.94502261,156.0161736,14.20299077
3,235066,876.8865235,1973.421939,1144.01215,3.76418E+11,0,64727658068,1.32356E+11,1.79335E+11,6277.425473,165.3884092,57.50134807,244.1879573,109.0693305,426.0883155,224.5779218,0.808714519,0.285806287,2.569591013,353.3103909,315.1180988
3,235066,1004.213694,1970.591617,1224.151121,3.82353E+11,2,63830114549,1.35647E+11,1.82875E+11,6277.425473,161.9917845,286.6341431,387.433609,117.1199526,921.58803,142.1038982,2.700532644,1.399337064,1.841766592,881.5408945,115.1307899
3,235066,922.2273446,2007.168004,1127.512038,3.7578E+11,0,64909330601,1.31954E+11,1.78917E+11,6277.425473,166.2319855,65.89956859,237.8493279,214.8461228,562.0113164,366.2471808,0.878742612,1.620570573,1.987293857,179.1726969,330.779071
3,235066,873.8316031,2073.999981,1326.449674,3.72024E+11,0,62850463626,1.31512E+11,1.77661E+11,6277.425473,150.0242421,216.894159,65.50108861,107.0808787,145.1144124,293.4766653,0.576906678,1.262615685,2.829371187,775.3862061,140.7239648
3,235066,1087.415917,2201.047882,1173.430892,3.80091E+11,1,66979074617,1.3282E+11,1.80292E+11,6277.425473,178.4162556,60.15980984,274.2790855,223.4908562,941.5133791,101.9516698,2.783714057,2.341345529,1.069697479,35.19975885,479.1882034
3,235066,986.2663187,2075.382181,1142.807057,3.74594E+11,1,64632347465,1.31489E+11,1.78473E+11,6277.425473,164.9215119,231.2169308,233.4759343,150.2745775,715.407267,284.302343,1.133728665,2.132358629,2.5051393,62.67220398,300.0546005
3,235066,912.4296222,2105.55453,1205.210949,3.69059E+11,1,64058560947,1.29897E+11,1.75103E+11,6277.425473,151.6910096,125.1671873,662.3975332,225.5000356,990.9766666,270.9265534,0.283051636,2.332333963,3.924295341,263.374972,422.7674369
