bomCost,AverageAngleError,MinBusVoltage,ixx,MaxTemperature,MaxGyroCurrent,MinBatteryCharge,CtrlDGain,CtrlPGain,GyroSize,PV_Panels,BattCap,MaxBusVoltage,MaxAngularError
235066.0,0.00538083844083,4.73088553065,1.57331783937,0,0.233484618369,100,2.3069341601,0.785027284597,2.88764136085,3,260.391963344,27.0297963974,0.175998387707
235066.0,0.0162012148462,4.77003777597,0.954498101258,0,0.145655707898,100,0.212000658339,2.6087149533,4.16794108708,3,326.547085605,27.0297963219,0.279891701301
235066.0,0.0116032315997,4.69591188125,1.12824626533,0,0.0976529422896,100,0.154394625717,2.10708569923,0.297418658933,3,217.857729699,27.0297973569,0.200376086713
235066.0,0.0146647334713,4.58584925015,1.68165882645,0,0.166257202253,100,0.173341373461,2.4401500605,1.18375347652,3,55.876624544,27.0297956973,0.252350811997
235066.0,0.0043519723232,4.7804127243,1.9907502674,0,0.0575913995772,100,1.21389609644,0.568140568744,4.29334010947,3,337.197479772,27.0298035695,0.0750069287109
235066.0,0.00553403007799,4.82296391899,1.46140692334,0,0.114283372755,100,0.370488187521,0.438571124556,0.659201154811,3,396.569607727,27.0297965512,0.136720458956
235066.0,0.0127288515016,4.74368667731,1.08420560252,0,0.227192842932,100,2.71290691811,2.20623866632,4.11781056996,3,289.0215505,27.029795983,0.309475210409
235066.0,0.00309241045806,4.59499609131,1.11199422688,0,0.0208549863735,100,1.05219992039,1.33327261546,0.394698799366,3,75.9253146046,27.029795556,0.0675057176621
235066.0,0.00778105062349,4.80646074892,1.33034300343,0,0.132362740861,100,0.208032523232,0.183869941931,2.3285136575,3,368.987179158,27.029796532,0.19349588817
235066.0,0.00520124464615,4.68023332702,1.65733034387,0,0.178946732941,100,1.89804109124,1.42859606046,1.47394638413,3,196.642385714,27.0297957309,0.137822347219
235066.0,0.00755540089106,4.88136417693,1.35097388127,0,0.0642129768372,100,0.935710596112,1.7903268855,4.01620166032,3,498.524166222,27.0297968305,0.15147843678
235066.0,0.0173809279129,4.78629679585,1.36458345044,0,0.153463788425,100,0.512611516931,2.7741260404,3.61131603348,3,352.806911468,27.0297961989,0.325191064433
235066.0,0.00366401082808,4.80011526927,1.40125733185,0,0.0321224871189,100,0.974114829922,1.38392322438,3.33559903616,3,375.281824439,27.0297962001,0.0738314746332
235066.0,0.00577781291826,4.60210822963,0.861272836372,0,0.0718700786119,100,0.326544328754,0.418783554647,4.8267830476,3,78.1704067332,27.029796121,0.142529704839
235066.0,0.0153212613,4.82469876537,0.939886894207,0,0.083840161086,100,1.54626874118,2.68933311717,2.64536139389,3,415.753171127,27.0297959203,0.353331152773
235066.0,0.0154352337506,4.64980361735,0.984938585663,0,0.0980938512218,100,1.71101844087,2.72200661951,0.57224978955,3,156.075623677,27.0297971655,0.36703833663
235066.0,0.00612366198299,4.70549170778,1.89446309437,0,0.151421032122,100,1.63717830727,1.63917226976,4.02397534324,3,236.746918393,27.0297963775,0.152321823495
235066.0,0.00831157688064,4.70427137975,1.35589633853,0,0.0766819932972,100,0.472412039784,1.80825944752,1.53523080318,3,232.35656121,27.0297963363,0.143492431854
235066.0,0.00750143657797,4.71200998674,1.61140027036,0,0.219365103026,100,2.09972117467,1.6816481881,4.75755457258,3,243.487213342,27.0297961656,0.181681594989
235066.0,0.00483338973111,4.73995922036,1.29182999425,0,0.19715621947,100,2.29666221102,1.2420858726,3.3317755368,3,278.569926328,27.0297965652,0.167755126967
235066.0,0.0198554455085,4.73760986997,1.51605989766,0,0.196850574744,100,0.209667574386,2.99544748368,4.13575368659,3,278.359746652,27.0297962451,0.355286617819
235066.0,0.00840343994659,4.81877631282,1.23110766428,0,0.0722020878994,100,0.420345090693,1.81030910115,0.449556380747,3,399.609241124,27.029796688,0.145452454946
235066.0,0.00306979193429,4.79496338049,1.52554632023,0,0.0278122917226,100,0.926892652875,0.666043722022,1.75651140554,3,361.084692425,27.0297962236,0.0682934881053
235066.0,0.0193092847012,4.76450065203,0.838087044719,0,0.102999035935,100,0.6339512384,2.9937945391,4.3333876885,3,320.960079171,27.0297960447,0.373278545647
235066.0,0.0169928265332,4.73025449306,1.40805127756,0,0.14243165977,100,1.38327606902,2.84548109116,3.9785843152,3,274.522257134,27.029796337,0.376753311793
235066.0,0.0112928739078,4.75155260838,1.388939494,0,0.0922687837888,100,1.33399886581,2.23644921244,3.25968296758,3,306.115378076,27.0297971252,0.255772702368
235066.0,0.0173827993829,4.63119831581,1.18433880141,0,0.193835483728,100,2.2490807509,2.89782335191,2.22702016602,3,127.501366597,27.0297955339,0.424434924825
235066.0,0.00940046451011,4.60391851046,0.871190909471,0,0.089990852914,100,1.80780604065,2.0076998013,3.35417216904,3,88.0768916791,27.0297964171,0.231598599369
235066.0,0.0167595090449,4.76171719522,1.60076502047,0,0.36220365049,100,2.81038912408,2.72959145438,1.92033667595,3,317.819066717,27.0297962655,0.415920384276
235066.0,0.0100640220875,4.86205903007,0.809812473882,0,0.0519413084279,100,1.22506202235,2.09273092811,2.68251679307,3,470.982937412,27.0297963353,0.223004016161
235066.0,0.0172786023862,4.7705340947,1.2447320446,0,0.253401089148,100,2.59763875829,2.83581750688,0.338979997032,3,331.932634931,27.0297967053,0.427940815429
235066.0,0.0167520686806,4.83905691409,1.62501799203,0,0.161245302343,100,1.43144874681,2.82600214077,1.82723294206,3,437.345610615,27.029796315,0.375120166759
235066.0,0.00527626022295,4.82080556644,1.51650052448,0,0.165566839839,100,1.97702203518,0.666363645714,3.80682573129,3,390.995464024,27.0297966402,0.141048130659
235066.0,0.0107155828218,4.59864140718,1.33997438164,0,0.108688576773,100,0.205681304065,2.02024344593,4.04144620338,3,75.8028972425,27.0297967689,0.184885009807
235066.0,0.00293691387556,4.785166528,1.26672483093,0,0.0314077371175,100,0.760365990285,1.27344451699,4.5613399596,3,351.424992825,27.0297961458,0.0503458197536
235066.0,0.0144931431449,4.592822141,1.80877339103,0,0.163380717479,100,0.922846026198,2.52191678532,2.34052192552,3,70.5845997589,27.0297963974,0.293760069192
235066.0,0.010273265674,4.69130470821,1.49174234046,0,0.0958102256191,100,0.995534120463,2.08396689036,0.231612963409,3,216.451148368,27.029797117,0.212063874262
235066.0,0.00683835560389,4.77189560941,1.89072603145,0,0.418727061859,100,2.90706971445,1.07796702901,0.66812706385,3,317.856214426,27.0297960462,0.235612907946
235066.0,0.0102713699024,4.832774246,1.34502207772,0,0.117786206806,100,0.155480055974,1.95442965579,2.30942705337,3,418.477143358,27.0297959853,0.175969282346
235066.0,0.00757489757562,4.84746345539,1.35459110435,0,0.0865944272251,100,0.383465166311,1.70570638331,3.90828383852,3,441.890694594,27.0297964328,0.129870645179
235066.0,0.00578059971021,4.6602195751,1.53980963626,0,0.137170725502,100,0.187372517153,1.44139489704,3.11256937474,3,165.776985377,27.02979632,0.126303373274
235066.0,0.0141211658251,4.60199648866,1.69160724977,0,0.284819779742,100,2.315554182,2.49834112008,0.23575914186,3,83.0789470141,27.0297966778,0.350346043239
235066.0,0.00724309055746,4.76104033724,0.822104680679,0,0.0812023298914,100,1.79173205067,1.74473163826,3.07822953115,3,317.336651934,27.0297976471,0.179583493447
235066.0,0.00758799786658,4.8459735965,0.889881791668,0,0.0676769465021,100,1.5845467671,1.82249661392,0.298183067034,3,444.929085967,27.0297964827,0.186096194005
235066.0,0.0106166788248,4.82527534596,0.817092776896,0,0.0543980952043,100,0.981390200911,2.11980628225,1.57912709421,3,414.158168994,27.0297964554,0.217775648343
235066.0,0.00651092332304,4.69782774606,1.85112672375,0,0.388394027172,100,2.80491999623,1.18519138004,4.56606612994,3,213.659327337,27.0297969783,0.220957616889
235066.0,0.00675318454879,4.72189743781,1.36868911418,0,0.301132534527,100,2.89139083266,1.05532477121,2.48254779554,3,246.032900193,27.0297960541,0.234610290324
235066.0,0.0021153523565,4.87849776385,1.9700354294,0,0.125857223825,100,0.456077283555,0.886002222675,0.610288655509,3,484.136125821,27.0297960011,0.071464296462
235066.0,0.0141621273022,4.71719104138,1.42728350283,0,0.320998944747,100,2.81133694623,2.37240864087,2.1825649082,3,250.297972522,27.0297963663,0.346212387557
235066.0,0.00315143417909,4.63592943127,0.887271522948,0,0.0243843667957,100,1.20781346082,1.34667273386,2.703231329,3,135.982851137,27.0297962121,0.0766599289175
235066.0,0.00856234797289,4.82665158194,1.53892884966,0,0.311977800023,100,2.69738916727,1.6342256707,0.646852682078,3,405.867502606,27.0297963888,0.246088130087
235066.0,0.00747003585066,4.60276269779,1.80740030365,0,0.359807578131,100,2.75787327414,0.660785208763,4.23028052478,3,71.3311918988,27.0297972353,0.239453095167
235066.0,0.00869888775243,4.65921331303,1.13217802672,0,0.240981362191,100,2.79012000741,1.62354036966,0.855127585799,3,160.717945365,27.0297966691,0.255648103552
235066.0,0.0137322650841,4.61357366278,1.18334349679,0,0.237748499569,100,2.6133811055,2.37675913258,0.975941215173,3,98.6393440537,27.0297952788,0.338591504692
235066.0,0.0164579141886,4.74416941132,1.66819500838,0,0.378374921994,100,2.81954722231,2.68576356539,2.70785250247,3,291.754328159,27.0297968679,0.40772431314
235066.0,0.0105520392052,4.61497568611,1.0074992279,0,0.183914409943,100,2.49900638331,1.97442514249,4.9778645732,3,100.220134363,27.0297962532,0.254978966094
235066.0,0.00919843258152,4.76520779403,1.95913731281,0,0.159169906874,100,0.221684909443,1.84855897774,3.84654062727,3,319.293260111,27.0297974589,0.157262222531
235066.0,0.00302942056335,4.64642958717,0.807497870856,0,0.0265717203775,100,1.25657325302,1.32520578172,1.36735326206,3,151.00503299,27.0297965558,0.0745984474307
235066.0,0.00749869538693,4.63495269487,1.61203687348,0,0.170665589743,100,1.85138371657,1.7612085494,2.72882922585,3,132.934176363,27.0297968085,0.185412474734
235066.0,0.0111413885477,4.77502370085,1.16391565925,0,0.211054696274,100,2.64689224067,0.172867225506,3.09564634894,3,313.924256614,27.0297963751,0.252275156243
235066.0,0.00562117324295,4.59188700782,1.84639177828,0,0.115759566582,100,1.58635756478,0.51259798904,2.19048052266,3,62.1074034452,27.0297965593,0.100429119926
235066.0,0.00491388265372,4.69498444281,0.907270338751,0,0.0694850467193,100,1.69488505973,0.625916377807,2.05028883655,3,211.499922737,27.0297964182,0.10782202503
235066.0,0.00650643991011,4.678093774,1.20324160928,0,0.224653909844,100,2.63586536156,0.779736208542,4.70585501342,3,182.25735031,27.0297971358,0.217583306898
235066.0,0.00684352077527,4.71343688382,0.963205399517,0,0.0891093779889,100,1.8343057083,0.440500781408,3.27023827435,3,234.827731876,27.0297977907,0.135501062238
235066.0,0.0151850296765,4.63017826316,1.0078682829,0,0.192573829556,100,2.50809581936,2.59857415293,0.220386920987,3,124.152869748,27.0297955506,0.377868063283
235066.0,0.00850077080881,4.80610840695,0.941322349491,0,0.0792480950299,100,0.201881353529,1.7619257836,1.40683507566,3,378.839399928,27.0297965533,0.14415030426
235066.0,0.0175901347485,4.66129628266,1.83966035122,0,0.306019005165,100,2.26841116592,2.91921258326,0.487572894076,3,171.868577031,27.0297964275,0.430001356766
235066.0,0.0123811010955,4.80382744262,1.20768955283,0,0.089152928039,100,1.30033933687,2.34728262488,3.28331936276,3,383.681785411,27.0297966145,0.275941527145
235066.0,0.00558961793316,4.58865220973,1.50170914761,0,0.218416235558,100,2.22650544868,1.37585271859,0.933871622775,3,59.5949142645,27.029796519,0.17093865426
235066.0,0.00474385195598,4.86332750827,1.36659844252,0,0.0346274358617,100,1.11203351915,1.51576761864,2.1624900391,3,470.792710009,27.029795733,0.105542708974
235066.0,0.00144034467221,4.81073995392,1.64061532119,0,0.0589802598501,100,0.680920826584,1.07539394568,0.972063773105,3,387.166993279,27.0297954711,0.0442299078017
235066.0,0.0148922352235,4.82418708284,1.3020858767,0,0.129471564351,100,0.247098269382,2.47472392517,2.649563969,3,407.140025773,27.0297964837,0.255574194964
235066.0,0.0149848409731,4.74984196397,1.39410108132,0,0.158369138126,100,1.83576051022,2.66996283098,2.65611632588,3,303.829347142,27.0297970714,0.362091851017
235066.0,0.0031902551548,4.8272698071,1.39258453257,0,0.0498514581881,100,1.28010475132,1.34105052871,1.75896570381,3,415.372955823,27.0297967831,0.0787240932771
235066.0,0.01545772383,4.83797718386,1.92691726913,0,0.345459152435,100,2.39561243872,2.64638436907,0.245322042679,3,433.446662094,27.0297959582,0.38286587851
235066.0,0.00671537657764,4.83473169446,1.47218325772,0,0.260622149942,100,2.56472113683,0.683831977551,3.53971380137,3,406.629015285,27.0297965519,0.213921551364
235066.0,0.0150948767867,4.74639410816,1.3908856127,0,0.138338137118,100,1.71300004953,2.68619117743,0.623663442144,3,298.503911422,27.0297976297,0.36021098759
235066.0,0.0101842773427,4.80837299327,1.94758808244,0,0.333331702715,100,2.4009811618,1.95507824341,2.85200018328,3,385.007693591,27.0297961774,0.247026096733
