PV_Panels,bomCost,Dist_1_2,Dist_1_3,Dist_2_3,InertialTensor,Interference,Ixx,Iyy,Izz,Mass,AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,Angle,BattCap,BattX,BattZ,CompX,CompZ,GyroSize,GyroX,GyroZ
2,209066.0,1189.79461116,2016.44675704,892.460788061,187668096696.0,0,59961658664.5,42636248950.9,85070189080.3,6035.239756344258,0.00958587834853,0.238372081486,16.0316226178,0.127143403973,None,100,4.51308830909,39.9938200345,467.296386314,233.498806028,158.853198284,112.953594316,402.687384075,418.827449105,543.090279172,414.517698175
2,209066.0,1124.81660402,1984.20220296,910.991925512,204681126998.0,0,58878941045.3,51521613079.2,94280572873.6,6035.239756344258,0.00958594717073,0.238371820846,16.0316232316,0.124858094178,None,100,4.29911244228,51.8897150173,282.803559187,769.835178584,170.395543837,471.045529258,305.047071134,222.359460971,701.174148296,248.485591834
2,209066.0,1177.87746812,2020.25038857,1115.66889246,331138685487.0,0,59608614615.6,113820048639.0,157710022232.0,6035.239756344258,0.00958595932913,0.238373702842,16.0316230954,0.126405557994,None,100,4.25696622333,154.394641176,252.982429818,824.916723213,7.81773751183,102.276701106,4.90636992615,315.649193069,509.567933304,190.985613
2,209066.0,1131.96104373,1975.95779036,850.435123906,298246901323.0,0,57523137246.7,99277186166.8,141446577910.0,6035.239756344258,0.00958590295369,0.238373447557,16.0316228414,0.121983243991,None,100,4.28640702081,124.042747053,273.524679415,72.3028828982,188.255438456,59.3206383198,164.352273434,945.063469449,163.306839888,51.6754826406
2,209066.0,1120.0429413,2016.31487994,949.34301275,288320063189.0,0,57378653221.4,94517227056.3,136424182911.0,6035.239756344258,0.00958586237945,0.238372244155,16.0316248929,0.121668577316,None,100,4.46246018069,115.476432821,417.952537692,248.377889643,125.951247734,668.421076513,77.8276877891,524.446510326,240.789008372,119.738418681
2,209066.0,1255.36665022,2007.31845371,943.035963461,339946730867.0,0,62209816696.5,115410374391.0,162326539779.0,6035.239756344258,0.00958585719801,0.238371840115,16.0316226705,0.131917331025,None,100,4.30241889756,177.444659608,285.194690054,875.95783472,19.9547906615,586.582620839,308.18874767,720.921614701,309.288693288,40.7276246225
2,209066.0,1126.73990696,1990.38478163,890.493177628,183087179241.0,0,60199317102.2,40117791231.8,82770070907.4,6035.239756344258,0.0095858735172,0.238371871209,16.0316247763,0.127656607101,None,100,4.02451041457,31.793566415,117.985651539,818.163964571,287.927498664,553.057379138,301.948831069,648.282570841,815.449291159,410.95370922
2,209066.0,1235.96260921,2009.34509082,878.820538163,185035518828.0,2,59915064394.5,41072700185.1,84047754248.5,6035.239756344258,0.00958588965072,0.238373919697,16.0316246285,0.127055598631,None,100,3.95485408475,31.0334408313,85.4259745456,521.54862731,109.538797381,587.412646937,322.816712824,588.530625536,981.556101434,357.725612327
2,209066.0,1221.78458874,1979.10719502,904.041993194,222736287215.0,0,58966757622.8,61036217703.8,102733311889.0,6035.239756344258,0.00958591340161,0.238372901328,16.0316228497,0.125039515331,None,100,4.33638149506,66.4622897446,310.751345253,79.9424902986,138.27108781,316.251795259,335.628220562,636.349277284,497.608838212,391.080112794
2,209066.0,1145.36022739,1999.31732239,859.525696753,331178537227.0,0,59641945114.3,113635448975.0,157901143138.0,6035.239756344258,0.00958587281422,0.238371881163,16.0316243097,0.126474733145,None,100,3.92584991684,156.476851692,72.5939530881,375.668374423,243.613643666,430.132050352,359.017852358,486.084090841,459.812318696,19.1813662641
2,209066.0,1208.32818981,2033.10182147,856.224689147,333047908526.0,2,59686233781.7,115473603017.0,157888071727.0,6035.239756344258,0.00958586663942,0.238373427859,16.0316246839,0.12656783517,None,100,4.14291379145,146.33868087,181.05303329,468.750855241,256.516117569,457.754458273,154.04759773,852.455407404,903.018310756,387.163702162
2,209066.0,1139.80581183,1979.13195759,895.672640756,291950311724.0,0,57735842233.6,96301053063.5,137913416427.0,6035.239756344258,0.00958581633312,0.238372778956,16.0316237422,0.122426544262,None,100,4.22174231179,117.240676744,229.393046384,536.795013724,239.701709361,328.225529235,430.038908929,347.373492739,325.236323174,240.159025339
2,209066.0,1374.45520095,1979.62146023,1042.44288624,324313687525.0,0,59016172052.8,110819257136.0,154478258336.0,6035.239756344258,0.00958595453738,0.238373687043,16.0316228096,0.125152159772,None,100,4.36190401673,149.856248825,330.830467079,850.292308597,259.388895436,269.250341954,96.3631181099,90.4789398208,91.7680125082,15.7334180356
2,209066.0,1452.55403083,2056.22703674,933.415958895,325392224352.0,2,58277441954.2,112233656062.0,154881126336.0,6035.239756344258,0.00958596028222,0.238373559927,16.0316227027,0.123586231434,None,100,4.20465689481,137.732646418,218.564563736,70.197138946,252.834001547,405.844209761,62.817170258,55.4680075819,989.039023024,146.801909465
2,209066.0,1141.7550783,1999.5013236,876.347943596,288563684794.0,0,57360511341.0,94640796838.4,136562376615.0,6035.239756344258,0.00958596743859,0.238371962052,16.0316243416,0.12163972536,None,100,4.47852697119,115.367505669,433.218146064,436.648796696,238.695275266,309.65111723,410.035018628,138.938239741,294.807157083,68.1502428409
2,209066.0,1157.65602787,2062.28353366,1215.04203642,346626771623.0,1,62786562407.0,118648407453.0,165191801763.0,6035.239756344258,0.0095858424383,0.238371925577,16.0316228688,0.133140312092,None,100,4.41221229387,178.130439798,372.744800264,989.529744733,140.584964011,122.701526136,189.940710552,874.325925499,727.304288671,270.989293118
2,209066.0,1242.63672181,2051.2119437,850.726275574,318308120463.0,1,58429026465.2,108393821876.0,151485272122.0,6035.239756344258,0.00958588876037,0.238372119245,16.0316225168,0.123899196638,None,100,4.32991666122,142.384728729,305.870849333,731.856168811,179.471144216,760.68193954,199.577633084,618.117535986,212.042499125,39.6864126242
2,209066.0,1290.30996487,2034.92882926,894.072631876,190610043660.0,0,59326359871.9,44174978416.9,87108705371.1,6035.239756344258,0.00958595617102,0.238373160219,16.0316231317,0.125806528924,None,100,4.52494167231,42.2314454435,479.429175142,0.0601226642373,177.976289313,139.160837734,417.803022887,217.224811467,631.660188893,285.592095738
2,209066.0,1196.4439551,2132.63015065,1117.57231387,193386439538.0,1,59811517070.0,45717063081.0,87857859386.8,6035.239756344258,0.00958597353848,0.238372809304,16.0316227726,0.126835331175,None,100,4.40145881849,47.1060004123,363.524681014,133.63982314,16.3896654138,849.001850779,137.736466519,251.161106528,88.074142146,434.721957265
2,209066.0,1217.87435369,1974.38846825,926.510334093,184913478273.0,0,60450000950.7,41175377544.8,83288099777.9,6035.239756344258,0.0095858917636,0.23837188033,16.0316225012,0.128183090438,None,100,4.48007030854,37.1286282932,434.684443166,367.7525212,39.5067006657,433.168403688,402.331949923,724.034974939,532.518682915,488.583590883
2,209066.0,1195.90979812,1971.43641975,947.660136527,246600754900.0,0,58087982061.4,73465067884.8,115047704954.0,6035.239756344258,0.00958585855138,0.238372349128,16.0316251776,0.123176458872,None,100,4.14972261066,83.7065277402,185.072475465,71.9217479834,116.014897277,472.955503065,237.388954011,464.318070836,445.048290606,307.265592503
2,209066.0,1217.20090228,1977.45997403,938.782364906,322605571720.0,1,59591280536.1,110734264522.0,152280026662.0,6035.239756344258,0.00958595931519,0.238373156881,16.0316226414,0.126367273809,None,100,4.51487956212,139.474724729,469.113621634,485.711500468,15.1501963165,737.511601889,324.033730327,268.017951734,640.853455543,465.8263664
2,209066.0,1133.2452572,2013.91439672,919.893309165,202395605793.0,0,58417005371.7,50495380337.7,93483220083.5,6035.239756344258,0.00958590819858,0.238371959953,16.0316233309,0.123879094799,None,100,4.21966524607,55.3667736077,228.126215035,274.926449899,187.105774004,88.4539506715,485.319970982,204.030475886,146.869799941,71.147560156
2,209066.0,1123.331471,1985.68881965,875.970138085,205806850339.0,0,58665445018.8,52220569357.0,94920835962.9,6035.239756344258,0.00958590536676,0.238372312754,16.0316230675,0.124408942568,None,100,4.32230369813,55.9478077533,300.07609434,498.480137268,238.038468986,595.868508175,50.0512672153,57.1535465639,413.893902817,220.184542865
2,209066.0,1182.37483521,1996.67489006,1034.73315758,154507115211.0,0,59729941217.6,25473386400.9,69303787592.4,6035.239756344258,0.00958587848982,0.23837187989,16.0316239215,0.126664476478,None,100,3.96032842654,13.2424818308,87.8987425431,580.457294166,260.385907014,28.2336139697,468.284234149,144.627535513,206.925803775,196.475996817
2,209066.0,1317.2414992,2212.56303343,922.384135941,287587367163.0,2,57444879651.5,94232823910.2,135909663601.0,6035.239756344258,0.00958587515822,0.238373439788,16.0316246316,0.121815199505,None,100,4.01780721071,105.832941159,114.701041051,307.799078172,229.233384568,33.1088992416,459.098127047,604.266040747,998.856241819,172.973596098
2,209066.0,1201.76188901,2090.7431281,920.74158295,181948313840.0,0,60062236631.2,39609734154.2,82276343054.8,6035.239756344258,0.0095857885834,0.238373929302,16.0316234392,0.127361466635,None,100,3.9346261962,34.1316852481,76.4337204158,389.736234777,51.0849784099,35.8101851703,52.2740886031,246.562752217,638.461747642,408.810092326
2,209066.0,1137.50223397,2061.22977211,1119.87842283,206111561891.0,1,58397041435.1,52442620805.1,95271899650.4,6035.239756344258,0.00958581555997,0.238373780915,16.0316243623,0.123832785647,None,100,4.03832990204,58.0154069661,124.800293186,12.5070984375,294.756774664,713.223335747,93.2017283755,417.157189013,107.380548021,120.084622173
