AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,PV_Panels,bomCost,BattCap,GyroSize,ixx
0.0851037913097,1.7562892196,16.031623238,0.967087635373,None,100,4.52572348163,2,209066.0,457.05095591,584.279393637,1.83916874341
0.0851037480075,1.75628968273,16.0316228947,0.554445303061,None,100,4.45334925946,2,209066.0,388.514492064,627.445703489,1.05441526799
0.0851040067207,1.7562923366,16.0316236295,0.923470186003,None,100,4.48234877995,2,209066.0,414.678426166,350.82702061,1.75619942078
0.0851036529313,1.75628796026,16.0316242892,1.04835740974,None,100,4.29505296443,2,209066.0,265.021438404,967.573255937,1.99371470255
0.0851036768542,1.7562889207,16.0316257455,0.703804634463,None,100,3.93725617585,2,209066.0,71.2938720546,410.857741335,1.33845843574
0.085103693807,1.75628734601,16.0316231982,0.485790978614,None,100,4.36110625193,2,209066.0,312.37633426,369.842746636,0.923704150795
0.0851035926506,1.75628847367,16.0316227261,0.645407417012,None,100,4.36820888456,2,209066.0,318.596490032,897.460637651,1.2274024298
0.0851037269271,1.75628990795,16.031625877,0.543838067016,None,100,4.0312052116,2,209066.0,111.86050937,826.344021071,1.03424137124
0.0851035638053,1.75628840919,16.0316227068,0.475727419393,None,100,4.41151423026,2,209066.0,353.042300255,917.558626617,0.904713585107
0.0851039405548,1.75630081266,16.0316233659,1.04466252034,None,100,3.95413295276,2,209066.0,78.214425635,136.902324621,1.9866499476
0.0851041072752,1.75630689867,16.0316237287,0.853287531267,None,100,4.32463285462,2,209066.0,284.53931556,57.9968694674,1.62053861438
0.0851038681365,1.75628774638,16.0316229832,0.684174345427,None,100,4.4196982986,2,209066.0,359.231642025,276.460667512,1.30111190766
0.0851037537738,1.75628956091,16.0316247379,3.90951870577,None,100,3.88687568666,2,209066.0,50.8979971025,775.709524034,1.99143066642
0.08510406361,1.75630005615,16.0316233123,0.748464463006,None,100,4.3553882621,2,209066.0,307.338217164,71.1374372661,1.42349828207
