Dist_1_2,Dist_1_3,Dist_2_3,InertialTensor,Interference,Ixx,Iyy,Izz,Mass,Angle,BattX,BattZ,CompX,CompZ,GyroX,GyroZ
1141.5961691,1103.82095148,2093.79532897,373865081155.0,0,64208329786.4,130955038971.0,178701712397.0,6277.425472843556,165.922253197,-424.447435854,221.00184007,635.573661823,-336.130756243,-777.274413807,-31.4861684751
1179.75612012,1148.07251787,2041.84220436,373514710513.0,1,63948934956.3,131052767688.0,178513007868.0,6277.425472843556,163.097825817,-549.163125992,264.464396131,694.625143132,-244.021289667,259.775068377,-6.52816139706
1130.95543126,893.294942622,1995.13059944,376687860889.0,0,65278314842.5,131289604972.0,180119941075.0,6277.425472843556,176.226817903,-723.739008009,179.863432956,-717.251001085,-348.603488648,-963.790494049,22.8278080588
1493.16663092,1319.38303298,1995.0,376578332088.0,1,64801265617.0,131731696964.0,180045369507.0,6277.425472843556,171.620723946,951.885416832,262.794103682,-183.478828679,-220.088290437,-192.197378353,-46.421897246
1163.65685288,1077.05973486,2168.99217547,383297117764.0,1,64147043687.0,135723640846.0,183426433231.0,6277.425472843556,165.385798154,598.722485969,189.641918506,-763.772229953,-158.511735654,851.176866025,-46.1999677075
1461.27813263,1283.41903431,1995.00067748,376416275525.0,1,64753760924.3,131675379216.0,179987135385.0,6277.425472843556,171.385465629,920.495989545,185.004191441,-890.839329846,-173.121117346,-775.536715669,1.6441245314
1202.66616199,1090.03783559,2206.5259698,376183936845.0,1,64869373458.1,131467070496.0,179847492891.0,6277.425472843556,172.2595481,349.083635281,264.851869499,942.725758321,-395.593610304,-908.260451181,-23.0468905051
1127.34959842,892.111656376,1995.51588754,372590969320.0,0,63949570412.4,130579432924.0,178061965984.0,6277.425472843556,163.218533318,-498.070281328,173.891366782,-806.748851122,-345.094940798,-565.026702464,45.3724302275
1141.45028317,912.505171341,1995.37484374,371884649048.0,0,63829530999.5,130366649574.0,177688468474.0,6277.425472843556,161.727287531,-77.8241487474,258.922165378,-799.347538049,-339.657288882,-361.341032787,38.6751473668
1134.30008242,892.70979928,1995.23329244,372924870701.0,0,64005820900.3,130675464797.0,178243585003.0,6277.425472843556,163.961113415,-216.836379933,176.934410817,-227.753045558,-380.929531964,30.510510411,-31.7101825675
1152.61318447,911.303699936,1997.32138613,374944965337.0,0,64483402932.9,131230228018.0,179231334387.0,6277.425472843556,168.571164137,-741.135142193,254.655519314,-346.654469824,-195.426840582,96.2689954718,-5.6208700013
1148.52892059,949.137110514,2007.00957669,372967747208.0,0,64045941814.1,130708487698.0,178213317696.0,6277.425472843556,163.840293482,-672.184987274,298.532412259,214.743226635,-288.803944462,-654.278735446,44.1337459309
1256.97041311,1292.11130646,2032.20277665,374617087474.0,1,63828815766.6,131718136455.0,179070135252.0,6277.425472843556,161.885165146,925.434759338,217.938373169,-551.219281259,-182.493483604,385.665657827,32.9412475567
1216.95105371,959.323943813,1997.88165669,376936090299.0,0,65011919240.3,131703895872.0,180220275187.0,6277.425472843556,173.564699637,564.5376359,274.677333748,283.059765548,-191.064113889,175.793208992,-36.0805616227
1155.75719129,1039.10520375,2031.76277513,379028940796.0,0,65434260136.0,132324130101.0,181270550560.0,6277.425472843556,177.44957849,494.830164632,263.168639139,-833.613426389,-300.739456941,384.75313436,-37.7198907639
1318.10658846,1120.18334005,1995.07746998,376228375300.0,0,64819016494.1,131518751262.0,179890607544.0,6277.425472843556,171.980988417,674.627173882,184.564058214,-208.7172834,-177.898839608,-949.153638524,17.5815596875
1281.30918691,934.619530015,2021.16869004,372155308813.0,0,63798696464.7,130500806986.0,177855805362.0,6277.425472843556,161.739864246,593.116361624,188.590068775,324.188022015,-345.4885235,-564.550343111,-1.77656210275
1332.54005082,1135.25317942,1995.00426127,377327170021.0,0,65458366062.2,131440158823.0,180428645135.0,6277.425472843556,177.744725205,684.451003378,233.883743232,-714.09861699,-283.516161506,-775.100551436,4.12340938626
1136.93067037,970.261882295,2029.18623369,377081230150.0,0,65681781047.0,131082512223.0,180316936880.0,6277.425472843556,179.813587888,-837.984478795,195.477234547,370.906687738,-155.522024975,-125.863429528,-42.6909866184
1141.42620739,1291.96733075,2196.26536917,376076731645.0,1,64869769652.1,131412661978.0,179794300016.0,6277.425472843556,172.267155967,-552.989713418,246.344517678,918.078952132,-207.106715323,-60.4431463586,26.2223086385
1148.91920636,914.334215202,1995.28714645,375436936073.0,0,64675819795.4,131288527765.0,179472588512.0,6277.425472843556,170.399793093,-352.827319741,265.29616863,-807.300835162,-297.25808668,31.9628731096,11.1432275003
1428.6794671,1245.93339296,1995.0,377216508529.0,0,65178472221.6,131648999339.0,180389036968.0,6277.425472843556,175.362862842,868.851693294,178.386531898,-2.34007090155,-376.666420298,-870.86584125,-34.8426594953
1141.46644457,1158.89675535,2121.20101301,376820704219.0,1,65303608877.3,131347636194.0,180169459148.0,6277.425472843556,176.302694089,-110.752325755,241.667563185,720.425900743,-150.18484254,-661.384923429,21.3368025418
1160.85240947,928.833825224,1995.02772029,382940298315.0,1,64874260962.2,134834098471.0,183231938882.0,6277.425472843556,172.364773048,534.501818651,245.404809644,726.553255207,-355.125369432,716.036377297,-7.78099301269
1146.96122966,916.731272784,1995.17227647,376943460616.0,0,65476837352.4,131247774392.0,180218848871.0,6277.425472843556,177.749443557,-697.229867706,273.443278398,-324.207886656,-392.433838592,-543.46860774,26.2185580545
1133.05719833,891.652182573,1995.0,376419947576.0,0,65106333131.0,131321139101.0,179992475343.0,6277.425472843556,174.717819868,-207.359464038,171.518554933,-143.794088235,-322.873984721,-58.3765704504,-28.4899654212
1136.0353111,1114.8096688,2102.62321151,376085733085.0,0,64900224063.7,131364915423.0,179820593598.0,6277.425472843556,172.759006963,-754.514523663,190.200494389,664.077833977,-346.787968955,-353.752985275,-32.986868429
1379.73947842,1032.38577907,2018.59941151,384766151027.0,0,65595960823.8,135057143746.0,184113046457.0,6277.425472843556,178.653617282,-533.683015183,294.859345625,461.793636948,-207.408125513,766.191122735,45.3955371159
1502.51199092,910.534918534,2166.5222405,385720854239.0,2,64074690117.5,137014398810.0,184631765311.0,6277.425472843556,164.57417931,-725.17063579,213.484820197,133.690199396,-298.119073804,978.553276225,-4.02467724253
1154.14933864,920.834504522,1995.01694496,374570151322.0,0,64416393552.5,131121434169.0,179032323600.0,6277.425472843556,167.793403472,-527.28972335,286.899258833,-654.935906703,-256.704019303,-247.610389971,8.2225718051
1138.59293999,1125.80631551,2107.09420222,376105389808.0,0,64908010716.4,131370940545.0,179826438546.0,6277.425472843556,172.794706217,-974.00550356,204.924090789,678.101007997,-168.8564035,-150.10653401,-12.5748991704
1169.68525503,1144.8180224,2045.61785535,374963509868.0,0,63813925005.3,131900043269.0,179249541594.0,6277.425472843556,161.792019151,702.875888304,225.718386597,-619.564806661,-342.89418667,452.247067555,-28.8062990003
1322.69028847,908.122371608,2089.50006985,373572783454.0,0,64060756084.8,130962060664.0,178549966705.0,6277.425472843556,164.349497821,661.567577875,239.662135331,621.277347003,-297.494628403,-963.209381274,-37.9279484266
1153.14073343,917.037922389,1995.0,376621489572.0,0,65223084142.1,131335360052.0,180063045378.0,6277.425472843556,175.509994077,-808.68598407,274.469581375,-839.911533246,-164.673667142,-790.716461511,-16.3807411136
1137.10742195,896.600084332,1995.08685972,371365600762.0,0,63718466393.8,130188050224.0,177459084144.0,6277.425472843556,160.854126289,-482.313665469,195.618790569,-839.212637948,-397.781697223,18.6166009497,-40.7794035928
1348.83347932,1153.50628734,1995.0,377436537514.0,0,65536176132.7,131395249343.0,180505112038.0,6277.425472843556,178.627907668,735.821797678,153.35591605,-712.133906032,-313.271501151,-17.0378030944,-49.7421170317
1397.29058874,894.230658554,2155.16091542,381424818460.0,0,63972193376.6,134961091994.0,182491533090.0,6277.425472843556,163.588676162,-924.190767872,184.454522033,-437.691684697,-385.37507493,815.285233145,1.88678669166
1162.88888162,960.680586943,2001.12436704,376576364999.0,0,65092145091.1,131449951748.0,180034268160.0,6277.425472843556,174.251544372,-140.942277726,292.352578714,267.977909253,-228.270126134,111.537082274,-31.2239450904
2000.77467546,1187.73311533,1296.09529196,419889400779.0,1,68711523544.1,150073419735.0,201104457500.0,6525.486389342852,179.495448869,958.664697036,243.58290667,193.320120505,-359.100181128,342.059581694,30.8362555061
2039.7502514,993.055072193,1137.70703097,417553737311.0,0,68398277138.1,149198547930.0,199956912243.0,6525.486389342852,176.361922322,-812.743166633,199.943212728,424.918919434,-359.833713658,-453.646467033,-9.91781187464
2143.65919394,1186.82493328,1129.45532472,414406077622.0,1,67208258085.0,148810740086.0,198387079451.0,6525.486389342852,162.766237015,-368.314763184,167.813989049,784.07071577,-321.273830223,-453.453783777,21.9739035561
2009.74500534,900.3855759,1161.10845275,417891160864.0,0,67995941731.0,149778009763.0,200117209370.0,6525.486389342852,171.833245265,-492.362640242,212.295043015,-315.254047635,-184.009084246,241.777161996,24.3678151295
2030.54458681,914.095411307,1226.21072532,414303841604.0,0,67195357695.9,148810142576.0,198298341332.0,6525.486389342852,162.14772879,456.389256997,251.645904955,375.027352572,-186.790958518,-353.345556579,49.4044923277
2136.58052049,1244.78740379,1152.92168331,423635891667.0,0,67401891607.9,153275695714.0,202958304345.0,6525.486389342852,164.580415746,833.671622461,298.097813716,-935.795737936,-287.368554227,764.084935362,33.5489508902
2142.316457,1053.3335682,1174.20565412,424789495080.0,0,67684390572.1,153544614530.0,203560489978.0,6525.486389342852,168.210652183,530.947173908,248.961250817,-444.134632004,-299.122181191,780.701480682,-33.8862953191
1995.0,921.089625738,1156.36546932,417572046152.0,0,68612255603.9,149020862305.0,199938928243.0,6525.486389342852,178.369002672,-897.552629982,287.717046145,-44.1406539611,-266.958548813,-787.841237952,-5.22314040861
2108.89475142,996.941895577,1170.12339417,416375349100.0,0,67661286559.4,149351533941.0,199362528600.0,6525.486389342852,168.04826895,258.84555698,218.604060367,683.675414627,-382.48975167,-429.750528895,-3.5420460255
1995.27849161,898.774781075,1133.1332893,417133162354.0,0,68014571787.0,149382334882.0,199736255685.0,6525.486389342852,172.02044264,-264.949027156,205.356049575,-749.252634461,-333.407674765,-100.597759295,33.3355527963
2006.77131806,891.097275911,1153.22828534,418147408197.0,0,68555355719.7,149330295741.0,200261756736.0,6525.486389342852,178.136918437,-135.573692005,168.610068309,-920.835278006,-296.900070376,217.039450261,-16.3889672151
2075.46927321,896.23448132,1269.34883379,420873053479.0,0,67723100856.8,151535777545.0,201614175077.0,6525.486389342852,168.79608647,-34.1603578013,193.936189266,-923.68482176,-395.952031204,571.916442215,21.4309865115
2027.50685373,1003.53600234,1146.17993618,421774954104.0,1,68359892948.6,151381700701.0,202033360454.0,6525.486389342852,175.574084644,489.868008351,276.453790431,896.110312585,-348.287022282,536.440642879,37.3733943089
2066.69514248,1057.11345156,1146.76067142,415712507219.0,0,67507111978.9,149182564964.0,199022830276.0,6525.486389342852,166.145189453,-75.5646091786,246.292585194,539.633034516,-179.371760079,-48.5614140766,-2.66109640404
1995.14640285,921.285551222,1150.73365423,415869032236.0,0,67568680872.0,149218017614.0,199082333750.0,6525.486389342852,166.649933791,-692.612168058,288.343661089,-662.050055695,-162.677506517,-136.721987882,24.1695840334
1995.0,1113.52910161,1314.80875421,417920326278.0,0,68539661192.1,149239527427.0,200141137659.0,6525.486389342852,177.893508944,660.091690136,196.47142478,-352.732800341,-379.450089485,-668.124205439,-32.9295997031
2010.21116848,889.285518018,1151.06996994,418330408548.0,0,68398865652.4,149594336679.0,200337206217.0,6525.486389342852,176.28120632,-921.264957104,158.756834675,-417.520215387,-316.455094081,241.910413996,49.0233971806
1995.0,916.260289654,1152.52241557,413836739635.0,0,67142593025.4,148617455924.0,198076690686.0,6525.486389342852,161.644658696,-295.118386556,271.860108139,-573.880099302,-288.43916532,-544.383003028,-14.1011386678
2079.21328613,926.197170619,1268.90576027,417671615361.0,0,68165014219.6,149522096580.0,199984504562.0,6525.486389342852,173.463851334,522.427189429,297.011340118,585.676400528,-179.003908361,-828.553532499,9.27594050202
2170.39406949,1058.18400835,1192.77120858,417774528879.0,1,68548529966.0,149175983184.0,200050015729.0,6525.486389342852,177.793390901,318.669029257,258.366417714,854.742895187,-228.56369018,-65.3138509177,-39.6360829079
2081.57554061,980.229865553,1162.91353568,429864222499.0,2,67626290640.6,156138730294.0,206099201565.0,6525.486389342852,167.550555013,768.128728682,237.199565809,395.352716441,-217.384627291,989.227073919,15.6517984734
1995.0,924.313113975,1158.93474047,415151432201.0,0,67398246403.2,149028152827.0,198725032971.0,6525.486389342852,164.644119706,-700.243175217,297.875364316,-501.283656897,-167.174559084,-998.337289155,-19.2625163478
2025.9842334,895.067595215,1206.52000983,417508727402.0,0,68157985280.9,149410937456.0,199939804665.0,6525.486389342852,173.79271606,411.30616179,179.214328101,352.968998609,-390.520341211,-645.436714695,-46.2820223421
1995.0,1026.31285432,1241.81040217,417740010745.0,0,68371170995.5,149347230253.0,200021609497.0,6525.486389342852,175.759134255,450.290139696,291.430720806,-315.858708002,-205.363415456,-715.08349266,-36.4264787036
2005.7713254,931.801235296,1137.05364185,417928267535.0,0,68131288860.8,149673606165.0,200123372509.0,6525.486389342852,173.206652026,219.328083845,233.503177144,-257.283647932,-244.255827742,204.100240153,37.9038488825
2090.78966853,1215.56731075,1159.02209068,423446960219.0,0,68229479494.4,152361833346.0,202855647378.0,6525.486389342852,173.993927948,800.125003655,296.022418024,9.96703527761,-382.153206301,633.678867079,48.5797169837
1995.4765249,939.151550232,1162.14508404,416458378285.0,0,67713201118.8,149352788907.0,199392388260.0,6525.486389342852,168.514846389,269.287719723,209.439151805,-406.458765301,-226.330073526,7.64609482563,42.931324755
2094.5939767,1093.48272632,1130.12412837,417379082638.0,0,68138379825.4,149358979962.0,199881722851.0,6525.486389342852,173.650446602,-349.65983869,150.932254778,638.199754963,-308.090198859,-792.272896664,-1.47300248908
1995.05683168,920.338025627,1153.26295786,416717575972.0,0,67809110258.2,149371670914.0,199536794799.0,6525.486389342852,169.788035596,203.95271291,199.500306545,-346.284690062,-383.570189423,-628.039130288,15.0586060975
2005.58501772,1086.62088227,1205.36591345,418428081518.0,0,68616786855.3,149440817418.0,200370477245.0,6525.486389342852,178.454921437,595.373831069,246.272091532,-314.639655678,-380.988184531,202.626397685,35.8999477634
2211.27041066,1320.54059934,1150.17852764,413737128434.0,1,67098151648.9,148608755330.0,198030221455.0,6525.486389342852,161.136070283,-532.503337792,261.745382837,953.777662278,-260.332239893,-168.260519754,-6.20248112974
