Dist_1_2,Dist_1_3,Dist_2_3,InertialTensor,Interference,Ixx,Iyy,Izz,Mass,Angle,BattX,BattZ,CompX,CompZ,GyroX,GyroZ
2078.5710208,892.484483665,1308.26059038,426898773200.0,2,67457402568.9,154801966979.0,204639403652.0,6525.486389342852,165.834291132,256.327919292,159.173663774,330.94224998,-321.77050126,914.394793164,3.95200980186
1999.28621242,1241.93038039,1352.1422901,417482185271.0,0,67792383633.1,149787988441.0,199901813196.0,6525.486389342852,169.398430928,840.681755407,264.613408299,-289.141195968,-223.756348304,130.844790444,-39.0670438381
2174.64065112,1244.31770305,1134.92933024,415110646165.0,1,67342416561.5,149028544435.0,198739685169.0,6525.486389342852,164.394694266,-73.8193910814,183.479112268,865.469214641,-333.659327465,-294.851820861,-47.4287782665
2034.67072264,997.598679196,1135.11287743,416927140156.0,0,67263111024.1,150015002238.0,199649026894.0,6525.486389342852,163.450743191,444.39057074,179.151180213,-83.9107006161,-211.338067252,399.824898652,-1.41968225366
1995.31549089,1215.43939207,1397.7244809,416914648144.0,0,67683195023.4,149602226936.0,199629226185.0,6525.486389342852,168.268204295,821.238745585,192.963308794,-822.164839111,-182.786661974,-5.48610368805,35.4810962882
1995.10367067,1137.38168896,1332.1695041,417915849223.0,0,68294512189.3,149487121545.0,200134215489.0,6525.486389342852,175.192502079,698.474686679,200.362717224,-960.785802581,-158.966505031,-570.658449599,20.3385529515
1997.57442715,1146.15846479,1397.55616303,417537689395.0,0,67933016321.3,149674102076.0,199930570998.0,6525.486389342852,171.012172271,793.954475817,261.533017305,101.383391191,-202.11582504,-241.948663029,-15.1280055296
2226.07323769,919.84983988,1513.34883097,430662417479.0,2,68228152495.8,155958565343.0,206475699640.0,6525.486389342852,174.115205072,-913.645863958,283.722977441,-892.27725024,-200.878413007,986.979456453,35.3357057571
1995.0,887.829202488,1130.05119034,415634093675.0,0,67486936781.8,149137805225.0,199009351669.0,6525.486389342852,166.210794601,-578.614239635,150.385148173,-128.408011051,-397.368472018,-0.268323968543,-44.1233152345
2002.89491511,996.881487949,1170.53456671,421696270836.0,0,68088765103.6,151594895169.0,202012610564.0,6525.486389342852,172.791827325,765.866707393,252.976649418,360.711779169,-269.162654628,538.37168173,-14.928166895
2029.68359615,901.314576166,1210.08872974,416034073913.0,0,67338761032.8,149506345280.0,199188967600.0,6525.486389342852,164.201233993,644.038272969,211.38782828,598.671420916,-255.994397989,225.840309256,24.237629268
1998.1949196,919.396819163,1154.41557735,416400941518.0,0,67544001772.9,149499274921.0,199357664823.0,6525.486389342852,166.469780573,158.109290876,275.214576481,95.4798410941,-353.406179892,208.430877839,-8.32208840148
2040.15629068,925.065658155,1306.7756671,417807234963.0,0,68222070566.0,149504995170.0,200080169228.0,6525.486389342852,174.401239256,638.791439554,212.622061117,426.863784386,-191.904933227,-175.068441531,-12.0345342572
1998.13158003,1047.31401983,1311.23462157,416709567914.0,0,67681046089.9,149487693134.0,199540828690.0,6525.486389342852,168.407131495,659.795214647,175.790202826,111.76286093,-234.308795843,-279.856001404,3.72478635834
2135.8525247,923.521275152,1386.90574767,423202584836.0,0,67433324198.0,153017771645.0,202751488993.0,6525.486389342852,165.07423412,-214.555407595,295.409115733,-772.109436897,-371.866694182,762.785033446,-14.1009091964
2044.63066414,939.626562302,1181.3791656,420304570638.0,0,68635775220.9,150362484414.0,201306311003.0,6525.486389342852,178.631405009,192.95623688,282.915123727,-908.936823883,-158.231930355,447.71211618,6.58891276204
1997.43511505,1244.63065287,1478.2014153,429102054479.0,3,68095833340.5,155311242099.0,205694979039.0,6525.486389342852,172.641784837,-86.0223645685,290.10473078,836.253375032,-372.927496578,929.534531593,31.9478429042
1996.48941464,1343.66163214,1464.50009097,416813318125.0,1,67559282475.3,149683303379.0,199570732272.0,6525.486389342852,166.73056393,992.913463141,232.216356868,-5.15207422198,-254.565785597,71.4966922289,28.8653039188
1995.02613625,892.425115682,1132.1296855,417115784225.0,0,68006675976.5,149365983304.0,199743124945.0,6525.486389342852,172.106361086,-794.974795739,175.492413227,-244.458547717,-307.035476276,-832.496225564,10.2119703409
1995.0,911.297914417,1148.58125042,417567745181.0,0,68515385403.9,149104539603.0,199947820174.0,6525.486389342852,177.450877042,-553.288588004,254.634814628,-548.82014483,-300.286949638,-244.369917305,-25.3075820972
1995.03156748,1279.01131749,1456.08976545,418284465663.0,1,68517373683.7,149447163660.0,200319928320.0,6525.486389342852,177.619695569,910.345212086,203.756092149,-765.566392872,-164.921573257,-318.983846718,11.2229783986
1995.0602663,966.345330947,1188.04414683,414738858190.0,0,66996676150.5,149188155290.0,198554026749.0,6525.486389342852,160.157071117,-796.307157154,182.55341141,367.249983833,-274.827064243,351.74301243,-48.1449460294
1995.02349086,914.875759935,1149.21429549,416016139939.0,0,67603037824.6,149246155788.0,199166946326.0,6525.486389342852,167.182843095,-102.799182733,267.156613461,-146.03689865,-237.872430193,-398.041532328,9.68137782775
2020.77414309,1020.28405734,1148.09767688,418566925283.0,0,67928403924.9,150174851673.0,200463669685.0,6525.486389342852,171.168971543,486.155472893,197.502946423,-741.856368386,-245.476284034,321.662939393,6.00756247306
1995.0,913.526301943,1150.35007904,415974881522.0,0,67571305738.8,149231527831.0,199172047952.0,6525.486389342852,167.112573582,188.661764404,182.515870526,-75.3739346812,-269.568103741,-484.146490722,-30.9926569689
2186.26601531,909.262005047,1450.93400261,428014646091.0,2,68038054559.4,154806591870.0,205169999661.0,6525.486389342852,172.205207523,-10.8316445755,247.249658893,-490.722789432,-282.065472596,894.047239031,20.3377502046
1995.22828517,917.57805737,1146.71666166,416420195934.0,0,67726987904.0,149333596641.0,199359611390.0,6525.486389342852,168.516015495,-814.894547275,276.268875131,-9.89359584454,-308.38167144,-468.187931757,30.1812847491
1995.0,1083.35282714,1289.3519101,415756659610.0,0,67447498372.6,149256235376.0,199052925862.0,6525.486389342852,165.53370519,599.872188064,219.50331673,-869.908417701,-213.839904725,-237.649036229,-43.7942121434
2124.35242001,939.004571709,1278.1661579,417755689068.0,1,67851473596.4,149872987173.0,200031228299.0,6525.486389342852,169.990715496,718.433020661,286.341960335,903.129711052,-383.805376943,173.165188344,-37.2740414064
1995.0,910.153491625,1147.67346328,417517200158.0,0,68336203516.2,149238420558.0,199942576084.0,6525.486389342852,175.730896022,168.917623613,184.989769312,-754.019342548,-249.768697895,-695.18199609,-11.8961302866
2088.22676868,907.254726137,1276.99910838,416006594032.0,0,67504988494.6,149328112923.0,199173492614.0,6525.486389342852,166.162861247,566.878216917,234.469209056,616.981391491,-152.817016261,-991.551849963,-3.38683638327
1995.0,1124.53222752,1324.14037425,413725316134.0,0,67054030145.4,148641780803.0,198029505186.0,6525.486389342852,160.651968556,662.355860119,245.422992594,-54.7148196504,-345.219213856,-920.723380609,-15.7044654516
2005.44815753,891.279428131,1150.76050783,417812904311.0,0,68088307881.8,149630440376.0,200094156053.0,6525.486389342852,173.045332668,-873.921375199,169.570100578,-212.129460276,-211.412368148,204.433443801,2.06871722046
2001.12147855,916.645732103,1192.04519278,422385333694.0,0,68087901386.7,151916445686.0,202380986622.0,6525.486389342852,173.047661145,239.407347403,167.501693742,455.179404855,-385.737169199,611.583279208,-46.6265886214
2104.5283639,1279.29722886,1174.71365951,418255019418.0,1,68260408521.3,149714001430.0,200280609466.0,6525.486389342852,174.564837802,-676.572247731,285.593080326,888.489162697,-218.524745575,218.436111658,6.5987309939
2179.82038574,888.792606778,1429.03159629,427886631666.0,1,68252258182.3,154505819126.0,205128554358.0,6525.486389342852,174.828017884,-139.820930636,155.972106044,-406.552095613,-377.248206177,878.010795524,26.2479905847
2115.21465396,918.031342865,1368.83703335,419292821553.0,2,68583905963.3,149905461091.0,200803454499.0,6525.486389342852,178.110660218,974.276195694,275.659876867,940.097565412,-350.234535568,237.169381083,-16.1705674651
2034.41527853,1051.42232685,1154.43213205,418913436205.0,1,68577971854.7,149712827079.0,200622637271.0,6525.486389342852,178.142072611,175.885181737,248.397603881,703.296349407,-319.746920627,304.773419703,-13.2718779596
2004.09573363,942.594655109,1149.11557012,417336313209.0,0,68127466194.5,149403148003.0,199805699011.0,6525.486389342852,172.922906092,-354.762691168,296.753412907,186.539796743,-372.875291321,-114.215565545,39.7191866015
2032.25461265,923.316367963,1221.1969235,419279214389.0,0,68076303119.8,150412879677.0,200790031593.0,6525.486389342852,172.495994256,-740.843558093,294.767900811,-80.5915474681,-209.983294604,387.341981491,-44.9422801384
1995.00127663,1182.16558146,1373.17969994,425792233992.0,1,68515698443.1,153192646938.0,204083888610.0,6525.486389342852,177.709731063,-840.031912334,169.235010834,776.691684703,-283.391891288,776.749998242,2.25618417845
2003.75244083,931.596094512,1143.27763872,417377815766.0,0,68164878905.8,149370262060.0,199842674800.0,6525.486389342852,173.518526899,-880.90242881,261.254511973,184.370180029,-283.188650535,-565.068966137,31.725082052
1995.36114636,1218.08762894,1382.84102766,417277271673.0,0,67806096296.1,149664027024.0,199807148353.0,6525.486389342852,169.64491363,812.713526944,240.01915529,-399.681903016,-223.812653158,37.9618810139,-36.6078478889
2007.62799025,990.552169727,1300.56251303,417252011518.0,0,67895891391.0,149561701536.0,199794418591.0,6525.486389342852,170.667282706,630.577543162,223.226640726,223.46764667,-392.736800822,-969.931500676,24.6446365968
2094.39688531,909.581269785,1346.27392382,418063194288.0,0,68535469909.1,149327064247.0,200200660132.0,6525.486389342852,177.721117484,708.030764736,238.214009102,637.552596409,-159.438718855,-888.634306534,-20.7139656351
1995.25830113,897.140488976,1132.23152773,417210041389.0,0,68059900976.4,149372884133.0,199777256280.0,6525.486389342852,172.556408792,-243.931772567,198.080935378,-215.455139385,-210.138409245,-575.445329257,32.1043334375
2008.70642237,970.730987742,1146.82244886,418249312213.0,0,68200337350.3,149749898991.0,200299075872.0,6525.486389342852,174.138502602,359.114977253,218.472157665,-572.941683374,-189.581396147,234.183417099,5.88374197564
1995.89576674,904.328199292,1144.62194795,416002916111.0,0,67580189282.9,149249275934.0,199173450894.0,6525.486389342852,167.068866185,-880.185707569,228.439252394,-465.502214332,-230.761982877,59.7905651979,-33.7995401204
2125.09236559,1158.60334355,1138.04399976,416608620293.0,1,67749722301.3,149375060647.0,199483837345.0,6525.486389342852,169.124382148,-579.440150784,201.851790658,732.115129126,-360.914763141,-553.106719499,-46.0832734953
1997.7574167,1056.72595696,1312.96362135,422304818089.0,0,67999013084.0,152004258894.0,202301546111.0,6525.486389342852,171.614858324,-884.692687152,298.377566188,511.874570686,-300.125660829,616.801669078,-38.3872485357
2064.12360313,980.263853268,1141.58391574,416247820646.0,0,67641306093.8,149297633474.0,199308881078.0,6525.486389342852,167.933655752,126.583976429,181.081013873,529.699206158,-279.663460228,-444.036628131,-33.4914076291
2160.4250118,1321.61872745,1149.08289406,426252059910.0,1,67642837538.6,154317050437.0,204292171934.0,6525.486389342852,167.73237966,961.419834624,238.165829491,-203.227202036,-282.473614103,828.905192881,18.0945520794
1995.02564073,924.442010029,1156.47585805,417578874730.0,0,68406562886.1,149234770511.0,199937541333.0,6525.486389342852,176.105578207,-418.611277682,298.275090992,-86.3058503762,-394.623009511,-484.018230246,10.1147012022
2030.39514325,926.945315718,1284.88562702,417780257598.0,0,68255109073.8,149460587001.0,200064561523.0,6525.486389342852,174.740805648,589.999736597,220.071318745,377.464485411,-211.097525511,-983.928385683,-15.4684693401
1995.00054522,894.688080606,1135.2062889,415136975923.0,0,67375779662.6,149009237515.0,198751958745.0,6525.486389342852,164.784111436,-446.038623419,186.659480282,-304.106367242,-358.041303924,-757.938477453,1.47492813503
2050.53070172,1029.0712818,1495.76165714,417595086596.0,1,67830590203.5,149795392902.0,199969103491.0,6525.486389342852,169.959812139,964.390225349,229.90090955,473.973795349,-271.601523847,-645.931344446,-26.3427590818
2089.63824303,995.066600258,1157.28750613,417654475885.0,0,68448389198.6,149209890891.0,199996195795.0,6525.486389342852,176.783737936,205.361062154,226.778367639,621.41888376,-220.125885571,-936.975816673,20.0389036017
1995.04946917,909.972942121,1144.55346535,417215924628.0,0,68061546832.2,149382840337.0,199771537459.0,6525.486389342852,172.47805579,-754.060243399,249.851466661,-649.813179508,-372.05954055,-841.273907405,14.0493567514
1995.14062459,898.169280226,1134.21410167,417226190495.0,0,68070642204.2,149367928066.0,199787620225.0,6525.486389342852,172.701824423,-593.787089216,202.689555582,-707.385586324,-204.841337774,-738.990698002,23.6878001831
1995.31722981,1061.34983172,1263.22704929,416645346692.0,0,67722560682.3,149458542989.0,199464243021.0,6525.486389342852,168.372855473,525.078879689,291.771546585,-211.811949121,-378.414343237,-489.731247802,35.5787516884
2148.15537975,1228.19847392,1150.78426115,416169973129.0,1,67610997458.4,149312836636.0,199246139034.0,6525.486389342852,167.302590745,-191.717753648,263.293752956,820.684404017,-373.158125658,24.1001112072,-15.1868523006
2002.10621569,1129.59848091,1416.4506947,427367104186.0,2,68123572501.5,154384681458.0,204858850227.0,6525.486389342852,173.299273332,-259.208361688,164.829712541,695.125092299,-162.971059538,858.377917282,41.8666219363
1995.0,893.941041965,1134.85928049,417509526806.0,0,68578945563.1,148991345266.0,199939235976.0,6525.486389342852,178.350424941,-387.350888145,183.045312724,-559.367102432,-370.96505807,-161.979612968,-46.5956622606
2084.67450365,1228.14562089,1157.42276591,421228544050.0,0,67496217634.5,151929047614.0,201803278801.0,6525.486389342852,166.281433207,845.9395082,164.629932224,-321.445059035,-369.359729064,604.849391297,-26.4885639053
1995.07067957,912.771110787,1146.07170436,415147521528.0,0,67391501497.8,149022551641.0,198733468389.0,6525.486389342852,164.68781056,-992.655435281,259.857847075,-878.985192207,-397.714318836,-501.77984809,16.7933463185
2010.25484868,1065.25593555,1384.79653719,418162919952.0,0,68473255884.2,149472264533.0,200217399535.0,6525.486389342852,176.695746292,773.787320189,296.538701169,243.494941464,-319.561856002,-363.455267919,42.5413930603
1995.59093115,900.439961316,1131.93834014,416784437438.0,0,67853965417.2,149379632429.0,199550839592.0,6525.486389342852,170.078904813,-944.728783461,212.525584188,-510.23712422,-384.589904129,-481.161575215,48.5609359445
1998.2615127,1268.81252287,1517.78707716,415082438388.0,1,67211839041.9,149177821777.0,198692777568.0,6525.486389342852,162.412867419,986.100198435,288.123739093,113.606686042,-262.660439859,-436.610714226,10.8440784154
1995.0,921.656026251,1156.81667983,417541449969.0,0,68351277907.7,149228404396.0,199961767666.0,6525.486389342852,175.97157185,243.947899542,155.930282605,-494.53402002,-158.911312192,-766.600396543,-9.01390367394
1169.04439176,1142.48207432,2215.09353787,331288069559.0,1,60121770120.7,113182021896.0,157984277542.0,6035.239756344257,160.653037217,259.315745377,212.179485583,962.6081142,-203.658569511,-639.134991994,-28.6955165915
1143.62955644,905.048928154,1995.0,338188249263.0,0,62282027356.0,114477493594.0,161428728312.0,6035.239756344257,177.328638353,-828.540488966,231.275944171,-856.007316602,-244.98990545,-908.77821652,-39.4081409538
1138.98734915,907.304180686,1995.2703637,335014090660.0,0,61040684087.4,114142613347.0,159830793226.0,6035.239756344257,168.240089546,-857.60331762,239.949737008,-17.7987942385,-274.31987867,-764.096752482,32.845460051
1268.07265752,931.975550248,2116.118446,338659382635.0,1,62351432383.2,114676832415.0,161631117837.0,6035.239756344257,177.573193931,547.856636738,280.346720482,703.930794034,-362.802912887,-235.470697499,49.1295707378
1471.77018761,899.422600534,2205.29415287,344645908697.0,2,60651809295.2,119339422033.0,164654677369.0,6035.239756344257,165.170519723,-734.404142383,208.173039446,-291.29693103,-201.303852368,939.154997154,35.8495748399
1431.26317322,960.114181549,2068.24484616,336238666374.0,0,61191731731.1,114601825190.0,160445109453.0,6035.239756344257,169.427487465,873.466677882,218.19801297,543.946012753,-258.877371511,-62.9443226773,41.6470751293
1141.31857808,912.621584765,1999.31100912,338569742368.0,0,62512294575.5,114435992010.0,161621455783.0,6035.239756344257,178.88144626,-52.4020778619,223.720647932,131.15726693,-174.562805838,-350.048870566,4.15722505518
1335.382127,1028.43174492,2006.21861767,344084656137.0,0,62460921821.8,117267919088.0,164355815227.0,6035.239756344257,178.387354278,-976.688932614,294.835585502,452.900465317,-264.366752301,664.768683549,-40.0624686919
1140.92147812,905.214150473,1995.05219939,338371505289.0,0,62388574972.2,114464701358.0,161518228959.0,6035.239756344257,178.031149644,-758.92893045,231.921663967,-808.132194832,-222.302356274,-577.822188363,14.431849845
1137.0429104,896.711536721,1995.0,331615154789.0,0,60222433972.6,113240413129.0,158152307688.0,6035.239756344257,161.597243965,-846.718387383,196.128988395,-890.030755722,-386.982111872,-475.590429041,-15.1230086669
1455.23312448,1189.70177708,1998.93805182,335644121128.0,1,60995097451.1,114474625218.0,160174398459.0,6035.239756344257,168.10670123,914.048331486,166.790570188,125.412658898,-307.007619645,-792.512330566,-28.1298622846
1139.70999418,911.569183932,1996.33816472,331564312752.0,0,60192852444.1,113245665474.0,158125794835.0,6035.239756344257,161.323694581,-153.007418326,198.04813325,161.586862122,-266.986161676,88.8027494516,6.5985510352
1316.66814301,1037.42244615,2001.92784912,339657811479.0,0,60795692660.1,116715345496.0,162146773323.0,6035.239756344257,166.237955197,-509.29305801,243.583040608,501.285980361,-183.160322016,662.279379172,42.0860859696
1391.77226246,908.812414651,2147.37421878,342637790014.0,0,60951102524.5,118040450585.0,163646236904.0,6035.239756344257,167.561979924,-653.729457439,245.591133847,-588.557261964,-251.816832866,794.269781055,18.0707051825
1183.6990886,911.908515392,2003.03391847,335519453642.0,0,61152684599.4,114267662420.0,160099106623.0,6035.239756344257,169.231825753,343.158437618,196.107541257,177.345372068,-182.15954077,-15.5552389784,25.8553193839
1297.09001745,957.722876281,2019.15797596,346646719912.0,1,61702696961.7,119295775828.0,165648247123.0,6035.239756344257,173.219117027,273.836497993,261.878752787,561.98164647,-217.41380594,873.388023887,-47.7216403791
1140.46671074,1304.70813126,2173.01385342,338136100802.0,1,62123031476.6,114600549808.0,161412519517.0,6035.239756344257,176.312447156,-318.109867524,197.086229996,947.520620204,-398.8923188,86.1471778747,-5.81142210195
1318.82477343,1320.10602294,2016.61047849,337074060956.0,1,60176585156.4,116038284253.0,160859191546.0,6035.239756344257,160.984969189,-900.90477774,234.53499238,960.233434721,-190.810529865,668.443547126,39.3888745204
1375.61069463,926.062430952,2171.24655254,345124795062.0,1,61312727098.0,118932622978.0,164879444986.0,6035.239756344257,170.283012302,107.855200488,283.432323048,-94.0481526714,-353.705992924,856.882870696,6.19175524207
1224.8299791,895.941445888,2072.10963483,336862736823.0,0,60493575097.8,115587306394.0,160781855331.0,6035.239756344257,164.001109171,90.6439679368,169.910992983,-276.938523451,-260.356544608,559.923386272,9.95692070966
1479.84630089,1310.38709314,1995.22430781,337531371843.0,1,61621645996.1,114832652255.0,161077073592.0,6035.239756344257,172.5340267,933.962251372,281.431780153,-146.896329738,-307.295366291,-747.807963931,29.9171935853
1157.16929921,1315.97172584,2204.89020048,335164089002.0,1,61044717392.5,114222438597.0,159896933013.0,6035.239756344257,168.202246995,-32.5510101815,290.930897335,938.890726432,-208.907396388,-420.742720639,-18.3347482206
1135.37331131,989.849593575,2019.4219519,336668173006.0,0,61506846147.6,114484471026.0,160676855833.0,6035.239756344257,171.923181786,-822.297969452,175.919726025,428.053113406,-371.14534668,116.439683537,30.6119281117
1495.83702526,963.913851951,2104.48629385,332028632910.0,1,60155589629.0,113545239713.0,158327803568.0,6035.239756344257,160.717045124,946.678566863,294.835712194,669.953402126,-223.881544009,-584.464022194,-45.5468209985
1229.0113039,1010.78869459,1995.0,338732343290.0,0,62496003267.3,114525696291.0,161710643732.0,6035.239756344257,178.825864814,466.07948628,197.075360133,-561.132913882,-242.433311942,-324.320923896,-36.3303525786
1376.30237381,1195.02515081,1995.57092486,334216983978.0,0,60695846948.4,114103838898.0,159417298132.0,6035.239756344257,165.345364522,770.883367729,261.149276155,-729.109184764,-362.201675026,-384.095139198,47.7317100429
1151.13466855,912.903083921,1997.46876744,335067572431.0,0,61021034104.4,114189014078.0,159857524249.0,6035.239756344257,168.085771858,-117.36961085,260.321033788,-481.068089948,-235.156978089,98.3880168815,13.2768610521
1164.72571692,1032.10090977,2010.6301367,338186718573.0,0,61454451829.4,115287886191.0,161444380552.0,6035.239756344257,171.597437269,618.620709872,172.087561806,99.0120503757,-152.608047667,349.229049401,-4.51732755873
1432.0642164,1253.60184492,1995.14926624,334133942041.0,0,60624842185.5,114105100420.0,159403999435.0,6035.239756344257,164.990594944,873.636788646,206.522025724,-726.646443938,-242.214903785,-934.369132947,24.4048068499
1326.88436381,1127.76199392,1995.0,335102946191.0,0,60960807448.3,114273229162.0,159868909581.0,6035.239756344257,167.560389175,652.470994667,283.731767765,-198.2650619,-181.162145483,-844.540623954,-20.5026617058
1130.53514029,894.260342941,1995.23549193,337421877627.0,0,61895940978.5,114474430307.0,161051506342.0,6035.239756344257,174.7068239,8.07564048537,184.421649998,-271.762801989,-226.169709344,-582.21136856,30.6540088694
1217.12640732,915.943221949,2035.43306653,337339943837.0,0,61125069279.1,115225563788.0,160989310770.0,6035.239756344257,168.863542953,-526.012863142,270.789560053,-175.75247086,-399.3532975,403.321621415,17.1591969379
1171.36206682,894.15234235,2021.96496405,345261975004.0,0,61645983829.4,118636065123.0,164979926053.0,6035.239756344257,172.983315327,515.52618164,180.268405332,478.287581117,-314.136292511,807.403542213,-20.560688602
1137.2227299,931.961366405,2010.98892366,337537511807.0,0,61943802490.6,114480506865.0,161113202452.0,6035.239756344257,175.069940553,-406.008023338,197.168804322,253.083881496,-379.577850594,-277.208110064,-16.6628111921
1184.16562412,934.14986,1996.63293526,344438587962.0,0,61932539578.1,117957570465.0,164548477919.0,6035.239756344257,174.884039891,438.638072866,248.66916054,651.181267381,-226.341544082,731.915883061,-5.26693659813
1199.54343689,965.215264628,2132.61686586,334099664786.0,1,60722894984.9,113978431739.0,159398338062.0,6035.239756344257,165.894179641,389.10454833,181.939845673,753.677448622,-377.62379825,-688.413784475,-27.4361892063
1421.94433967,1246.79373775,1995.03900355,342976466013.0,2,60706271465.0,118442604454.0,163827590094.0,6035.239756344257,165.6829424,-740.939666618,215.253309446,861.705075575,-351.892613367,849.23007359,-20.1809420363
1252.67755903,908.820065236,2041.80858628,341418672602.0,0,61708127825.4,116667368288.0,163043176489.0,6035.239756344257,173.322678378,82.6172330473,233.457165326,158.94981412,-333.825592459,593.638223078,1.81387349506
1264.14307932,922.600192236,2095.2956013,341030036388.0,0,61304752096.0,116889535428.0,162835748864.0,6035.239756344257,170.25053656,113.408150632,269.638102062,-259.046270583,-214.930665182,640.370926733,12.7958204917
1255.61009057,923.161354754,2023.4719028,336803277455.0,0,61532170885.9,114543705125.0,160727401444.0,6035.239756344257,171.984368672,544.917816644,206.162229396,334.920145033,-184.975796149,-872.913588672,47.3501623545
1138.65475615,904.207477109,1995.12906842,333755171837.0,0,60701307666.6,113844891556.0,159208972614.0,6035.239756344257,165.576614207,-572.567073829,227.960877478,-277.694835534,-329.419524801,-223.274582267,22.6936036335
1131.00109995,889.0379565,1995.0,338624945458.0,0,62557254387.8,114400599432.0,161667091638.0,6035.239756344257,179.29667472,-124.229491598,157.364189375,-536.45847249,-306.41475587,-894.594928238,-43.02677054
1148.36884739,916.341202031,1995.0853831,334233355624.0,0,60828829668.3,113969309125.0,159435216831.0,6035.239756344257,166.512063641,-736.955111734,272.13268554,-174.270314819,-385.416216179,-595.597824465,18.4576776017
1137.02228853,897.768305461,1995.48696956,331817324456.0,0,60262675303.2,113301224060.0,158253425093.0,6035.239756344257,161.954120249,-414.63871951,196.009399303,44.0822603211,-231.661746341,-658.257280718,-0.102658261109
1125.06392161,932.034802709,2015.44241436,335845164755.0,0,61286234522.1,114295663907.0,160263266326.0,6035.239756344257,170.261402463,-455.911191209,152.167246768,282.681804282,-399.767084731,-381.504781029,45.5425418097
1145.27929887,1315.40337501,2210.75131269,333969395878.0,1,60715994932.6,113936566152.0,159316834793.0,6035.239756344257,165.703496353,-404.789193693,239.300381139,952.573549166,-225.854104457,-994.740080401,-1.79040412384
1129.52678335,903.050269722,2001.66594945,338639732785.0,0,62564531110.7,114400105948.0,161675095726.0,6035.239756344257,179.348490145,-575.069175427,152.548733507,163.106325905,-205.675241433,-893.324246572,6.15626679285
1186.50197947,961.45186485,1995.05153303,336094832070.0,0,61337158846.3,114367067669.0,160390605554.0,6035.239756344257,170.66435667,347.652485505,194.68548417,-563.475478136,-380.443384659,-945.125203148,14.3394373461
1160.85486436,907.069736879,2012.12032384,338495434737.0,0,61993310738.0,114919669103.0,161582454896.0,6035.239756344257,175.347867762,62.1743763307,230.835124038,-58.5398804023,-222.387091556,261.922121296,-17.4010882494
1253.43033918,896.011497012,2065.34941504,336044096206.0,0,61183659476.4,114499401559.0,160361035170.0,6035.239756344257,169.466922441,636.758615861,192.844764826,632.015256568,-150.419452621,98.3529659937,29.1164185496
1359.3090949,933.386408455,2197.16960137,349137812183.0,2,62440938050.2,119802333692.0,166894540441.0,6035.239756344257,178.335154446,195.409485375,259.615717,-323.303359419,-158.927285227,920.613522152,-39.8253799975
1261.81786583,1054.67304732,1995.09254348,338595266998.0,0,62367503784.1,114601932720.0,161625830494.0,6035.239756344257,177.861263884,536.855946402,241.85931768,-528.819340708,-388.60991637,-160.248010743,19.2160619145
1143.03237145,994.596572948,2030.13679536,337230103324.0,0,61123060017.7,115155434098.0,160951609209.0,6035.239756344257,168.981337727,416.016696874,224.783119565,-977.096372519,-260.454081582,376.07234395,-18.3914523474
1428.26103917,1298.60973893,1996.63694652,345465119112.0,2,61256685422.4,119147312877.0,165061120813.0,6035.239756344257,169.94519216,-168.056481427,196.249335651,939.280816532,-326.697812754,873.684464388,47.2357365978
1444.5590223,1023.35193492,2034.21631779,345541247833.0,2,61181677857.0,119243622139.0,165115947837.0,6035.239756344257,169.500324917,-935.325990887,193.942021469,493.974366764,-282.062567338,891.480376245,-46.7925455172
1139.27586858,960.320670776,2023.13279,338024944528.0,0,62182519294.2,114488713634.0,161353711600.0,6035.239756344257,176.697615323,-177.407832135,208.685180929,336.216129862,-344.051168721,-472.897760302,-37.8775814377
1351.2890281,1085.0258217,1998.49609013,333098931819.0,0,60422516835.7,113776320055.0,158900094928.0,6035.239756344257,163.396240008,748.770614528,173.646416095,131.111359001,-156.841996493,12.9520501786,-14.2161071889
1130.82074832,891.284252625,1997.02955369,337241595118.0,0,61779589855.3,114499802311.0,160962202952.0,6035.239756344257,173.888618811,-113.572888165,169.595456828,-484.86462846,-167.502660197,82.1094531478,36.8792086655
1277.35784871,910.395395423,2043.60492606,338256909353.0,0,62144691064.6,114643868950.0,161468349339.0,6035.239756344257,176.429656383,575.940371194,213.391102156,443.053150105,-247.751406742,-322.825498771,-28.0097020844
1140.8340363,1079.70641842,2056.28381392,337912438674.0,0,60883991437.9,115725810628.0,161302636609.0,6035.239756344257,167.179535808,603.398320257,189.872107211,-676.004265504,-308.156123661,498.275148274,-5.63709193839
1361.77173248,1262.01366432,1999.56818112,340931593751.0,1,60682284554.6,117457237351.0,162792071846.0,6035.239756344257,165.377640252,-879.897567586,219.299637432,882.587762187,-199.038771467,753.616770492,40.1795251439
1156.30033875,1034.14893297,2048.00010985,334497073611.0,0,60892744579.5,114045397264.0,159558931767.0,6035.239756344257,166.961242681,-734.183710679,299.507642264,462.746353614,-314.733062626,-928.20565903,12.0524746551
1205.53453275,1054.26213266,2221.29544565,331785913325.0,1,60201508689.7,113356249847.0,158228154789.0,6035.239756344257,161.325625469,419.516168723,190.101438914,976.027702555,-252.871342384,-451.655260254,38.7089231632
1318.28783855,904.048873835,2100.43530226,338163693220.0,0,60460760331.7,116285290954.0,161417641934.0,6035.239756344257,163.596699445,-346.673651614,227.330961997,-282.68408784,-382.681093102,657.117538172,-2.91888034265
