AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,PV_Panels,bomCost,BattCap,GyroSize
0.08511523,1.756799035,27.02979507,9.850530045,None,100,4.21897672,3,235066,82.94714199,935.5429598
0.085115212,1.756801078,27.02979488,7.141492512,None,100,4.233072443,3,235066,101.3190539,678.0623785
0.085115265,1.756795263,27.02979533,10.0884421,None,100,4.246508195,3,235066,116.6301856,958.1462539
0.085115283,1.75679701,27.02979483,4.114313625,None,100,4.309061488,3,235066,176.65391,390.2630231
0.085115202,1.756796354,27.02979494,7.559888403,None,100,4.282888824,3,235066,152.7743982,717.9939582
0.085115228,1.756796237,27.02979717,5.722957287,None,100,4.568450475,3,235066,409.3212373,543.5341717
0.085115257,1.756796724,27.0297962,10.37200324,None,100,4.404885111,3,235066,261.5146102,985.0857118
0.085115226,1.756795221,27.02979505,7.189204895,None,100,4.237706883,3,235066,106.8031533,682.9566657
0.085115247,1.75679565,27.02979629,4.214925427,None,100,4.565169198,3,235066,405.962894,400.3095979
0.085115234,1.756795619,27.0297963,3.689035197,None,100,4.543075615,3,235066,385.110374,350.3642631
0.085115347,1.756801319,27.02979492,7.706139883,None,100,4.359063706,3,235066,221.1760429,731.7650677
0.085115223,1.756796676,27.02979592,7.693364557,None,100,4.53894735,3,235066,381.8957105,730.7034839
0.085115183,1.756801534,27.02979483,5.492899926,None,100,4.208802057,3,235066,65.23167587,521.6811327
0.085115263,1.756796993,27.02979502,3.503806477,None,100,4.25125402,3,235066,121.3672671,332.599111
0.085115213,1.756796002,27.02979508,4.11660448,None,100,4.320455494,3,235066,186.9390789,390.9699314
0.085115169,1.75679645,27.02979489,6.360855185,None,100,4.510415268,3,235066,355.414808,603.0026158
0.085115207,1.756796711,27.02979686,9.723083478,None,100,4.63525323,3,235066,475.1097106,919.1895389
0.085115297,1.756799176,27.02979647,0.738388237,None,100,4.615688978,3,235066,453.6211831,70.12098173
0.085115264,1.756800512,27.02979742,2.893960826,None,100,4.455072336,3,235066,304.914016,274.9214943
0.08511522,1.756797913,27.02979586,10.1792173,None,100,4.229330916,3,235066,96.85235483,966.7836301
0.085115275,1.756795458,27.029795,4.238166411,None,100,4.313964949,3,235066,181.206422,402.5151197
0.085115262,1.756796224,27.02979495,6.678609535,None,100,4.203964245,3,235066,51.9569925,633.3441447
0.085115258,1.75679571,27.0297971,7.147971537,None,100,4.626210348,3,235066,465.4942294,678.8712913
0.085115378,1.756796004,27.02979622,7.932891027,None,100,4.503799949,3,235066,349.4834945,753.4150795
0.085115257,1.756797704,27.02979492,2.395341259,None,100,4.213174673,3,235066,73.44415537,227.4331344
0.085115255,1.756797107,27.02979689,1.484881079,None,100,4.447837267,3,235066,298.3076138,141.0249101
0.085115198,1.756796486,27.02979562,4.683665604,None,100,4.462586883,3,235066,311.7781495,444.8246119
0.085115182,1.756795707,27.0297962,7.17612258,None,100,4.508701185,3,235066,353.8556877,681.1661448
0.085115203,1.756797414,27.02979488,9.313031796,None,100,4.327313942,3,235066,193.3795591,884.033178
0.085115307,1.756801052,27.02979846,1.492630235,None,100,4.378641851,3,235066,237.7346374,141.769723
0.08511522,1.756796136,27.02979586,3.684047924,None,100,4.575874348,3,235066,416.0237187,349.8900822
0.085115239,1.756797269,27.0297948,5.703257758,None,100,4.233326947,3,235066,101.563682,541.6628491
0.085115277,1.756796329,27.0297951,5.680443725,None,100,4.267361423,3,235066,137.7744199,539.4761136
0.085115311,1.756801494,27.02979772,2.385881231,None,100,4.521899906,3,235066,365.1871687,226.6053198
0.085115295,1.756800664,27.02979746,3.497375386,None,100,4.375437383,3,235066,235.1264239,332.0806599
0.08511536,1.756796454,27.02979639,5.594027905,None,100,4.481981411,3,235066,329.3891309,531.2876665
0.085115303,1.756797348,27.02979493,9.90479492,None,100,4.352494362,3,235066,215.652616,940.6747733
0.085115207,1.756797326,27.02979506,7.382301621,None,100,4.206962889,3,235066,60.95511029,701.1257885
0.085115251,1.756796001,27.02979575,2.91029933,None,100,4.214057865,3,235066,74.98048655,276.469797
0.085115231,1.756797208,27.02979521,10.29797582,None,100,4.300804665,3,235066,169.5603841,974.6922904
0.085115323,1.756798139,27.02979516,8.785459785,None,100,4.298213849,3,235066,167.1136093,834.3914882
0.085115151,1.756795295,27.02979649,8.172203727,None,100,4.45030162,3,235066,301.3732427,776.1490795
0.085115284,1.756799837,27.02979498,6.867955647,None,100,4.283380699,3,235066,153.1824744,652.2748561
0.085115285,1.756796978,27.02979647,7.803204432,None,100,4.594178367,3,235066,434.3735243,741.1102026
0.085115282,1.756799162,27.02979486,2.892762396,None,100,4.367482211,3,235066,228.1489755,274.6542981
0.08511527,1.756799049,27.02979637,8.462412712,None,100,4.633529505,3,235066,473.1191477,804.1517319
0.085115258,1.75679768,27.02979593,8.909203191,None,100,4.614923815,3,235066,454.9273448,845.4024242
0.085115238,1.756801729,27.02979599,4.226580019,None,100,4.391597068,3,235066,249.2482975,401.3004099
0.085115247,1.756795728,38.02797003,2.695727922,None,100,4.522553414,4,249066,289.9008883,256.0184134
0.085115259,1.756795812,38.02796748,10.32868532,None,100,4.409518597,4,249066,145.2770129,980.9584263
0.085115276,1.756795273,38.02796944,7.249062381,None,100,4.607469566,4,249066,379.3009157,688.4845721
0.085115235,1.756800346,38.02796846,0.649477763,None,100,4.572961929,4,249066,343.0458203,61.68616992
0.085115191,1.756800805,38.02796713,2.604670888,None,100,4.499353488,4,249066,264.3566947,247.4750618
0.085115303,1.756797882,38.02796852,2.995888872,None,100,4.476060722,4,249066,237.8020415,284.5841703
0.08511519,1.756796294,38.02796868,4.770164509,None,100,4.483463811,4,249066,246.4850195,453.0419732
0.085115195,1.756800201,38.02796966,8.34133543,None,100,4.698802709,4,249066,472.5978803,793.510877
0.085115192,1.756797402,38.02796711,8.812190194,None,100,4.470553411,4,249066,231.625162,836.9320368
0.085115189,1.756797008,38.02796884,3.020127039,None,100,4.614183209,4,249066,385.7139354,286.6116927
0.085115252,1.75679556,38.02796749,5.429246364,None,100,4.467270291,4,249066,227.4860111,515.6368861
0.085115243,1.756799218,38.0279699,8.524830302,None,100,4.503898495,4,249066,269.8307238,809.5852855
0.085115284,1.756798566,38.0279674,3.887629508,None,100,4.393131719,4,249066,107.1802034,369.2148973
0.08511522,1.756802634,38.02796995,4.829443729,None,100,4.616900443,4,249066,388.6999676,458.6558242
0.085115262,1.756794904,38.02797047,10.29775856,None,100,4.637120123,4,249066,410.1011055,978.0341842
0.085115218,1.75680031,38.02797037,5.618645465,None,100,4.623633123,4,249066,395.7020577,533.4964133
0.085115302,1.756795525,38.02796944,6.89793351,None,100,4.683630207,4,249066,456.908405,654.2618373
0.085115178,1.756795441,38.02796733,8.599194372,None,100,4.400316851,4,249066,126.230736,817.0973818
0.085115295,1.756799607,38.02796713,4.806766172,None,100,4.393205458,4,249066,107.4731991,456.4660031
0.085115257,1.756795695,38.02796769,2.938542113,None,100,4.453991425,4,249066,210.8872282,279.0419725
0.085115172,1.756795609,38.02796923,9.978666358,None,100,4.639995442,4,249066,413.0338557,947.7094845
0.085115248,1.756796954,38.02796705,1.778575474,None,100,4.386175014,4,249066,76.42334627,168.9485117
0.085115262,1.756796558,38.02796703,0.590927816,None,100,4.419651454,4,249066,162.3839707,56.12280558
0.08511524,1.756798037,38.02796743,8.785178535,None,100,4.451227138,4,249066,207.6697354,834.3618107
0.085115256,1.756798832,38.02797027,5.208812969,None,100,4.483414787,4,249066,246.4906191,494.9001805
0.085115275,1.756796335,38.02797112,7.666755473,None,100,4.626294542,4,249066,398.7053838,728.1436381
0.085115264,1.756795648,38.02796708,1.291143443,None,100,4.384645972,4,249066,58.6529054,122.6239391
0.085115238,1.75679711,38.02796918,0.545421156,None,100,4.64049096,4,249066,412.2116182,51.8009056
0.085115251,1.756796241,38.02796947,7.091327997,None,100,4.713838378,4,249066,487.6822447,673.4898642
0.085115263,1.756797271,38.02796919,4.359700582,None,100,4.573137933,4,249066,343.5926169,414.0592006
0.085115245,1.75679545,38.02796984,10.1668868,None,100,4.450518026,4,249066,206.9129433,965.9039572
0.085115283,1.756795709,38.02796868,8.866996781,None,100,4.681310444,4,249066,454.8867942,842.1396399
0.085115213,1.756797194,38.02796711,0.935539449,None,100,4.398006344,4,249066,120.4228727,88.89451701
0.085115237,1.75680017,38.02796797,8.39878259,None,100,4.469484175,4,249066,230.3045055,797.2734284
0.085115278,1.75679865,38.02796704,0.968555607,None,100,4.388947852,4,249066,91.7675561,91.98709739
0.085115233,1.756795733,38.02797012,5.735421474,None,100,4.481020798,4,249066,243.7753164,544.7096436
0.085115288,1.756796031,38.02796893,6.370939287,None,100,4.511464784,4,249066,278.0644656,605.0728065
0.085115246,1.756796116,38.02796987,1.061945521,None,100,4.58125277,4,249066,351.6697955,100.1901257
0.085115207,1.756796477,38.02797034,8.218452195,None,100,4.648032946,4,249066,420.9252597,780.5409631
0.085115227,1.756795568,38.02796743,1.5229888,None,100,4.504424316,4,249066,269.9653368,144.6451199
0.085115208,1.756796403,38.02797095,3.872760857,None,100,4.697848128,4,249066,470.909638,367.8042006
0.085115212,1.756796341,38.02796828,2.454259094,None,100,4.642852647,4,249066,414.8586178,233.0916589
0.085115245,1.756795457,38.02796721,4.734358465,None,100,4.384803903,4,249066,61.38173541,449.6773041
0.085115292,1.756796037,38.02796901,2.128303252,None,100,4.652327663,4,249066,424.438677,202.1330203
0.08511532,1.756800556,38.02796835,8.439567833,None,100,4.499900391,4,249066,265.4033117,801.4280953
0.085115239,1.756800242,38.02796908,8.800501403,None,100,4.45960617,4,249066,218.3215381,835.7816475
0.085115234,1.756797788,38.02796706,1.182531707,None,100,4.403853593,4,249066,133.7215419,112.3097266
0.085115253,1.756800699,38.02797057,7.310886022,None,100,4.724743374,4,249066,498.7608139,694.6227483
0.085115218,1.756796566,38.02796706,1.598015487,None,100,4.45256014,4,249066,209.0343736,151.8322058
0.085115202,1.756794237,38.02796721,5.679751432,None,100,4.448345466,4,249066,203.8070157,539.3985606
0.085115206,1.756797515,38.02796907,1.514305538,None,100,4.608303093,4,249066,379.5273341,143.7857835
0.085115287,1.756796687,38.02796826,7.997171621,None,100,4.449710434,4,249066,205.6839916,759.528184
0.085115216,1.756801319,38.02797083,1.990247915,None,100,4.684990272,4,249066,457.5455251,188.9423006
0.085115229,1.756800655,38.02796702,0.564452762,None,100,4.412400315,4,249066,150.0719986,53.6074731
0.085115268,1.756795925,38.02797425,7.164560858,None,100,4.648597577,4,249066,421.3399209,680.4497351
0.085115267,1.756798253,38.02796729,3.670664075,None,100,4.394909175,4,249066,112.3653403,347.4293686
0.085115259,1.756795336,38.02796888,8.36164162,None,100,4.697658868,4,249066,471.4399657,794.1422418
0.085115289,1.756797036,38.02796919,1.440130372,None,100,4.509618731,4,249066,275.6892443,136.7749926
0.08511517,1.756795648,38.02796894,2.597060569,None,100,4.442541341,4,249066,195.9496549,246.6556828
0.085115208,1.756797967,38.02797062,8.330003353,None,100,4.517322329,4,249066,284.7265023,791.3966508
