Angle,Mass,MinBatteryCharge,CtrlGain_D,Iyy,bomCost,Izz,CtrlGain_P,MaxBusVoltage,PV_Panels,CompZ,Dist_2_3,CompX,GyroSize,BattX,Dist_1_2,Dist_1_3,MinBusVoltage,GyroZ,Ixx,BattZ,GyroX,InertialTensor,MaxTemperature,MaxGyroCurrent,AverageAngleError,BattCap,MaxAngularError,Interference
177.96103717,6277.425472843556,100,1.99509277217,135926242540.0,235066.0,184612414594.0,1.26367642585,27.0297965365,3,155.91394864,1269.18623085,54.7961156514,6.91809391683,230.904684837,873.609663549,2115.28762716,4.74905297453,190.036277482,65663114811.4,254.298988694,824.456698166,386201771945.0,0,0.130347893029,0.00424151083956,294.566809413,0.135167569177,0
176.174821334,6277.425472843556,100,1.30413547762,132962652990.0,235066.0,181622340434.0,1.37392113531,27.0297957853,3,194.790950734,1130.31022289,981.736000692,6.56627948203,601.071135205,931.873435318,2040.42912671,4.57037928713,117.044580823,65291702123.3,163.448333811,455.992219845,379876695547.0,0,0.0429190508674,0.00349343404464,39.4706857002,0.0861297670359,1
176.580836457,6277.425472843556,100,2.09192480986,135829952712.0,235066.0,184584866622.0,0.882754760439,27.0297957011,3,460.133350073,1371.41235664,586.715546651,5.24701308806,64.4531670344,1022.83970858,2031.00528011,4.6233086227,29.5207427425,65286280493.9,234.427620687,828.90396553,385701099828.0,0,0.137648862795,0.00420417504694,107.761732196,0.143596702059,0
158.977634605,6277.425472843556,100,2.743956682,134177752049.0,235066.0,179775595037.0,2.3867526332,27.0297951855,3,296.547423306,1218.75423479,129.752149434,3.92477665569,232.913568264,857.327312394,2048.39352563,4.64966595106,460.598082833,64908450275.8,253.328882823,666.504808424,378861797362.0,0,0.236155808814,0.0141069373674,151.620781689,0.346046141714,0
169.79868657,6277.425472843556,100,2.20566838587,134373319816.0,235066.0,182309108331.0,1.3170656285,27.0297967487,3,204.984708422,1146.29888964,0.982669083755,3.51123849658,877.614875919,1226.58664515,2072.16447168,4.69069857972,149.63905545,64655544473.1,88.6628618041,641.218919547,381337972620.0,0,0.157180308066,0.00512296908861,208.666013256,0.163586813649,0
166.484756426,6277.425472843556,100,1.97351541984,132255006007.0,235066.0,179802229991.0,2.85064928778,27.0297964743,3,269.86378383,1314.42804714,794.129587431,2.03913815506,983.702022503,871.139184946,2032.08477072,4.7915500745,149.272839483,64375304613.1,290.977083176,310.470265665,376432540611.0,0,0.142714852213,0.0166619734816,365.81611182,0.403310222497,2
173.085209059,6277.425472843556,100,1.56492685733,137644624792.0,235066.0,185941414911.0,2.6080717283,27.0297961343,3,211.135101761,1440.71294367,249.109028815,9.5674301737,76.3785356519,888.672961223,2099.97428943,4.65911202449,145.918525778,64983682403.0,17.7344586897,973.497608574,388569722107.0,0,0.0921824080373,0.0145301790825,170.493778107,0.338240470446,2
168.721441162,6277.425472843556,100,1.43646187485,137054603781.0,235066.0,184628540425.0,1.19512552079,27.0297970687,3,421.735030079,1282.70950859,144.416637095,2.57171599583,310.123067995,929.449426105,2123.16234141,4.74472969076,241.218112046,64797096838.8,84.2181942839,915.345927157,386480241045.0,0,0.0600086564969,0.00243203532764,291.774950242,0.0658723031703,2
150.923042729,6277.425472843556,100,0.651210910775,129936417795.0,235066.0,176147863730.0,1.95910605356,27.0298033954,3,135.705234108,1172.0554523,611.484893188,5.13936138958,235.720051649,936.168203195,1970.91208224,4.61083433006,155.243664132,62930306759.0,22.959109848,554.804335145,369014588284.0,0,0.066223433713,0.00950310577407,97.0015533629,0.172103505845,0
177.593734628,6277.425472843556,100,2.57685769108,133516168610.0,235066.0,180839797163.0,0.538084019698,27.0297971074,3,203.229364425,1183.61796025,276.341840214,2.25460660954,262.545250251,854.896016359,1991.44355336,4.58136197815,491.338593116,66943245212.0,112.914067319,320.392930523,381299210985.0,0,0.200548796565,0.00786616582654,39.9005276398,0.22345317462,0
160.89027697,6277.425472843556,100,0.675705411984,134117835200.0,235066.0,180715732743.0,2.50288101031,27.0297966282,3,447.12531165,1146.45305315,278.843094777,8.89674479933,599.899719789,981.203615479,2019.15161326,4.73694329523,301.514946095,64256074721.1,76.742835599,697.018726247,379089642664.0,0,0.101736773117,0.0146140474605,281.528288756,0.279272502046,0
177.112022117,6277.425472843556,100,1.53515084961,132742584908.0,235066.0,181021846204.0,1.1223508379,27.0297964581,3,266.396317693,1320.23156663,20.6957011492,3.9319418634,953.376931919,1272.3429658,1987.41531834,4.64548496112,296.529653949,65879992847.6,103.723811172,281.486095161,379644423960.0,0,0.0701385368132,0.00214787224642,146.600445625,0.071089321512,1
164.897867564,6277.425472843556,100,1.066748091,135133636091.0,235066.0,182346516841.0,0.531369640667,27.0297953917,3,353.007317307,1221.33817465,949.916765227,0.537594772431,289.493993396,1077.78665082,1982.70699892,4.73174229123,219.247860631,64398781509.8,298.547909184,770.096156479,381878934442.0,0,0.0310867343335,0.00451419004398,267.197663737,0.088488643944,1
155.098764221,6277.425472843556,100,2.24450588249,131155875948.0,235066.0,177667771438.0,1.42693530211,27.0297966279,3,190.436888394,1129.88815145,275.026840508,4.13664828893,546.270268897,898.224569879,1988.55563575,4.77430606895,144.944097185,63317130784.1,294.043743816,542.204538747,372140778170.0,0,0.158270973165,0.00599776870561,330.80972595,0.177093274744,0
163.397214949,6277.425472843556,100,2.31767488731,135953951703.0,235066.0,181945032210.0,0.517388333477,27.0297964127,3,382.167495142,1210.91386655,31.5336343098,1.13222918861,698.775944938,1142.06377263,2100.17310424,4.68821671663,469.57243608,65332252407.9,12.5766948474,754.159017252,383231236320.0,0,0.162642520248,0.00739481180322,196.121843785,0.19207747257,0
172.409711964,6277.425472843556,100,1.15636157729,134758755024.0,235066.0,182750898807.0,0.901112944134,27.0297957782,3,70.9740119222,1140.12218118,206.60964902,9.66509699522,858.072194699,1076.07099158,2025.9558299,4.68887753925,230.251118703,65144604991.1,175.975585745,651.837487263,382654258822.0,0,0.0187565235794,0.00123115018464,210.228590824,0.0250648373726,0
156.171082871,6277.425472843556,100,1.17612005391,131268527281.0,235066.0,178044699326.0,2.01162848601,27.029796068,3,201.444307347,1145.44242967,421.02032131,7.53236950198,764.945208533,924.675222222,1978.01394284,4.78423948878,57.9172732525,63236348267.3,82.1130937454,526.087673679,372549574874.0,0,0.0599692619756,0.00935535024628,353.980861929,0.205040300114,0
179.920813728,6277.425472843556,100,2.56938510377,131117696632.0,235066.0,180295475854.0,0.828961292218,27.0297968036,3,238.564906541,1141.02140027,703.10949385,3.73459415375,213.517972664,990.231107343,2099.42132869,4.74663370563,32.1569732589,65616366748.4,103.073990489,7.361205731,377029539234.0,0,0.198870592542,0.00605457423406,281.430773891,0.206534380452,1
159.396010908,6277.425472843556,100,2.95843183366,134778119069.0,235066.0,181849254221.0,2.1410598083,27.0297973941,3,477.489165111,1129.13657038,797.595250554,2.46395077877,700.412413437,979.024193245,2022.54730866,4.69934285124,21.6436075097,63510437680.6,1.52291932458,842.343919707,380137810971.0,0,0.255355213753,0.012832301064,221.738570556,0.317527199703,2
162.311506816,6277.425472843556,100,0.790279979533,130789476546.0,235066.0,178080313435.0,0.327960302717,27.0297952829,3,311.342173911,1316.08956817,992.295956411,7.89655601378,708.427141169,897.929796938,2199.98919653,4.6615494197,44.7352246475,63827328853.0,254.805319005,49.9726576173,372697118834.0,0,0.0407621150016,0.00610372568709,164.833824437,0.140205214777,1
169.307810097,6277.425472843556,100,2.51700204726,133256583367.0,235066.0,180824310715.0,1.89559591147,27.029796741,3,15.2426027254,1217.10091822,716.630559488,9.13360684809,886.155574403,872.379598226,2005.78210748,4.81340024635,265.467572982,64922875922.9,114.275085873,434.408436078,379003770005.0,0,0.201969301447,0.0100237975499,391.324692219,0.246893059166,2
170.751967674,6277.425472843556,100,1.29742891172,134218187708.0,235066.0,180899446284.0,2.63457960106,27.0297965265,3,478.97184349,1214.94649365,750.280727371,0.928645423126,835.562644865,882.286855103,1998.57318853,4.58304886449,467.563822872,66107331943.8,258.388323625,413.732592647,381224965936.0,0,0.101442119823,0.0151030080458,56.859390385,0.332009536983,1
159.822915012,6277.425472843556,100,0.700913764156,135240161152.0,235066.0,181895249458.0,2.39687534415,27.0297964993,3,76.8869377454,1156.41465131,498.584511417,4.87483565717,606.743207613,857.160370949,2008.63464778,4.59623325934,264.90832709,64003744822.1,99.8128611208,842.620999886,381139155432.0,0,0.0941256229741,0.0135806546627,74.9421278534,0.25968594019,1
150.01347181,6277.425472843556,100,1.00115030006,133654895774.0,235066.0,179764939590.0,0.709332116204,27.0298121922,3,270.322445198,1415.82689069,918.883720931,5.42378170256,93.29102372,1185.92876625,1974.18060036,4.58793696209,147.450742882,62887762630.7,222.117290491,956.187709922,376307597994.0,0,0.0180990819032,0.00275087340234,62.0734555847,0.0566647850282,3
156.266354842,6277.425472843556,100,1.64794113168,130857442121.0,235066.0,177415305960.0,1.74482813479,27.0297962881,3,8.00558517703,1155.177939,500.115278224,0.931844240359,218.46972049,896.231976385,1979.5014571,4.62366534207,196.960830258,63471097595.9,45.522718644,457.431159039,371743845677.0,0,0.0884521023041,0.00700941747216,117.220611868,0.173478705811,0
179.360170438,6277.425472843556,100,0.493761145599,132156149932.0,235066.0,180640650189.0,2.66759469459,27.0297964106,3,493.124360423,1450.6356427,216.095614347,5.40319139701,960.408284721,1149.19156038,1988.08691003,4.68167524531,292.967371476,66181503409.5,283.029402931,38.5379008558,378978303531.0,0,0.119231383377,0.0163958932988,199.077584,0.303559001582,1
170.913974034,6277.425472843556,100,0.427277721839,134519344596.0,235066.0,181505509997.0,2.63790472588,27.0297966579,3,159.255313412,1274.29673184,175.720267496,2.751118636,946.403439288,1156.49835254,2015.37051455,4.68271602757,430.317512592,65836162981.1,14.2177729834,503.353591666,381861017574.0,0,0.11766734592,0.0161999528225,200.072434986,0.294917968489,1
155.971169059,6277.425472843556,100,1.38613902904,130523646946.0,235066.0,176082978264.0,0.789036847181,27.0297956097,3,81.421450526,1238.21666227,448.449200118,0.949902856828,527.473583339,858.034381554,2036.07461568,4.6653750397,427.360090202,64418763125.2,167.897729273,67.6260151445,371025388335.0,0,0.0463031730687,0.00275706218053,172.949077613,0.0601126567381,0
153.040713814,6277.425472843556,100,1.1164122337,134611991866.0,235066.0,179626122975.0,0.652966336679,27.0297969439,3,486.268199881,1247.74829194,73.4091765106,2.69450548136,359.439943336,936.216067616,2116.54999698,4.71367358371,471.787010748,64470738964.6,217.5919529,847.14956249,378708853805.0,0,0.0243273645429,0.00342569677215,242.825504504,0.0626691490896,1
156.143584369,6277.425472843556,100,1.55019073148,132121177910.0,235066.0,178680463785.0,2.77019555683,27.0297961332,3,461.342052921,1130.88930618,264.829832477,8.36244550851,507.27081933,960.8419948,2023.4014197,4.56605478631,180.243187388,63448493205.3,84.5931884696,631.213146822,374250134900.0,0,0.102930107093,0.016080750148,31.5566735444,0.369245360971,0
151.725070973,6277.425472843556,100,0.449233328001,128329012341.0,235066.0,174663001039.0,1.24573827316,27.0297965457,3,368.058623705,1185.2684367,919.704687137,9.94911144846,470.968814086,968.118667548,2144.25112707,4.76054565713,79.7090652124,62936399513.2,252.344014895,123.6095747,365928412894.0,0,0.0648653722454,0.00346358673123,312.714787525,0.0826611164665,1
170.042427432,6277.425472843556,100,0.698091626963,137732964405.0,235066.0,185771289358.0,2.00212476492,27.0297962674,3,215.875798442,1316.14023547,951.910528867,4.78907796099,295.827296369,1075.94798783,1973.95713149,4.66568570915,95.4485840074,64603238231.3,147.181806347,985.137671395,388107491994.0,0,0.0697067850883,0.00985024937825,177.700914938,0.182532246604,3
170.611275806,6277.425472843556,100,2.92452104763,136461974572.0,235066.0,183665454347.0,2.56832295943,27.0297967733,3,323.266375326,1382.60963947,53.7806170565,4.29428355595,21.844927266,864.134346238,2109.3564501,4.74357267462,377.29831787,65555862169.0,170.923734988,805.821295982,385683291088.0,0,0.263625919653,0.0158422319668,289.626912962,0.389285488318,0
151.337411956,6277.425472843556,100,2.73652092154,130132684279.0,235066.0,175206748106.0,1.2572724918,27.0297967639,3,336.952713425,1231.69163818,584.4967291,3.59859252554,691.044053733,894.919255669,1988.85072297,4.79582045079,445.57267083,64133948643.8,78.0547764284,333.839786052,369473381029.0,0,0.220021304086,0.00632349149315,356.253183534,0.21911067024,0
178.913769158,6277.425472843556,100,0.639143639071,131920508445.0,235066.0,180362983910.0,1.57225789461,27.0297964131,3,195.58801843,1180.21868592,550.540842379,7.22352653177,457.562602755,860.642158424,2026.61489631,4.58079524815,295.095597488,66121999913.5,293.363126783,85.3890610515,378405492268.0,0,0.045318291806,0.00586693477957,52.8214914998,0.101196189883,0
175.954167056,6277.425472843556,100,2.33628938412,132922297820.0,235066.0,181575368383.0,1.29951094315,27.0297965008,3,362.509161469,1209.23594549,610.629974186,5.25613686139,70.4417767499,1011.55943983,1995.3627705,4.58251161776,72.484225349,65249671861.7,267.90888843,482.340760628,379747338065.0,0,0.173351165107,0.00532210567413,49.3390232254,0.177003739964,0
162.526956887,6277.425472843556,100,0.870452452832,131424220872.0,235066.0,178425193954.0,1.94174484408,27.0297964055,3,215.478913639,1179.21056744,866.609482154,5.56470664054,608.142309809,889.646652603,2066.02818243,4.66988056718,229.75159153,64157676425.3,168.939819244,244.219940743,374007091251.0,0,0.061979648407,0.00906754246291,184.948820988,0.178192191791,1
163.370498337,6277.425472843556,100,2.54747717992,134707046411.0,235066.0,181822117555.0,0.469229918152,27.0297953423,3,439.697295843,1256.96366378,110.268467661,4.7887474686,190.851582389,888.122942263,2087.37433582,4.60550353594,210.585799377,64203178430.2,195.220871224,761.221261671,380732342396.0,0,0.187761338503,0.00837627114826,75.1306566997,0.223510414225,0
157.401554777,6277.425472843556,100,2.65181249278,131077539882.0,235066.0,177879527678.0,2.83896998718,27.0297964301,3,245.307253869,1125.63567474,119.971661376,3.33303172695,463.146671519,945.133969014,2003.52842545,4.60467956749,127.543904074,63424610588.0,15.070133063,465.453853453,372381678148.0,0,0.224329920555,0.0173648206246,86.3748846506,0.430326413913,0
150.808943512,6277.425472843556,100,0.806670335449,129133355794.0,235066.0,174769625227.0,1.87103401812,27.0297960995,3,214.868950812,1319.88608397,47.9241025854,0.578626039561,900.153565517,1208.58373504,1982.3396347,4.79185638009,327.484159076,63487313265.7,105.875432125,237.893158426,367390294287.0,0,0.0585273939826,0.00848071124037,362.866722189,0.161802656771,1
151.013566153,6277.425472843556,100,2.25164402989,128892917938.0,235066.0,175131064368.0,0.55622266278,27.0297960565,3,387.942992233,1235.01136739,948.607932582,1.18140332865,807.829070778,868.551071924,2088.07700586,4.62391541555,103.185726594,62918044933.5,278.114596046,317.673005611,366942027240.0,0,0.148924549318,0.00689956597458,104.464897297,0.181638845918,1
158.561967474,6277.425472843556,100,0.845278286369,130375489716.0,235066.0,176909758068.0,1.48209867552,27.0297955855,3,3.36306138922,1132.36138083,124.791242788,8.95842285163,7.49778329207,881.083213206,1987.15721089,4.61465264805,260.936677369,63897661923.6,203.487704933,164.156368646,371182909708.0,0,0.0336303970606,0.00475050415922,104.186764807,0.0873970093763,0
159.187010143,6277.425472843556,100,1.26001473038,137121740552.0,235066.0,183245806100.0,2.6115048905,27.0297956771,3,389.685589349,1157.30711775,187.45863994,2.20313062918,902.327384092,1150.95389979,2115.55340279,4.57204979922,373.788798463,64419847073.7,87.76248975,958.440800621,384787393725.0,0,0.097756327752,0.0149280585325,40.3678313575,0.325780789053,3
178.102613582,6277.425472843556,100,0.65635128926,136293049312.0,235066.0,184947624483.0,2.34392330488,27.02979575,3,42.515865599,1220.81656203,534.813850996,7.43794958452,364.199758131,882.456583809,2002.4094971,4.62343619362,214.090954795,65726559287.2,207.19875367,849.942051617,386967233082.0,0,0.0940748647033,0.0131341751614,115.136750118,0.247416932589,1
166.110885105,6277.425472843556,100,1.29736993511,133273683815.0,235066.0,180501901468.0,0.521722319308,27.0297964107,3,368.561370718,1127.08022775,342.048915425,3.78675559896,400.444325225,856.946073063,1981.73791325,4.71365229715,254.230239551,64620520207.0,276.656266118,524.568912291,378396105490.0,0,0.0364315738628,0.00489770587189,239.971959715,0.0844500854691,0
178.8452241,6277.425472843556,100,2.98292906624,135326427527.0,235066.0,184324782370.0,2.4899469689,27.0297967051,3,65.7630019138,1242.06023361,196.689573813,3.03629766998,257.566220016,852.186769328,2058.57341845,4.77862407153,106.340887462,65550570411.7,61.7227339675,792.657655474,385201780308.0,0,0.274516700362,0.0154123637016,340.520318131,0.376530729318,0
166.829201091,6277.425472843556,100,2.3658456581,133118643495.0,235066.0,179282108432.0,2.83626521787,27.0297974363,3,464.955705322,1188.75543562,89.7762241873,4.85359967999,424.654829984,972.839456078,1977.16718023,4.69227239665,491.529789733,65827346089.5,130.631122496,255.860168624,378228098017.0,0,0.196058106787,0.0170042583426,217.687051713,0.417417123214,0
179.518057498,6277.425472843556,100,2.73362325138,132403000058.0,235066.0,181203366557.0,0.774250889422,27.0297969075,3,448.934106532,1172.69616976,929.61312492,7.8697051863,37.3823878193,1242.32239562,2061.85067557,4.74539946339,202.235912032,65901653342.9,291.488095404,373.314455863,379508019957.0,0,0.220109016997,0.00685883427695,278.169880928,0.230153117214,1
179.941743181,6277.425472843556,100,2.56034519266,137243940971.0,235066.0,185935781813.0,2.91535372094,27.0297970345,3,29.345905421,1134.80081688,145.845242272,7.8269153342,734.90055743,1064.39083576,2128.09447083,4.67924919286,261.592117761,66107102394.0,281.22223804,916.52531444,389286825178.0,0,0.222839845468,0.0178967546375,197.989995145,0.441246009914,2
176.554721376,6277.425472843556,100,0.530222157121,133828341991.0,235066.0,182580747742.0,2.82718386498,27.0297967489,3,73.915711354,1138.84176008,550.233720696,4.12469606431,667.555239537,876.055250553,1970.56353243,4.81457623986,57.6550229292,65283001011.2,250.574883883,594.462957152,381692090744.0,0,0.127189440646,0.0178605546898,395.014855328,0.336288138003,0
168.181023691,6277.425472843556,100,1.20371108101,131341090428.0,235066.0,179225583929.0,1.58869424934,27.0297956262,3,30.9491440095,1188.99405336,537.976772068,7.03742770534,436.879020127,885.901868668,2014.31314576,4.57953734933,19.2207339858,64377070489.8,259.206379298,117.953089897,374943744847.0,0,0.0357581135468,0.00532316948939,53.5413765802,0.123699233064,0
157.452507867,6277.425472843556,100,1.02519528769,130209246799.0,235066.0,176993191605.0,1.04054206722,27.0298058121,3,285.089783975,1120.22044253,951.760374912,4.85984583917,256.962258362,1107.71426589,2088.16968108,4.65546141824,128.372131812,63451599483.7,137.487371758,277.229282617,370654037887.0,0,0.00357907383402,0.000369795684448,164.081597847,0.00901440438937,1
157.114928306,6277.425472843556,100,2.98877426477,132047709696.0,235066.0,177469633953.0,1.38064875488,27.0297956552,3,110.591475288,1210.96207914,221.373161829,0.59284879903,467.733719525,890.174448026,2011.47375393,4.6103307863,471.241162754,64754470802.6,14.5861445486,408.612222081,374271814451.0,0,0.255928814095,0.00748429970166,85.9418382536,0.258275223741,0
