PV_Panels,bomCost,Dist_1_2,Dist_1_3,Dist_2_3,InertialTensor,Interference,Ixx,Iyy,Izz,Mass,AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MinBusVoltage,Angle,BattCap,BattX,BattZ,CompX,CompZ,GyroSize,GyroX,GyroZ
2,209066,1156.090566,2007.812664,856.2687778,2.13194E+11,0,59366135010,56091514241,97735851251,6035.239756,0.009585844,0.238373969,16.0316234,0.125888381,4.076300642,61.22445524,144.2483634,423.3877463,265.3357202,491.4616706,187.4758422,372.1203067,188.685129,429.8352002
2,209066,1436.670098,1987.801691,1161.226615,2.89039E+11,3,58737957653,94958999797,1.35342E+11,6035.239756,0.009585831,0.238372258,16.03162552,0.124553404,4.018959917,104.9242023,115.2803051,217.6873788,45.28325623,987.8033661,226.5802995,275.9133249,998.877618,491.7838509
2,209066,1125.273202,2059.363345,1096.836664,1.77198E+11,1,59173503388,37269679523,80754486123,6035.239756,0.009585823,0.238371749,16.03162345,0.125477518,4.096765465,35.42508067,155.2078271,147.8692559,83.62383577,770.6262256,388.1306881,366.4894146,210.6427258,172.5016827
2,209066,1171.35488,2016.670913,933.8779311,1.92296E+11,2,59918293622,44871692242,87506072286,6035.239756,0.009585867,0.238371779,16.03162295,0.127055051,4.378887986,37.30475537,344.5997263,792.4708895,89.99811784,521.3371536,365.8866597,570.336479,951.7819518,393.7944976
2,209066,1161.364775,1970.282011,893.4589188,2.71214E+11,0,57253165915,86030893154,1.2793E+11,6035.239756,0.009585913,0.238371967,16.03162981,0.121412543,4.411251073,100.2020694,371.9496559,309.7538543,186.5717547,555.3536013,62.27531952,87.18123742,588.2596814,56.94674236
2,209066,1272.30297,1987.102603,1097.89609,2.99893E+11,0,57641640180,1.00069E+11,1.42182E+11,6035.239756,0.009585856,0.238372019,16.03162474,0.122228788,4.137326448,125.0004724,177.8575901,733.2153185,101.0676805,100.4772644,388.3278051,383.7415195,130.2858795,129.8936743
2,209066,1128.766298,2031.515682,1061.809835,3.40978E+11,1,61925388795,1.16428E+11,1.62625E+11,6035.239756,0.009585837,0.238373856,16.03162641,0.131314866,4.072586263,173.9630947,142.335029,371.171496,199.5667227,994.510074,71.54663203,476.4711984,509.8735431,177.7699858
2,209066,1140.700441,2018.921127,1001.723613,3.41554E+11,1,62452768306,1.16286E+11,1.62815E+11,6035.239756,0.009585792,0.238372183,16.03162278,0.132428257,4.32690818,176.9560666,303.4762003,353.4206454,46.03464919,883.088066,66.10007774,415.5249658,471.7376497,227.1384398
2,209066,1194.746077,2124.302081,952.2616238,3.13654E+11,1,58057330166,1.068E+11,1.48797E+11,6035.239756,0.009585887,0.238372509,16.03162349,0.123113038,4.247278424,129.0212771,246.302154,438.8044438,214.3300868,98.33482903,475.8308356,814.4521725,854.4353219,230.7362121
2,209066,1129.150156,2060.782118,1065.425317,2.80246E+11,1,58410047899,90555766071,1.3128E+11,6035.239756,0.009585871,0.238372169,16.03162266,0.123859245,4.270308847,108.1115725,262.1184791,103.1391625,279.0223967,715.3082469,473.6505479,570.9851517,112.587301,422.1685007
2,209066,1134.034391,1977.772153,858.9136181,2.26048E+11,1,59351145245,62662164112,1.04034E+11,6035.239756,0.009585838,0.238372584,16.03162306,0.125852065,4.268692377,65.55187026,261.0004604,719.7770355,273.3343588,834.7608573,318.1821466,408.6296544,720.7813403,451.1910214
2,209066,1142.680053,1971.618602,878.5499289,3.40941E+11,1,60309742632,1.17857E+11,1.62775E+11,6035.239756,0.009585884,0.238373814,16.03162502,0.127890386,4.042195403,162.6103367,126.752351,622.2275514,190.4343492,764.4752677,19.80151327,733.177637,818.9920197,78.17818058
2,209066,1151.236411,1976.307746,930.1578701,3.19441E+11,3,58271838283,1.09577E+11,1.51592E+11,6035.239756,0.009585974,0.238373161,16.03163126,0.123570887,4.407187039,131.6725637,368.3979422,718.9547434,145.1908217,972.5753372,425.1377054,222.5285546,955.1361233,268.3315119
2,209066,1223.126366,2007.296395,1124.522054,2.15155E+11,0,59342517019,57047166475,98765272447,6035.239756,0.009585812,0.238371867,16.03162352,0.125837338,4.317147101,60.47689547,296.0287033,796.0321569,31.20057722,130.0450958,345.0653328,788.8903722,506.1190764,428.1747735
2,209066,1241.223284,2050.141757,896.4235129,2.92836E+11,0,57344625518,96806774079,1.38685E+11,6035.239756,0.009585884,0.238371788,16.03162391,0.121598851,4.540234884,113.3033441,495.3494354,270.9460318,64.61398063,285.9133638,348.9572476,851.5065818,803.4880641,115.9386831
2,209066,1156.393224,1976.298006,946.5190138,3.33363E+11,0,60244660393,1.14531E+11,1.58587E+11,6035.239756,0.009585823,0.23837188,16.0316229,0.127750833,4.376994462,158.3885004,343.0399177,728.7223376,218.7460833,315.7702706,165.1845876,902.4952491,443.5227397,257.5594462
2,209066,1130.882455,1982.845241,930.9289118,1.88479E+11,0,58881212917,43169581887,86427734016,6035.239756,0.009585974,0.238371715,16.03162334,0.124865286,4.379098245,44.17323658,344.8022752,429.8977305,100.4545949,64.1707164,202.2995257,140.4984284,285.7763319,161.4803993
2,209066,1346.867712,2002.156998,1137.018207,1.57587E+11,1,60494003229,27027190266,70065612506,6035.239756,0.009585857,0.238371853,16.0316229,0.12828027,4.268398747,14.37445746,260.7729784,938.5808284,219.5404585,202.459331,50.91203867,887.7520332,214.6351652,408.1016178
2,209066,1130.707127,2004.203951,923.0262086,3.02707E+11,0,57636305731,1.01498E+11,1.43572E+11,6035.239756,0.009585965,0.238371898,16.03162283,0.122224584,4.287581997,124.3257452,274.4058054,539.6577979,274.4155768,198.6969631,159.4238776,133.7571203,565.415305,121.3301145
2,209066,1146.244258,1983.407177,850.6425801,1.92134E+11,0,59252436143,45032929408,87848196064,6035.239756,0.009585832,0.238372181,16.03162275,0.125641346,4.425773767,45.30660461,384.6170769,656.4527194,295.6372404,642.2101709,265.8052306,439.6834997,412.8004156,285.1751792
2,209066,1189.794611,2016.446757,892.4607881,1.87668E+11,0,59961658665,42636248951,85070189080,6035.239756,0.009585878,0.238372081,16.03162262,0.127143404,4.513088309,39.99382003,467.2963863,233.498806,158.8531983,112.9535943,402.6873841,418.8274491,543.0902792,414.5176982
2,209066,1124.816604,1984.202203,910.9919255,2.04681E+11,0,58878941045,51521613079,94280572874,6035.239756,0.009585947,0.238371821,16.03162323,0.124858094,4.299112442,51.88971502,282.8035592,769.8351786,170.3955438,471.0455293,305.0470711,222.359461,701.1741483,248.4855918
2,209066,1177.877468,2020.250389,1115.668892,3.31139E+11,0,59608614616,1.1382E+11,1.5771E+11,6035.239756,0.009585959,0.238373703,16.0316231,0.126405558,4.256966223,154.3946412,252.9824298,824.9167232,7.817737512,102.2767011,4.906369926,315.6491931,509.5679333,190.985613
2,209066,1131.961044,1975.95779,850.4351239,2.98247E+11,0,57523137247,99277186167,1.41447E+11,6035.239756,0.009585903,0.238373448,16.03162284,0.121983244,4.286407021,124.0427471,273.5246794,72.3028829,188.2554385,59.32063832,164.3522734,945.0634694,163.3068399,51.67548264
2,209066,1120.042941,2016.31488,949.3430128,2.8832E+11,0,57378653221,94517227056,1.36424E+11,6035.239756,0.009585862,0.238372244,16.03162489,0.121668577,4.462460181,115.4764328,417.9525377,248.3778896,125.9512477,668.4210765,77.82768779,524.4465103,240.7890084,119.7384187
2,209066,1255.36665,2007.318454,943.0359635,3.39947E+11,0,62209816697,1.1541E+11,1.62327E+11,6035.239756,0.009585857,0.23837184,16.03162267,0.131917331,4.302418898,177.4446596,285.1946901,875.9578347,19.95479066,586.5826208,308.1887477,720.9216147,309.2886933,40.72762462
2,209066,1126.739907,1990.384782,890.4931776,1.83087E+11,0,60199317102,40117791232,82770070907,6035.239756,0.009585874,0.238371871,16.03162478,0.127656607,4.024510415,31.79356642,117.9856515,818.1639646,287.9274987,553.0573791,301.9488311,648.2825708,815.4492912,410.9537092
2,209066,1235.962609,2009.345091,878.8205382,1.85036E+11,2,59915064395,41072700185,84047754249,6035.239756,0.00958589,0.23837392,16.03162463,0.127055599,3.954854085,31.03344083,85.42597455,521.5486273,109.5387974,587.4126469,322.8167128,588.5306255,981.5561014,357.7256123
2,209066,1221.784589,1979.107195,904.0419932,2.22736E+11,0,58966757623,61036217704,1.02733E+11,6035.239756,0.009585913,0.238372901,16.03162285,0.125039515,4.336381495,66.46228974,310.7513453,79.9424903,138.2710878,316.2517953,335.6282206,636.3492773,497.6088382,391.0801128
2,209066,1145.360227,1999.317322,859.5256968,3.31179E+11,0,59641945114,1.13635E+11,1.57901E+11,6035.239756,0.009585873,0.238371881,16.03162431,0.126474733,3.925849917,156.4768517,72.59395309,375.6683744,243.6136437,430.1320504,359.0178524,486.0840908,459.8123187,19.18136626
2,209066,1208.32819,2033.101821,856.2246891,3.33048E+11,2,59686233782,1.15474E+11,1.57888E+11,6035.239756,0.009585867,0.238373428,16.03162468,0.126567835,4.142913791,146.3386809,181.0530333,468.7508552,256.5161176,457.7544583,154.0475977,852.4554074,903.0183108,387.1637022
2,209066,1139.805812,1979.131958,895.6726408,2.9195E+11,0,57735842234,96301053064,1.37913E+11,6035.239756,0.009585816,0.238372779,16.03162374,0.122426544,4.221742312,117.2406767,229.3930464,536.7950137,239.7017094,328.2255292,430.0389089,347.3734927,325.2363232,240.1590253
2,209066,1374.455201,1979.62146,1042.442886,3.24314E+11,0,59016172053,1.10819E+11,1.54478E+11,6035.239756,0.009585955,0.238373687,16.03162281,0.12515216,4.361904017,149.8562488,330.8304671,850.2923086,259.3888954,269.250342,96.36311811,90.47893982,91.76801251,15.73341804
2,209066,1452.554031,2056.227037,933.4159589,3.25392E+11,2,58277441954,1.12234E+11,1.54881E+11,6035.239756,0.00958596,0.23837356,16.0316227,0.123586231,4.204656895,137.7326464,218.5645637,70.19713895,252.8340015,405.8442098,62.81717026,55.46800758,989.039023,146.8019095
2,209066,1141.755078,1999.501324,876.3479436,2.88564E+11,0,57360511341,94640796838,1.36562E+11,6035.239756,0.009585967,0.238371962,16.03162434,0.121639725,4.478526971,115.3675057,433.2181461,436.6487967,238.6952753,309.6511172,410.0350186,138.9382397,294.8071571,68.15024284
2,209066,1157.656028,2062.283534,1215.042036,3.46627E+11,1,62786562407,1.18648E+11,1.65192E+11,6035.239756,0.009585842,0.238371926,16.03162287,0.133140312,4.412212294,178.1304398,372.7448003,989.5297447,140.584964,122.7015261,189.9407106,874.3259255,727.3042887,270.9892931
2,209066,1242.636722,2051.211944,850.7262756,3.18308E+11,1,58429026465,1.08394E+11,1.51485E+11,6035.239756,0.009585889,0.238372119,16.03162252,0.123899197,4.329916661,142.3847287,305.8708493,731.8561688,179.4711442,760.6819395,199.5776331,618.117536,212.0424991,39.68641262
2,209066,1290.309965,2034.928829,894.0726319,1.9061E+11,0,59326359872,44174978417,87108705371,6035.239756,0.009585956,0.23837316,16.03162313,0.125806529,4.524941672,42.23144544,479.4291751,0.060122664,177.9762893,139.1608377,417.8030229,217.2248115,631.6601889,285.5920957
2,209066,1196.443955,2132.630151,1117.572314,1.93386E+11,1,59811517070,45717063081,87857859387,6035.239756,0.009585974,0.238372809,16.03162277,0.126835331,4.401458818,47.10600041,363.524681,133.6398231,16.38966541,849.0018508,137.7364665,251.1611065,88.07414215,434.7219573
2,209066,1217.874354,1974.388468,926.5103341,1.84913E+11,0,60450000951,41175377545,83288099778,6035.239756,0.009585892,0.23837188,16.0316225,0.12818309,4.480070309,37.12862829,434.6844432,367.7525212,39.50670067,433.1684037,402.3319499,724.0349749,532.5186829,488.5835909
2,209066,1195.909798,1971.43642,947.6601365,2.46601E+11,0,58087982061,73465067885,1.15048E+11,6035.239756,0.009585859,0.238372349,16.03162518,0.123176459,4.149722611,83.70652774,185.0724755,71.92174798,116.0148973,472.9555031,237.388954,464.3180708,445.0482906,307.2655925
2,209066,1217.200902,1977.459974,938.7823649,3.22606E+11,1,59591280536,1.10734E+11,1.5228E+11,6035.239756,0.009585959,0.238373157,16.03162264,0.126367274,4.514879562,139.4747247,469.1136216,485.7115005,15.15019632,737.5116019,324.0337303,268.0179517,640.8534555,465.8263664
2,209066,1133.245257,2013.914397,919.8933092,2.02396E+11,0,58417005372,50495380338,93483220084,6035.239756,0.009585908,0.23837196,16.03162333,0.123879095,4.219665246,55.36677361,228.126215,274.9264499,187.105774,88.45395067,485.319971,204.0304759,146.8697999,71.14756016
2,209066,1123.331471,1985.68882,875.9701381,2.05807E+11,0,58665445019,52220569357,94920835963,6035.239756,0.009585905,0.238372313,16.03162307,0.124408943,4.322303698,55.94780775,300.0760943,498.4801373,238.038469,595.8685082,50.05126722,57.15354656,413.8939028,220.1845429
2,209066,1182.374835,1996.67489,1034.733158,1.54507E+11,0,59729941218,25473386401,69303787592,6035.239756,0.009585878,0.23837188,16.03162392,0.126664476,3.960328427,13.24248183,87.89874254,580.4572942,260.385907,28.23361397,468.2842341,144.6275355,206.9258038,196.4759968
2,209066,1317.241499,2212.563033,922.3841359,2.87587E+11,2,57444879652,94232823910,1.3591E+11,6035.239756,0.009585875,0.23837344,16.03162463,0.1218152,4.017807211,105.8329412,114.7010411,307.7990782,229.2333846,33.10889924,459.098127,604.2660407,998.8562418,172.9735961
2,209066,1201.761889,2090.743128,920.741583,1.81948E+11,0,60062236631,39609734154,82276343055,6035.239756,0.009585789,0.238373929,16.03162344,0.127361467,3.934626196,34.13168525,76.43372042,389.7362348,51.08497841,35.81018517,52.2740886,246.5627522,638.4617476,408.8100923
2,209066,1137.502234,2061.229772,1119.878423,2.06112E+11,1,58397041435,52442620805,95271899650,6035.239756,0.009585816,0.238373781,16.03162436,0.123832786,4.038329902,58.01540697,124.8002932,12.50709844,294.7567747,713.2233357,93.20172838,417.157189,107.380548,120.0846222
2,209066,1275.558127,1989.303898,953.5876736,1.98667E+11,0,60116968861,48437898103,90112621757,6035.239756,0.009585843,0.238373778,16.03162445,0.127475164,4.417009715,49.56784518,376.899831,726.2482782,77.26092479,319.6600327,223.9423817,536.6969202,284.0442982,498.0983953
2,209066,1418.378864,2049.043713,997.3351314,2.70604E+11,1,57390536600,85735282791,1.27478E+11,6035.239756,0.009585971,0.238373169,16.03162298,0.121703154,4.234067055,102.058414,237.6092779,960.9961626,201.2100381,532.1418045,498.2980788,138.2557867,92.48707915,145.6171198
2,209066,1123.260048,2011.365446,960.2134548,3.02313E+11,0,57584654259,1.01288E+11,1.4344E+11,6035.239756,0.009585927,0.238370845,16.03162334,0.122113377,4.513864063,124.7160927,468.0454315,428.7232829,91.52363051,667.1733085,469.2159181,933.9977602,514.2212544,93.32148173
2,209066,1201.446842,2050.32478,896.6703878,1.5954E+11,0,59679477056,28002875271,71857667377,6035.239756,0.009585857,0.238373962,16.03162701,0.12655518,3.97687648,14.30231891,95.39908495,194.10996,192.5363064,136.2072844,472.1164638,946.5324262,628.9224509,188.9849226
2,209066,1127.671712,1988.075247,924.7788899,1.58913E+11,0,60147647992,27647177408,71118301137,6035.239756,0.009585921,0.238373708,16.03162421,0.12754487,4.457283628,10.50580854,413.1488346,794.7716412,225.0100437,438.7907275,302.4282868,264.5333915,705.5927921,321.3979255
2,209066,1329.902222,2058.359956,863.5932564,1.72554E+11,2,59819107362,34791413406,77943509616,6035.239756,0.009585883,0.238371924,16.03162245,0.126844381,4.502513395,29.38511537,456.6446855,988.645141,164.5567751,846.0843138,110.0616093,727.7286159,289.9889465,326.1718797
2,209066,1142.71002,1970.785408,867.0624052,2.26314E+11,0,58014256683,62993282867,1.05306E+11,6035.239756,0.009585815,0.238371829,16.03163874,0.123020992,4.161887599,71.7731198,192.1499563,11.93691995,269.5655014,163.2558369,189.5667521,643.0853396,210.40158,160.0302672
2,209066,1128.691417,2156.091642,1186.570922,1.97689E+11,2,59265153371,47718779278,90704928608,6035.239756,0.009585866,0.23837375,16.0316271,0.125674989,3.996237969,42.37425383,104.4264994,882.0917976,151.7879525,80.46795178,358.7897968,527.3801282,952.4764127,272.5783502
2,209066,1239.719901,2062.348339,924.7737639,2.80083E+11,0,57637030901,90480165370,1.31965E+11,6035.239756,0.00958589,0.238373519,16.03162553,0.122224147,3.941699116,106.0339514,79.53168492,91.52070301,82.77672525,11.9183238,438.2622745,881.4644931,594.1602631,255.5740247
2,209066,1229.123364,2007.336819,1199.520056,3.35813E+11,1,60913691519,1.15747E+11,1.59153E+11,6035.239756,0.009585868,0.238371822,16.03162251,0.129163343,4.512956747,158.4781962,467.1362062,171.9425232,81.53637716,937.5792714,442.2977039,539.1247111,553.2125656,414.6690819
2,209066,1125.558253,1981.875584,888.9986913,3.1032E+11,1,58288704604,1.05159E+11,1.46872E+11,6035.239756,0.009585865,0.23837181,16.03162551,0.123598007,4.493246269,128.3837329,447.4781272,650.6509124,201.4332765,891.7370118,299.9023876,522.9688511,675.3556583,310.3876516
2,209066,1138.633654,2051.182818,1024.012905,1.91197E+11,1,59803447235,44564159573,86829682472,6035.239756,0.009585836,0.238372004,16.0316225,0.126810764,4.448210709,45.28667367,404.7708846,148.2907581,214.2110629,719.2331716,202.9332313,578.5242806,188.8151567,415.3189237
2,209066,1179.103632,2002.879266,905.2109817,2.20082E+11,0,58018781517,59689088158,1.02374E+11,6035.239756,0.009585884,0.23837204,16.0316225,0.123028444,4.443636374,65.85051714,400.641782,819.9161988,126.0203314,619.9175984,364.5732211,710.1286004,461.5386299,39.70177545
