PV_Panels,bomCost,Dist_1_2,Dist_1_3,Dist_2_3,InertialTensor,Interference,Ixx,Iyy,Izz,Mass,AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,Angle,BattCap,BattX,BattZ,CompX,CompZ,GyroSize,GyroX,GyroZ
2,209066.0,1320.7413798,2057.10425126,940.703438889,218633928938.0,0,58032615392.0,58993514453.6,101607799092.0,6035.239756344258,0.0851040492454,1.75629571105,16.0316232403,0.516479872305,None,100,4.06932031186,66.7230539645,130.128078286,722.909489264,135.031419777,481.546927114,457.780662269,60.742206207,25.0742617002,80.4073639549
2,209066.0,1260.2604881,1984.58651325,962.060940741,288312420328.0,1,58311060418.3,94586647549.5,135414712360.0,6035.239756344258,0.0851039338691,1.7562915149,16.0316229512,0.519258581102,None,100,4.46212283255,108.582033276,395.070237738,256.906007652,180.041717252,707.502436603,184.952105784,167.625013666,786.15706554,411.88178193
2,209066.0,1309.10386892,1977.84338861,1003.65871356,273004395050.0,0,57683711960.8,86940602739.3,128380080350.0,6035.239756344258,0.0851034765297,1.75628970785,16.0316335515,0.513367616944,None,100,3.96066507125,103.711481651,80.8713871712,709.511038517,189.554802291,176.53451685,161.862914344,925.169488146,36.3339799615,268.203308053
2,209066.0,1152.44602449,2011.32779904,942.596778995,331438116886.0,0,59531052537.2,113941276805.0,157965787544.0,6035.239756344258,0.0851036939915,1.75628841834,16.0316226461,0.529806280036,None,100,4.55114376777,154.690790021,481.866698973,323.008575788,11.6321102167,281.951680074,416.975198335,925.625105907,567.790591954,129.16339932
2,209066.0,1125.73121121,1996.69008917,876.132792936,153692763778.0,1,59473665429.0,25044326792.7,69174771556.5,6035.239756344258,0.0851034623109,1.7562901139,16.0316230482,0.529299010928,None,100,4.31424234149,11.2527019887,277.48849785,511.481161764,79.4726675966,723.069265705,61.0567742293,549.703768193,398.066056543,76.684512688
2,209066.0,1225.84996292,1994.99738681,976.294815313,286115947423.0,1,58372500276.0,93493620371.5,134249826775.0,6035.239756344258,0.0851036965922,1.75629085192,16.0316241563,0.524581351849,None,100,4.19167292795,107.370609791,196.906255144,461.526583696,17.1578674139,917.313459196,168.518002615,312.928755528,741.276523862,429.526758777
2,209066.0,1263.59359638,2026.42185183,891.811079656,184549934207.0,3,60469508586.5,40804213753.2,83276211866.9,6035.239756344258,0.0851036443253,1.75628993465,16.0316227465,0.53815998765,None,100,4.36402115561,29.996891724,315.130875968,485.603065558,127.522591619,741.786043576,42.6857861013,981.284513121,966.164975216,461.182639886
2,209066.0,1138.96539135,1987.65749493,920.241622184,256160561651.0,1,57935600145.6,78340430400.1,119884531106.0,6035.239756344258,0.0851037750766,1.75629562058,16.0316244143,0.5172754986,None,100,3.9336968219,88.0994179518,69.8069050851,564.187729973,107.345832109,903.630224476,202.862511936,359.49710227,655.20762256,293.242421237
2,209066.0,1319.61889865,2141.91431834,863.32726964,338479515225.0,1,62018270493.7,114900394804.0,161560849927.0,6035.239756344258,0.0851036760773,1.75628953853,16.0316322764,0.551942976592,None,100,4.46045605927,175.915982828,395.068552782,786.433516075,181.975444502,914.889083577,261.556482953,736.625847387,101.200551848,49.8776685979
2,209066.0,1218.55295565,2014.20953561,866.319576786,165725844847.0,1,60696200824.9,31190278766.9,73839365254.9,6035.239756344258,0.0851039941284,1.75629144869,16.0316236755,0.540187264811,None,100,4.41054452145,20.483956455,350.963570363,825.745096077,171.179001498,844.429598404,337.493458164,128.54404299,443.528638047,461.66460343
2,209066.0,1123.68458782,1985.01299853,907.305544673,175956214306.0,1,59187166492.1,36497501688.2,80271546125.5,6035.239756344258,0.085103506301,1.7562886693,16.0316228218,0.526747224027,None,100,4.40066621157,29.5920681904,344.21685758,610.131206547,61.8590428427,793.907752566,320.566469347,893.447161057,693.282832372,98.6402884483
2,209066.0,1212.37181828,1986.90635234,906.318408584,279029614243.0,0,57326281536.2,89954008971.3,131749323735.0,6035.239756344258,0.0851038563477,1.75629115433,16.0316242881,0.510187981675,None,100,4.09591866649,105.777874584,143.569573789,155.441049875,282.770513646,341.649871231,29.3157196736,195.604056587,586.870568805,111.557208242
2,209066.0,1242.37786879,2002.04242934,869.042593326,323504261205.0,0,59063535588.8,110501682121.0,153939043495.0,6035.239756344258,0.0851039227986,1.75629046918,16.0316227451,0.525647325451,None,100,4.51779869817,148.824254322,446.336398914,632.597076158,152.380724094,451.681396043,154.51278967,170.604876814,94.9457549064,158.196702951
2,209066.0,1278.77692666,1986.20109155,953.822458742,180793217443.0,1,59638474239.7,39081824053.8,82072919149.8,6035.239756344258,0.0851038927275,1.75629074445,16.0316226347,0.530761372316,None,100,4.54593165618,35.9429159442,474.350892217,944.082527432,61.1618758306,636.150061256,365.225814955,265.343135592,386.191439684,325.032985199
2,209066.0,1177.99194655,2022.99836158,862.925976944,278706076978.0,1,57264143049.0,89789309381.8,131652624547.0,6035.239756344258,0.0851038436809,1.75629018964,16.0316228743,0.509631964415,None,100,4.41996987654,107.178923072,359.10833674,671.429186943,265.445049817,808.754480319,208.147532564,281.844826518,376.808925406,49.8901203107
2,209066.0,1299.60666248,1989.75421826,1214.30488371,215841753955.0,1,58239518189.4,57393283654.2,100208952111.0,6035.239756344258,0.0851036474585,1.75628976482,16.0316259014,0.518315357713,None,100,4.23296343741,60.557853799,222.655474177,57.5665552274,41.1261243129,874.062428164,333.309012391,748.424353352,713.77526677,104.115044397
