Angle,AverageAngleError,BattCap,BattX,BattZ,bomCost,CompX,CompZ,CtrlGain_D,CtrlGain_P,Dist_1_2,Dist_1_3,Dist_2_3,GyroSize,GyroX,GyroZ,InertialTensor,Interference,Ixx,Iyy,Izz,Mass,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,PV_Panels
113.026095827,0.006012350196,277.366315422,306.473942141,167.565149495,235066.0,387.190153147,461.856741816,0.785375814481,0.337016023972,903.118291272,2062.10893794,1330.08895599,690.448274451,991.288689364,381.493625456,334691488030.0,2,61619965720.3,114932970197.0,158138552113.0,6277.425472843556,0.138655154576,27.0297971828,0.0364719614879,0,100,4.73854576191,3
95.4446934764,0.00504825289673,354.189164663,69.6956763902,218.477099486,235066.0,868.036959815,232.951690919,0.509795708182,0.466778763611,1166.2153826,2015.18011648,1219.49885715,192.460542786,497.992814696,440.600992645,297233279025.0,1,61454160987.7,96685947018.6,139093171019.0,6277.425472843556,0.12524647638,27.0297950332,0.0644105305818,0,100,4.79234596271,3
43.9059546744,0.00187149883748,58.6296078325,429.27987858,249.878011033,235066.0,751.997046084,30.8911574183,0.783072893452,0.811335322763,935.201375244,1978.72225558,1251.11884688,189.890571835,937.260867255,19.978719702,213836052643.0,3,59883235498.3,55278313730.8,98674503413.8,6277.425472843556,0.0461951423699,27.0297951722,0.0273636497188,0,100,4.58450164786,3
143.179142358,0.00818438728977,249.012026544,415.214971334,70.5998106527,235066.0,891.313759597,327.284700917,0.781023557883,0.106752243086,1007.50046604,2023.11733684,1123.18891682,690.949030172,498.073611098,87.5641464835,361440912734.0,1,62256294977.7,126729493944.0,172455123813.0,6277.425472843556,0.18377892762,27.0297988394,0.0509415137633,0,100,4.72088785016,3
91.0202801236,0.00391443932928,404.504188663,66.9579606881,274.531653028,235066.0,120.035726273,483.258094875,0.922556973652,0.576232383908,876.860294873,2125.84991564,1393.76468479,159.918372954,896.292217291,294.14510229,295390280578.0,2,60700100024.1,95844420109.5,138845760444.0,6277.425472843556,0.0860440056087,27.0297947921,0.0240400233672,0,100,4.82467569591,3
158.44377894,0.00439615712788,173.469357286,465.945731386,224.049432503,235066.0,226.973522218,322.488360313,0.679916478338,0.520593210712,888.424413928,2100.11543171,1215.33723554,223.255019285,926.943760639,123.424320774,381478401703.0,2,63554651132.1,135533768627.0,182389981944.0,6277.425472843556,0.107388878563,27.0297959408,0.0449964281501,0,100,4.66565429876,3
87.0143693619,0.00694070049604,72.9732981713,667.954235563,188.175025521,235066.0,134.512327149,315.089783886,0.474477202618,0.245953050171,1011.51748652,2152.98675197,1165.08632385,844.016242347,972.866521088,87.9021969252,289479239096.0,2,60079283618.5,92948932919.2,136451022559.0,6277.425472843556,0.169861150864,27.0297947005,0.0696347681101,0,100,4.59832623002,3
116.072738749,0.00579861860006,312.711483297,885.068273002,49.6018412955,235066.0,220.99201454,280.775292414,0.905992115601,0.37487420313,1103.14932877,2114.90649916,1181.75760922,178.358701838,978.589523067,414.848090759,339764830123.0,2,61874842037.8,117356138854.0,160533849231.0,6277.425472843556,0.126053766622,27.029795101,0.0365142845387,0,100,4.76355954759,3
93.0197228237,0.00768342573536,118.040765417,369.691152463,251.863104968,235066.0,979.057755513,450.515007758,0.736753300494,0.154135929851,1064.56105292,2164.19804653,1150.18503938,993.829669157,151.244567165,107.617778569,287914420562.0,1,60228000074.0,92072194031.3,135614226456.0,6277.425472843556,0.176444638537,27.0297987122,0.0456700232011,0,100,4.62915000044,3
151.324276185,0.00776219394773,66.2071293517,393.03245738,263.315617728,235066.0,505.388788971,446.265794986,0.278642518916,0.175548881541,876.695336253,2059.6952511,1263.82817331,358.024663605,922.527733933,13.322810304,376287237980.0,2,62871199956.0,133540666274.0,179875371750.0,6277.425472843556,0.192069266796,27.0297952424,0.0973640628532,0,100,4.59503155038,3
61.5968210296,0.00218039488644,104.335046558,320.476968581,84.0726447074,235066.0,615.685059254,201.708719574,0.388573809557,0.984292950416,907.461328602,2012.73766898,1152.90058112,926.159717916,227.416636076,341.209815208,233996277619.0,0,60605305842.6,65374758694.8,108016213082.0,6277.425472843556,0.0759349738089,27.0298023153,0.0726449308523,0,100,4.61709880381,3
125.279367539,0.00440622852178,428.165257604,829.548409227,270.472268621,235066.0,120.981477843,415.489943655,0.55038314725,0.538097715779,1116.06326986,1984.77843075,1360.04763346,818.72166468,63.2079858914,180.739772604,338470053267.0,0,61415533571.0,116305793239.0,160748726457.0,6277.425472843556,0.109573424564,27.0297970154,0.0590428962168,0,100,4.84141016843,3
169.715081417,0.00527309882426,95.507118829,155.935287062,294.234443308,235066.0,678.788234594,213.697633062,0.897400079202,0.429354566879,1001.17999508,1976.84032088,1180.07871943,118.20494168,515.169262541,198.648173865,379181123874.0,0,64813332173.0,133303493816.0,181064297885.0,6277.425472843556,0.115790182186,27.0297968086,0.0345971244687,0,100,4.61237325224,3
117.938496763,0.0045758338664,455.301979547,593.926967777,153.181007634,235066.0,159.59085798,246.026849118,0.684912013228,0.498448857237,959.045466365,1992.4629795,1160.40503163,163.407447106,330.85795034,1.73950244214,328828088747.0,0,60822425843.0,111813498641.0,156192164264.0,6277.425472843556,0.111493933202,27.029794687,0.0426623460558,0,100,4.86042066602,3
33.6106928229,0.00188543585968,85.3691834374,712.452459499,151.758842547,235066.0,255.830703874,468.683529002,0.978111641741,0.797849488154,1015.60065212,1974.91252844,1207.76870895,121.953854574,394.958395655,473.477312238,191967025475.0,0,61387640999.3,44317715746.8,86261668728.4,6277.425472843556,0.0403918818469,27.0297961427,0.0118710192064,0,100,4.60247423983,3
69.0362434202,0.00446621952645,459.211030456,686.841914901,1.10775668063,235066.0,564.862626841,119.071211461,0.537797515447,0.533197641779,866.772359607,1986.10277955,1193.02283275,348.263921097,482.350525357,357.600044199,249846263365.0,0,60685848916.2,73281904004.4,115878510444.0,6277.425472843556,0.111074885352,27.0297950535,0.0596723872758,0,100,4.86307610685,3
154.226922731,0.00544055412258,101.232533463,294.659117153,263.387438524,235066.0,799.710515499,200.033090049,0.619894092686,0.404453378862,990.752586896,1972.66770779,1226.39619488,624.781807949,792.784704378,302.355709756,376719072982.0,1,63699700494.3,133518563510.0,179500808977.0,6277.425472843556,0.132643691752,27.0297946961,0.0540204144595,0,100,4.61626507136,3
29.0562564486,0.00609053220334,434.928143142,229.425220661,26.7128621514,235066.0,105.473035022,477.963590396,0.180636375829,0.422703119247,970.304778957,2031.09514583,1147.30291089,414.711739556,456.071653156,129.35478331,183048634223.0,0,60010568094.4,39847151339.8,83190914789.4,6277.425472843556,0.148076388729,27.0297950523,0.101818291744,0,100,4.849910528,3
94.6744165296,0.00240087634275,313.037364731,471.818224732,51.5075217047,235066.0,979.649278972,10.4744227808,0.332497238009,0.942679095046,990.997525152,2055.01908395,1129.6479976,920.303120326,423.068289676,190.532851458,293054502268.0,1,60356533675.9,94611562953.4,138086405638.0,6277.425472843556,0.0807706562373,27.0297952726,0.0793313204646,0,100,4.76174924699,3
128.471751567,0.0079148922532,75.2923037831,185.060903163,103.24784281,235066.0,851.593947696,156.331904087,0.27112837189,0.158388146705,1081.47316981,2056.95363738,1127.54909714,584.004983929,277.783741157,11.7631895687,342533545018.0,1,61299523309.6,118175827812.0,163058193897.0,6277.425472843556,0.195743289792,27.0297951076,0.096057745823,0,100,4.60129793406,3
105.940826648,0.000339018345535,145.011818737,179.319091832,133.344865527,235066.0,869.519142638,226.790359822,0.949359796215,0.969493500937,1098.91226699,1995.25876758,1261.45966316,778.901312347,657.741728908,461.966627014,317319749543.0,1,61814998974.5,106475338558.0,149029412010.0,6277.425472843556,0.00829133561437,27.029795269,0.00701515015914,0,100,4.64100427264,3
115.558227865,0.00774152644562,106.197840898,963.704471508,114.567232209,235066.0,890.244634487,4.80020927892,0.123860379823,0.213125828535,860.200643442,2005.91320055,1169.47886212,434.244549262,711.972983868,337.977319444,332599626566.0,2,61473033907.3,113793376476.0,157333216183.0,6277.425472843556,0.191430226552,27.0297984906,0.113301490849,0,100,4.62302275512,3
162.560106026,0.00752526658816,305.476532631,531.796693917,94.2407995144,235066.0,589.947011267,21.5570590327,0.498772418063,0.172784110682,855.081508126,1994.12539064,1143.44838033,171.153539328,307.838334321,148.248684573,373888212130.0,0,63934374542.4,131361661837.0,178592175751.0,6277.425472843556,0.183095100376,27.0297980481,0.0716138532007,0,100,4.76096661168,3
47.4490664158,0.0057741755862,475.193193912,802.711219131,45.4344515812,235066.0,417.587540201,280.780098512,0.762585415647,0.359322147086,962.396914792,1983.59926715,1311.29312578,251.223204412,205.983469119,375.594494714,210771499876.0,0,60775776502.3,53753567176.8,96242156196.7,6277.425472843556,0.135287042177,27.0297946343,0.034967652984,0,100,4.87493861221,3
25.4152467825,0.0068678387673,191.19037023,749.389306403,29.9840690729,235066.0,756.977048851,98.3603420585,0.725701653238,0.239004225424,852.779507577,1980.99912976,1153.77190137,63.9172266543,764.064469215,306.70457787,184532417457.0,1,60508602558.8,40580886228.1,83442928670.5,6277.425472843556,0.160360799596,27.029795523,0.0406080554684,0,100,4.68029093034,3
112.065197849,0.00297070356135,133.971322094,200.094667927,118.95701068,235066.0,131.293894315,401.523203342,0.167617498729,0.974127852953,898.37475459,2027.93064909,1222.49803482,110.989417258,612.226057765,384.002596653,325232234903.0,0,61583918608.5,110237181489.0,153411134806.0,6277.425472843556,0.103131911509,27.029795859,0.100150952366,0,100,4.63918198894,3
110.255821451,0.00255757710994,65.0409984539,41.6309286684,190.882739451,235066.0,483.090761439,466.999011709,0.478058915338,0.815073802044,996.808396712,2020.35609791,1354.80263238,272.658244736,802.980651479,152.977960501,324371915038.0,0,60724033580.4,109868240218.0,153779641239.0,6277.425472843556,0.0747464846173,27.0297955032,0.0637825248919,0,100,4.59053224202,3
66.7839655418,0.00325511823605,79.6824479923,465.38997608,254.420225936,235066.0,257.012844687,298.455300244,0.235959669959,0.797710349094,876.276278725,1996.44772387,1133.72644056,578.540852,564.709787891,399.579507411,247267492030.0,0,60944278299.4,72000074335.5,114323139395.0,6277.425472843556,0.103758474572,27.0297989693,0.0929478848039,0,100,4.60191613453,3
86.4490848711,0.00244392700373,199.887196288,654.009846789,258.69995793,235066.0,837.540340941,303.298230911,0.84735802788,0.729916071002,870.730984999,2092.14677986,1232.96092824,284.802348643,150.892101514,146.160254019,276772553365.0,1,60182387393.4,86603169269.5,129986996702.0,6277.425472843556,0.0593017300578,27.0297956503,0.0208907142942,0,100,4.6817380976,3
110.017409867,0.00231451095254,472.205156583,49.221384593,84.5864880948,235066.0,725.219078469,11.7059137145,0.354706888208,0.957287715884,1088.47804766,1986.13297318,1440.72607899,210.036649579,954.895306295,116.93432022,327309133266.0,3,60604321696.3,111344675215.0,155360136355.0,6277.425472843556,0.0786981442806,27.0297944465,0.0766855614874,0,100,4.87027093311,3
164.845111801,0.00635208386969,149.648290389,331.473867553,132.171635199,235066.0,180.719306001,298.629738263,0.814082093566,0.304716082367,879.16735489,1976.55443907,1168.44036429,100.869433285,24.390801766,260.829614349,374193225419.0,0,64476744152.5,131295896331.0,178420584936.0,6277.425472843556,0.14371596656,27.0297961548,0.0416318053753,0,100,4.65076138191,3
117.898251895,0.00707295193675,303.422692924,95.3557810403,125.172771181,235066.0,786.019260636,231.157328466,0.234969665608,0.270214780103,1100.34029665,1985.09875887,1243.5595876,784.559212479,580.464879484,363.310568528,333281757222.0,1,61691947973.6,114041973668.0,157547835581.0,6277.425472843556,0.175485117743,27.0297968897,0.0998515733813,0,100,4.75957812086,3
42.9948905153,0.00431704186265,140.625830977,615.156601679,243.692354426,235066.0,857.41372203,277.174643426,0.604885497375,0.540611880264,884.482660111,2130.98158891,1267.33566969,244.817893262,69.7871153575,476.741325802,204238243828.0,1,61392639299.5,50477282774.9,92368321753.4,6277.425472843556,0.106726541017,27.029795959,0.0522347571452,0,100,4.64295168181,3
19.57059151,0.00383587768043,314.759405645,727.886234897,253.946185898,235066.0,954.164829914,173.297681895,0.204054367195,0.726904121371,883.292807488,2107.81959004,1238.65842182,789.859229865,204.50430201,176.83562708,169403460128.0,1,60152554895.1,33006076453.8,76244828778.9,6277.425472843556,0.113250925718,27.0297955261,0.0962359287975,0,100,4.76494177452,3
160.971514769,0.0074879440251,75.2730833499,573.883531813,29.96692695,235066.0,758.333232847,336.43352427,0.950039053611,0.201945354495,922.194918379,2097.72923495,1280.34037507,451.484761824,37.5422336291,341.751288168,373202918863.0,1,64419882281.1,131166989639.0,177616046943.0,6277.425472843556,0.157894099858,27.029795097,0.0529702358541,0,100,4.59971598506,3
53.8765531952,0.0075028482465,367.968366631,316.423724121,68.9892186393,235066.0,497.199305438,50.9781753502,0.804510354631,0.181803703847,869.197450802,1978.30053311,1139.25969373,992.975171214,453.112329703,226.561027196,221866095554.0,0,60166853973.7,59310124941.1,102389116639.0,6277.425472843556,0.168116235988,27.0297958644,2.87005162489,0,100,4.80259715652,3
21.7012449487,0.0049784549479,323.50451187,630.591030364,224.437581656,235066.0,516.560729451,396.452686606,0.227838971629,0.561212030433,874.695436056,2007.82117796,1135.00097028,509.536984068,763.664974142,97.4788166138,178566958741.0,0,60008668980.6,37591127499.2,80967162260.8,6277.425472843556,0.124248954407,27.0297952964,0.0948995818252,0,100,4.77187374185,3
112.149767867,0.00819285243921,87.2120426258,35.8362186905,291.795715059,235066.0,237.886574225,429.563489736,0.188956280179,0.136810703456,884.479680892,2034.66068742,1339.44821443,501.594291257,743.074522077,490.631077504,328976069133.0,0,62246354831.4,112106157684.0,154623556618.0,6277.425472843556,0.203507960002,27.0297951996,0.107685043045,0,100,4.6099614137,3
153.792261961,0.00652478064301,488.891956607,617.194388786,65.7313985674,235066.0,460.711220095,148.04379959,0.766667362409,0.280454745183,868.194859145,2027.43681781,1297.94473274,933.766681104,41.9466367926,380.93062614,369054862117.0,0,63970869932.1,129722768517.0,175361223667.0,6277.425472843556,0.150500955282,27.0297953698,0.0410846619842,0,100,4.88374334828,3
93.7311799338,0.00441158973785,283.798351175,236.499265731,192.226748193,235066.0,850.100470722,191.910248905,0.348339261311,0.600649342732,1048.33512721,1982.3380024,1234.82056404,590.115705792,723.981155739,373.177659456,297185420771.0,1,61051613732.5,96694764611.8,139439042427.0,6277.425472843556,0.10726160064,27.0297946953,0.0818720301571,0,100,4.74322728554,3
139.500761611,0.00661072499281,73.7213003904,716.927540882,147.918063763,235066.0,101.337342491,288.775707835,0.616472892178,0.265308175518,1058.91084056,2034.47405031,1163.16681996,512.211901318,588.187773241,434.245015488,361616263713.0,0,63214709061.4,127066710350.0,171334844301.0,6277.425472843556,0.15995016984,27.0297963859,0.0554870364245,0,100,4.5984377059,3
52.8065065047,0.00673149493587,79.8180025738,740.755894118,8.13269877996,235066.0,421.454460734,412.197372445,0.539826726438,0.261705243644,993.84187166,2011.70649728,1321.55294607,77.5964363241,68.4897934921,208.533495236,217765110072.0,0,60128094263.9,57258589385.5,100378426422.0,6277.425472843556,0.163966703742,27.0297956607,0.0615905611568,0,100,4.60330815388,3
133.70867105,0.00271020058773,86.8350397096,747.775217485,240.385343239,235066.0,768.884741176,238.418563381,0.682245003259,0.727967535602,850.264359016,1970.16888244,1120.24531992,988.731975359,753.560984492,217.667471394,356405303216.0,1,61944401663.8,124820868120.0,169640033432.0,6277.425472843556,0.0668207137555,27.0297955443,0.0417917309925,0,100,4.60394316951,3
118.425779267,0.00656325710504,192.140009103,257.043559507,77.8122814724,235066.0,920.20456346,86.4755619941,0.601602280967,0.273066349728,1078.1268801,1970.34666426,1312.57508528,87.2065680752,940.329916632,117.474715541,339661858869.0,3,60916451377.2,117210380434.0,161535027057.0,6277.425472843556,0.159078571361,27.0297950465,0.0549548347402,0,100,4.68081353851,3
176.417505099,0.00738613152433,433.177116517,793.798926361,103.738582651,235066.0,608.63556581,316.421241867,0.81091561835,0.194959668104,895.555349279,2047.99646801,1382.73550291,170.708773057,70.2681787658,469.881626136,380154072595.0,0,66681404258.3,133074525084.0,180398143253.0,6277.425472843556,0.165269778023,27.0297950929,0.0493352516727,0,100,4.84853024778,3
26.5841540379,0.00355711414611,218.525010652,871.059522778,84.024261817,235066.0,978.73120577,189.203475669,0.216843248683,0.761317365996,863.224106675,1971.76912142,1137.0381352,950.761768941,945.066768064,265.624505599,190039765790.0,3,60361113323.5,43337060483.6,86341591983.1,6277.425472843556,0.10894761835,27.0297985618,0.0947442877142,0,100,4.69782202734,3
77.5018209234,0.00795286084511,330.250711189,168.797189464,19.2104436412,235066.0,37.2664100149,418.355036222,0.964232086554,0.15463465609,948.21767107,2158.45350851,1363.81685719,303.135052501,906.325892623,267.500258092,271459685983.0,2,60381558050.1,84040058604.8,127038069328.0,6277.425472843556,0.166512393166,27.0297955155,0.051486941867,0,100,4.7777838972,3
97.3088662444,0.00234898926218,233.773134427,771.591922372,84.5848906299,235066.0,513.865864537,100.45714218,0.396976390328,0.872518572263,888.355024332,2019.99777265,1305.94732565,118.685284934,172.852200973,388.902427744,297359169142.0,0,61176723919.4,96710622379.4,139471822843.0,6277.425472843556,0.0792262929773,27.0297951286,0.0732492075291,0,100,4.70721557223,3
150.348283245,0.00173644362123,437.562892381,975.32288384,179.079719425,235066.0,600.808687644,446.809511599,0.866280086578,0.811666761531,966.66443235,2010.54770681,1303.14529315,87.1386697383,309.204763791,170.459673632,366725470930.0,1,62964491650.4,128837458802.0,174923520477.0,6277.425472843556,0.0425328843298,27.0297975627,0.0184963022943,0,100,4.84464207009,3
131.137056138,0.00204038921636,69.2175637484,921.513601078,24.6744297742,235066.0,517.55234392,305.60357672,0.935233885213,0.776023788578,982.143514405,1989.37687516,1288.92749552,968.116332946,294.393825877,141.528510788,346856922107.0,1,61576216520.7,120193511294.0,165087194292.0,6277.425472843556,0.0465068372074,27.0297993074,0.017278597081,0,100,4.59050606597,3
110.661252966,0.003647995299,362.484164938,539.468151145,150.188743883,235066.0,974.248637986,311.000242904,0.32949336314,0.712332400038,968.191308552,2072.56487211,1134.43284381,992.080641823,371.80077348,83.6641049114,318475063835.0,1,60605534073.1,106906378363.0,150963151399.0,6277.425472843556,0.100169310469,27.0297959403,3.5392406627,0,100,4.68412780633,3
32.1548086483,0.00186455131018,252.513385064,680.328039503,109.503636625,235066.0,278.107649591,215.30983816,0.842533926885,0.799725999161,946.296039485,2001.28511341,1127.81102147,131.645001501,576.323387578,27.4016723863,189122371791.0,0,59886707015.5,42891657812.4,86344006962.7,6277.425472843556,0.0458917023185,27.0297949605,0.0204963812789,0,100,4.71793235072,3
65.4668341167,0.007371505671,283.983110624,527.198952699,101.052196367,235066.0,924.041838956,256.228083468,0.343456986412,0.213032821533,950.822713396,2083.15369742,1147.81387764,252.110272836,291.499872499,14.3190349553,239884530314.0,1,59843877608.5,68312103097.1,111728549609.0,6277.425472843556,0.181954522692,27.0297951321,0.0847240097463,0,100,4.74612443109,3
85.996942426,0.00343168963197,137.647060702,274.257763562,17.3070488011,235066.0,402.82503256,212.685411196,0.78749041192,0.620500645981,881.590748108,1977.61163109,1130.07478312,204.312706247,423.019459472,40.5228468733,277239913300.0,0,59987215326.8,86842758104.5,130409939868.0,6277.425472843556,0.0832237166419,27.0297961693,0.0288837882908,0,100,4.6398020397,3
104.115755018,0.00639799848501,320.885801918,281.946372731,231.785424246,235066.0,345.186009232,188.908192036,0.269088848576,0.351784066087,853.427037694,2092.92249783,1348.5998002,523.190283506,997.104124272,461.721962236,321666305389.0,2,61783874703.0,108699689728.0,151182740958.0,6277.425472843556,0.158092620471,27.02979474,0.0949886520938,0,100,4.77110130607,3
138.513692368,0.00693571518393,181.051956064,569.991357519,117.430360454,235066.0,283.340160192,221.648042157,0.454121300306,0.249422016395,903.067126026,1990.9864877,1158.43917931,751.807626886,504.912878145,406.127647742,358906880155.0,0,62985480829.4,125776169579.0,170145229746.0,6277.425472843556,0.170071905986,27.0297976864,0.075399523495,0,100,4.67308503647,3
39.5164131929,0.00289492596656,184.084103188,893.51744409,206.016666584,235066.0,408.892564651,463.144396167,0.54317136851,0.747378702414,1011.66987851,1994.57742662,1254.01048832,347.351477122,331.292417036,160.791410585,197828386094.0,1,60076644192.6,47263748422.2,90487993478.8,6277.425472843556,0.0729311986378,27.029795272,0.0562323108253,0,100,4.67212854305,3
69.0578125434,0.00513086268008,173.73771989,1.67042063138,29.0207615479,235066.0,611.841651865,270.392239494,0.667683368034,0.434652220654,1073.81056141,1986.15902648,1295.74511902,324.507540332,471.36775041,480.617741018,250748878189.0,0,61374825659.2,73733129153.8,115640923376.0,6277.425472843556,0.1246845003,27.0297953646,0.0458867814217,0,100,4.66630979593,3
